mepid,result,eugroup,identifier
840,attended,Renew,175246
1294,attended,S&D,175246
1909,attended,S&D,175246
1917,attended,EPP,175246
1927,attended,EPP,175246
2152,attended,Greens/EFA,175246
2268,attended,GUE/NGL,175246
2341,attended,EPP,175246
4267,attended,S&D,175246
4289,attended,EPP,175246
4395,attended,ECR,175246
4746,attended,ECR,175246
5392,attended,S&D,175246
5729,attended,S&D,175246
5736,attended,Patriots,175246
22418,attended,EPP,175246
22858,attended,Renew,175246
23699,attended,NA,175246
23781,attended,EPP,175246
23788,attended,ECR,175246
23816,attended,Patriots,175246
23868,attended,NA,175246
24922,attended,EPP,175246
24942,attended,Greens/EFA,175246
25758,attended,NA,175246
28122,attended,EPP,175246
28150,attended,Patriots,175246
28219,attended,EPP,175246
28223,attended,EPP,175246
28226,attended,EPP,175246
28307,attended,S&D,175246
28347,attended,S&D,175246
28390,attended,EPP,175246
28399,attended,EPP,175246
28400,attended,EPP,175246
28419,attended,S&D,175246
28615,attended,ECR,175246
28617,attended,EPP,175246
30123,attended,ECR,175246
30482,attended,GUE/NGL,175246
33998,attended,S&D,175246
34232,attended,S&D,175246
36392,attended,Patriots,175246
37312,attended,S&D,175246
37324,attended,EPP,175246
38511,attended,Patriots,175246
38542,attended,S&D,175246
39725,attended,EPP,175246
40224,attended,S&D,175246
40599,attended,EPP,175246
58766,attended,Greens/EFA,175246
72779,attended,EPP,175246
86057,attended,EPP,175246
86793,attended,Greens/EFA,175246
88552,attended,Patriots,175246
88882,attended,S&D,175246
91636,attended,S&D,175246
94649,attended,Patriots,175246
95074,attended,EPP,175246
96653,attended,NA,175246
96668,attended,EPP,175246
96675,attended,Greens/EFA,175246
96681,attended,S&D,175246
96697,attended,ECR,175246
96709,attended,Renew,175246
96711,attended,Renew,175246
96752,attended,Greens/EFA,175246
96756,excused,EPP,175246
96761,attended,EPP,175246
96780,attended,EPP,175246
96787,attended,EPP,175246
96791,attended,EPP,175246
96808,attended,EPP,175246
96810,attended,ECR,175246
96811,attended,EPP,175246
96812,attended,S&D,175246
96826,attended,Patriots,175246
96830,attended,Patriots,175246
96833,attended,S&D,175246
96932,attended,S&D,175246
96933,attended,EPP,175246
96934,attended,EPP,175246
96936,attended,EPP,175246
96940,attended,Renew,175246
96998,attended,S&D,175246
97236,attended,Greens/EFA,175246
97399,attended,EPP,175246
97968,attended,EPP,175246
98219,attended,EPP,175246
98341,attended,EPP,175246
98582,attended,EPP,175246
99878,attended,ECR,175246
101039,attended,Patriots,175246
101585,attended,S&D,175246
103246,attended,Patriots,175246
106936,attended,Greens/EFA,175246
107212,attended,EPP,175246
110673,attended,EPP,175246
111412,attended,Greens/EFA,175246
112744,attended,S&D,175246
112747,attended,S&D,175246
112748,attended,S&D,175246
113523,attended,EPP,175246
118859,attended,EPP,175246
118949,attended,PfE,175246
119435,attended,EPP,175246
119652,attended,S&D,175246
122978,attended,S&D,175246
123562,attended,ECR,175246
124691,attended,S&D,175246
124700,attended,Renew,175246
124701,attended,EPP,175246
124713,attended,EPP,175246
124715,attended,Patriots,175246
124722,attended,S&D,175246
124736,attended,GUE/NGL,175246
124760,attended,ECR,175246
124766,attended,Renew,175246
124784,attended,S&D,175246
124785,attended,S&D,175246
124795,attended,EPP,175246
124799,attended,S&D,175246
124802,attended,EPP,175246
124806,attended,EPP,175246
124807,attended,EPP,175246
124813,attended,GUE/NGL,175246
