mepid,result,eugroup,identifier
256941,for,ESN,176102
257256,for,NI,176102
256971,for,NI,176102
256871,for,NI,176102
257043,for,PPE,176102
197490,for,PPE,176102
113523,for,PPE,176102
96808,for,PPE,176102
24922,for,PPE,176102
197492,for,PPE,176102
256887,for,PPE,176102
197534,for,PPE,176102
197679,for,PPE,176102
197778,for,PPE,176102
197410,for,PPE,176102
197648,for,PPE,176102
197636,for,PPE,176102
125012,for,PPE,176102
257047,for,PPE,176102
257081,for,PPE,176102
257051,for,PPE,176102
257296,for,PPE,176102
28122,for,PPE,176102
28219,for,PPE,176102
256921,for,PPE,176102
28390,for,PPE,176102
124861,for,PPE,176102
257034,for,PPE,176102
257078,for,PPE,176102
257028,for,PPE,176102
204333,for,PPE,176102
257237,for,PPE,176102
197473,for,PPE,176102
257048,for,PPE,176102
28226,for,PPE,176102
197649,for,PPE,176102
257137,for,PPE,176102
256840,for,PPE,176102
1917,for,PPE,176102
2341,for,PPE,176102
257032,for,PPE,176102
256866,for,PPE,176102
251874,for,PPE,176102
124807,for,PPE,176102
125204,for,PPE,176102
202036,for,PPE,176102
256919,for,PPE,176102
125027,for,PPE,176102
97399,for,PPE,176102
262021,for,PPE,176102
256985,for,PPE,176102
197514,for,PPE,176102
257033,for,PPE,176102
197646,for,PPE,176102
197412,for,PPE,176102
124895,for,PPE,176102
96780,for,PPE,176102
257065,for,PPE,176102
197517,for,PPE,176102
257031,for,PPE,176102
96934,for,PPE,176102
96668,for,PPE,176102
256973,for,PPE,176102
197523,for,PPE,176102
197406,for,PPE,176102
256846,for,PPE,176102
256861,for,PPE,176102
197525,for,PPE,176102
97968,for,PPE,176102
256864,for,PPE,176102
256865,for,PPE,176102
95074,for,PPE,176102
23781,for,PPE,176102
204336,for,PPE,176102
1927,for,PPE,176102
124808,for,PPE,176102
220896,for,PPE,176102
96791,for,PPE,176102
256868,for,PPE,176102
257082,for,PPE,176102
98341,for,PPE,176102
197841,for,PPE,176102
256980,for,PPE,176102
197711,for,PPE,176102
72779,for,PPE,176102
257151,for,PPE,176102
197647,for,PPE,176102
124802,for,PPE,176102
257027,for,PPE,176102
257039,for,PPE,176102
4289,for,PPE,176102
124701,for,PPE,176102
107212,for,PPE,176102
257049,for,PPE,176102
257040,for,PPE,176102
40599,for,PPE,176102
197404,for,PPE,176102
257107,for,PPE,176102
257128,for,PPE,176102
257041,for,PPE,176102
188945,for,PPE,176102
188096,for,PPE,176102
197413,for,PPE,176102
206158,for,PPE,176102
125670,for,PPE,176102
256809,for,PPE,176102
256979,for,PPE,176102
197422,for,PPE,176102
28223,for,PPE,176102
197425,for,PPE,176102
86057,for,PPE,176102
125325,for,PPE,176102
197417,for,PPE,176102
197784,for,PPE,176102
256889,for,PPE,176102
257068,for,PPE,176102
119435,for,PPE,176102
257026,for,PPE,176102
257089,for,PPE,176102
256968,for,PPE,176102
204449,for,PPE,176102
197402,for,PPE,176102
256814,for,PPE,176102
125104,for,PPE,176102
124795,for,PPE,176102
28617,for,PPE,176102
37324,for,PPE,176102
256983,for,PPE,176102
197863,for,PPE,176102
257045,for,PPE,176102
257046,for,PPE,176102
256977,for,PPE,176102
39725,for,PPE,176102
197652,for,PPE,176102
197421,for,PPE,176102
197606,for,PPE,176102
124713,for,PPE,176102
124893,for,PPE,176102
256987,for,Renew,176102
256869,for,Renew,176102
197400,for,Renew,176102
204332,for,Renew,176102
124766,for,Renew,176102
197781,for,Renew,176102
257003,for,Renew,176102
257110,for,Renew,176102
257020,for,Renew,176102
197577,for,Renew,176102
96711,for,Renew,176102
256891,for,Renew,176102
197463,for,Renew,176102
257014,for,Renew,176102
257057,for,Renew,176102
257297,for,Renew,176102
256870,for,Renew,176102
197430,for,Renew,176102
256970,for,Renew,176102
96940,for,Renew,176102
197443,for,Renew,176102
840,for,Renew,176102
204419,for,Renew,176102
197780,for,Renew,176102
197557,for,Renew,176102
197444,for,Renew,176102
135511,for,Renew,176102
198073,for,Renew,176102
197447,for,Renew,176102
197401,for,Renew,176102
191693,for,Renew,176102
197818,for,Renew,176102
22858,for,Renew,176102
257037,for,Renew,176102
197445,for,Renew,176102
198084,for,Renew,176102
124866,for,Renew,176102
96709,for,Renew,176102
257300,for,Renew,176102
257259,for,Renew,176102
257298,for,Renew,176102
257301,for,Renew,176102
257010,for,Renew,176102
197432,for,Renew,176102
129073,for,Renew,176102
257257,for,Renew,176102
256946,for,Renew,176102
256926,for,Renew,176102
256962,for,Renew,176102
256839,for,Renew,176102
124700,for,Renew,176102
257438,for,Renew,176102
256976,for,Renew,176102
257061,for,Renew,176102
130100,for,Renew,176102
197502,for,Renew,176102
214839,for,Renew,176102
197581,for,Renew,176102
197403,for,S&D,176102
119652,for,S&D,176102
202073,for,S&D,176102
256829,for,S&D,176102
28307,for,S&D,176102
256934,for,S&D,176102
256936,for,S&D,176102
247735,for,S&D,176102
124867,for,S&D,176102
197498,for,S&D,176102
197435,for,S&D,176102
96681,for,S&D,176102
112748,for,S&D,176102
4267,for,S&D,176102
197440,for,S&D,176102
257100,for,S&D,176102
257002,for,S&D,176102
256880,for,S&D,176102
197782,for,S&D,176102
245018,for,S&D,176102
257169,for,S&D,176102
256937,for,S&D,176102
256938,for,S&D,176102
40224,for,S&D,176102
38542,for,S&D,176102
257122,for,S&D,176102
257087,for,S&D,176102
33998,for,S&D,176102
1294,for,S&D,176102
237465,for,S&D,176102
257088,for,S&D,176102
125046,for,S&D,176102
256906,for,S&D,176102
197391,for,S&D,176102
101585,for,S&D,176102
96833,for,S&D,176102
256901,for,S&D,176102
197694,for,S&D,176102
257075,for,S&D,176102
256997,for,S&D,176102
257059,for,S&D,176102
197718,for,S&D,176102
257102,for,S&D,176102
256830,for,S&D,176102
197682,for,S&D,176102
197800,for,S&D,176102
122978,for,S&D,176102
197392,for,S&D,176102
112747,for,S&D,176102
256898,for,S&D,176102
256908,for,S&D,176102
197491,for,S&D,176102
1909,for,S&D,176102
230085,for,S&D,176102
96812,for,S&D,176102
197721,for,S&D,176102
257124,for,S&D,176102
197719,for,S&D,176102
91636,for,S&D,176102
197653,for,S&D,176102
257727,for,S&D,176102
204418,for,S&D,176102
257053,for,S&D,176102
197497,for,S&D,176102
88882,for,S&D,176102
233862,for,S&D,176102
124836,for,S&D,176102
257238,for,S&D,176102
256993,for,S&D,176102
244571,for,S&D,176102
256903,for,S&D,176102
197845,for,S&D,176102
124846,for,S&D,176102
112744,for,S&D,176102
96998,for,S&D,176102
229839,for,S&D,176102
256935,for,S&D,176102
218347,for,S&D,176102
257121,for,S&D,176102
257170,for,S&D,176102
197722,for,S&D,176102
257001,for,S&D,176102
257084,for,S&D,176102
197670,for,S&D,176102
197677,for,S&D,176102
257085,for,S&D,176102
257101,for,S&D,176102
257160,for,S&D,176102
257071,for,S&D,176102
197591,for,S&D,176102
256885,for,S&D,176102
197810,for,S&D,176102
5729,for,S&D,176102
34232,for,S&D,176102
185619,for,S&D,176102
257106,for,S&D,176102
28419,for,S&D,176102
256805,for,The Left,176102
257138,for,The Left,176102
197684,for,The Left,176102
124984,for,The Left,176102
257155,for,The Left,176102
256823,for,The Left,176102
257299,for,The Left,176102
197795,for,The Left,176102
257092,for,The Left,176102
256890,for,The Left,176102
30482,for,The Left,176102
257135,for,The Left,176102
257127,for,The Left,176102
127766,for,The Left,176102
190517,for,The Left,176102
2268,for,The Left,176102
124813,for,The Left,176102
257133,for,The Left,176102
197448,for,Verts/ALE,176102
257015,for,Verts/ALE,176102
197449,for,Verts/ALE,176102
