mepid,result,eugroup,identifier
840,attended,Renew,181786
1294,attended,S&D,181786
1909,attended,S&D,181786
1917,attended,EPP,181786
1927,attended,EPP,181786
2152,attended,Greens/EFA,181786
2268,attended,GUE/NGL,181786
2341,attended,EPP,181786
4267,attended,S&D,181786
4289,attended,EPP,181786
4395,attended,ECR,181786
4746,attended,ECR,181786
5392,attended,S&D,181786
5729,attended,S&D,181786
5736,attended,Patriots,181786
22418,attended,EPP,181786
22858,attended,Renew,181786
23699,attended,NA,181786
23781,attended,EPP,181786
23788,attended,ECR,181786
23816,attended,Patriots,181786
23868,attended,NA,181786
24922,attended,EPP,181786
24942,attended,Greens/EFA,181786
25758,attended,NA,181786
28122,attended,EPP,181786
28150,attended,Patriots,181786
28219,attended,EPP,181786
28223,attended,EPP,181786
28226,attended,EPP,181786
28347,attended,S&D,181786
28390,attended,EPP,181786
28399,attended,EPP,181786
28400,attended,EPP,181786
28419,attended,S&D,181786
28615,attended,ECR,181786
28617,attended,EPP,181786
30123,attended,ECR,181786
33998,attended,S&D,181786
36392,excused,Patriots,181786
37312,attended,S&D,181786
37324,attended,EPP,181786
38511,attended,Patriots,181786
38542,attended,S&D,181786
39725,attended,EPP,181786
40224,attended,S&D,181786
40599,attended,EPP,181786
58766,attended,Greens/EFA,181786
72779,attended,EPP,181786
86057,attended,EPP,181786
86793,attended,Greens/EFA,181786
88552,attended,Patriots,181786
88882,attended,S&D,181786
91636,attended,S&D,181786
94649,attended,Patriots,181786
95074,attended,EPP,181786
96653,attended,NA,181786
96668,attended,EPP,181786
96675,attended,Greens/EFA,181786
96681,attended,S&D,181786
96697,attended,ECR,181786
96709,attended,Renew,181786
96711,attended,Renew,181786
96752,attended,Greens/EFA,181786
96756,attended,EPP,181786
96761,attended,EPP,181786
96780,attended,EPP,181786
96787,attended,EPP,181786
96791,attended,EPP,181786
96808,attended,EPP,181786
96810,attended,ECR,181786
96811,attended,EPP,181786
96812,attended,S&D,181786
96826,attended,Patriots,181786
96830,attended,Patriots,181786
96833,attended,S&D,181786
96932,attended,S&D,181786
96933,attended,EPP,181786
96934,attended,EPP,181786
96936,attended,EPP,181786
96940,attended,Renew,181786
96998,attended,S&D,181786
97236,attended,Greens/EFA,181786
97399,attended,EPP,181786
97968,attended,EPP,181786
98219,attended,EPP,181786
98341,excused,EPP,181786
98582,attended,EPP,181786
99878,attended,ECR,181786
99945,attended,EPP,181786
