mepid,result,eugroup,identifier
257073,for,ECR,172263
197501,for,ECR,172263
99878,for,ECR,172263
198490,for,ECR,172263
257055,for,ECR,172263
257056,for,ECR,172263
256900,for,ECR,172263
257077,for,ECR,172263
257060,for,ECR,172263
257080,for,ECR,172263
257086,for,ECR,172263
197545,for,ECR,172263
256811,for,ECR,172263
257052,for,ECR,172263
197572,for,ECR,172263
124884,for,ECR,172263
197556,for,ESN,172263
256858,for,NI,172263
23868,for,NI,172263
256960,for,NI,172263
257005,for,NI,172263
124858,for,NI,172263
256851,for,NI,172263
25758,for,NI,172263
256939,for,NI,172263
257256,for,NI,172263
257007,for,NI,172263
23699,for,NI,172263
198373,for,NI,172263
197734,for,NI,172263
257018,for,NI,172263
125093,for,NI,172263
256969,for,NI,172263
96653,for,NI,172263
256971,for,NI,172263
124834,for,NI,172263
256966,for,NI,172263
256967,for,NI,172263
197842,for,NI,172263
256955,for,NI,172263
256862,for,PPE,172263
256866,for,PPE,172263
256861,for,PPE,172263
256864,for,PPE,172263
256865,for,PPE,172263
256868,for,PPE,172263
206158,for,PPE,172263
98219,for,PPE,172263
256863,for,PPE,172263
256987,for,Renew,172263
256869,for,Renew,172263
197400,for,Renew,172263
204332,for,Renew,172263
124766,for,Renew,172263
197781,for,Renew,172263
257003,for,Renew,172263
257110,for,Renew,172263
257020,for,Renew,172263
197577,for,Renew,172263
96711,for,Renew,172263
256891,for,Renew,172263
197463,for,Renew,172263
197558,for,Renew,172263
257014,for,Renew,172263
257057,for,Renew,172263
257297,for,Renew,172263
197589,for,Renew,172263
257038,for,Renew,172263
256970,for,Renew,172263
96940,for,Renew,172263
204419,for,Renew,172263
197780,for,Renew,172263
197557,for,Renew,172263
197543,for,Renew,172263
197444,for,Renew,172263
135511,for,Renew,172263
198073,for,Renew,172263
197770,for,Renew,172263
197624,for,Renew,172263
197447,for,Renew,172263
197401,for,Renew,172263
257013,for,Renew,172263
191693,for,Renew,172263
197818,for,Renew,172263
22858,for,Renew,172263
257037,for,Renew,172263
197445,for,Renew,172263
198084,for,Renew,172263
124866,for,Renew,172263
197494,for,Renew,172263
96709,for,Renew,172263
257300,for,Renew,172263
257298,for,Renew,172263
257301,for,Renew,172263
257010,for,Renew,172263
197432,for,Renew,172263
129073,for,Renew,172263
257257,for,Renew,172263
256815,for,Renew,172263
256926,for,Renew,172263
256839,for,Renew,172263
197672,for,Renew,172263
124700,for,Renew,172263
257438,for,Renew,172263
256976,for,Renew,172263
257061,for,Renew,172263
257112,for,Renew,172263
130100,for,Renew,172263
197502,for,Renew,172263
256879,for,Renew,172263
214839,for,Renew,172263
197769,for,Renew,172263
220801,for,Renew,172263
257011,for,Renew,172263
197581,for,Renew,172263
256807,for,Renew,172263
119652,for,S&D,172263
202073,for,S&D,172263
257123,for,S&D,172263
256829,for,S&D,172263
28307,for,S&D,172263
256934,for,S&D,172263
256936,for,S&D,172263
247735,for,S&D,172263
197433,for,S&D,172263
197658,for,S&D,172263
124867,for,S&D,172263
197498,for,S&D,172263
197435,for,S&D,172263
96681,for,S&D,172263
257108,for,S&D,172263
112748,for,S&D,172263
4267,for,S&D,172263
197440,for,S&D,172263
257100,for,S&D,172263
257002,for,S&D,172263
256880,for,S&D,172263
197782,for,S&D,172263
245018,for,S&D,172263
