mepid,result,eugroup,identifier
257117,for,ECR,181343
257000,for,ECR,181343
4746,for,ECR,181343
23788,for,ECR,181343
257073,for,ECR,181343
197501,for,ECR,181343
99878,for,ECR,181343
257096,for,ECR,181343
257093,for,ECR,181343
257147,for,ECR,181343
257094,for,ECR,181343
257095,for,ECR,181343
257076,for,ECR,181343
257091,for,ECR,181343
96810,for,ECR,181343
197607,for,ECR,181343
197794,for,ECR,181343
257055,for,ECR,181343
257144,for,ECR,181343
197516,for,ECR,181343
257022,for,ECR,181343
257056,for,ECR,181343
197469,for,ECR,181343
220871,for,ECR,181343
256845,for,ECR,181343
257149,for,ECR,181343
257077,for,ECR,181343
4395,for,ECR,181343
197824,for,ECR,181343
257060,for,ECR,181343
257080,for,ECR,181343
239260,for,ECR,181343
257058,for,ECR,181343
257086,for,ECR,181343
257150,for,ECR,181343
257115,for,ECR,181343
257145,for,ECR,181343
256907,for,ECR,181343
197820,for,ECR,181343
257104,for,ECR,181343
197773,for,ECR,181343
197545,for,ECR,181343
257113,for,ECR,181343
257021,for,ECR,181343
257109,for,ECR,181343
257025,for,ECR,181343
257119,for,ECR,181343
197553,for,ECR,181343
257114,for,ECR,181343
257116,for,ECR,181343
197655,for,ECR,181343
257090,for,ECR,181343
257163,for,ECR,181343
256806,for,ECR,181343
257258,for,ECR,181343
256884,for,ECR,181343
125106,for,ECR,181343
257099,for,ECR,181343
256811,for,ECR,181343
257143,for,ECR,181343
197537,for,ECR,181343
197552,for,ECR,181343
257052,for,ECR,181343
123562,for,ECR,181343
124877,for,ECR,181343
197572,for,ECR,181343
28615,for,ECR,181343
124884,for,ECR,181343
256951,for,ESN,181343
257457,for,ESN,181343
256924,for,ESN,181343
257069,for,ESN,181343
256858,for,NI,181343
23868,for,NI,181343
124858,for,NI,181343
25758,for,NI,181343
257256,for,NI,181343
257118,for,NI,181343
197734,for,NI,181343
256989,for,NI,181343
125093,for,NI,181343
257019,for,NI,181343
256971,for,NI,181343
256871,for,NI,181343
256966,for,NI,181343
256967,for,NI,181343
197842,for,NI,181343
256955,for,NI,181343
256810,for,PPE,181343
257043,for,PPE,181343
197490,for,PPE,181343
256820,for,PPE,181343
113523,for,PPE,181343
96808,for,PPE,181343
24922,for,PPE,181343
197492,for,PPE,181343
256887,for,PPE,181343
197534,for,PPE,181343
197408,for,PPE,181343
197778,for,PPE,181343
197410,for,PPE,181343
197648,for,PPE,181343
197636,for,PPE,181343
251324,for,PPE,181343
204129,for,PPE,181343
125012,for,PPE,181343
257047,for,PPE,181343
257081,for,PPE,181343
257296,for,PPE,181343
28122,for,PPE,181343
256921,for,PPE,181343
28390,for,PPE,181343
257034,for,PPE,181343
257078,for,PPE,181343
257028,for,PPE,181343
256862,for,PPE,181343
204333,for,PPE,181343
257237,for,PPE,181343
197473,for,PPE,181343
257048,for,PPE,181343
96787,for,PPE,181343
99945,for,PPE,181343
28226,for,PPE,181343
197649,for,PPE,181343
257137,for,PPE,181343
256840,for,PPE,181343
1917,for,PPE,181343
2341,for,PPE,181343
257032,for,PPE,181343
256866,for,PPE,181343
251874,for,PPE,181343
124807,for,PPE,181343
125204,for,PPE,181343
202036,for,PPE,181343
256919,for,PPE,181343
125027,for,PPE,181343
97399,for,PPE,181343
220908,for,PPE,181343
262021,for,PPE,181343
256985,for,PPE,181343
197514,for,PPE,181343
257033,for,PPE,181343
197646,for,PPE,181343
197412,for,PPE,181343
22418,for,PPE,181343
124895,for,PPE,181343
96780,for,PPE,181343
257065,for,PPE,181343
256918,for,PPE,181343
197517,for,PPE,181343
257031,for,PPE,181343
197840,for,PPE,181343
96934,for,PPE,181343
197839,for,PPE,181343
125068,for,PPE,181343
96668,for,PPE,181343
249603,for,PPE,181343
256831,for,PPE,181343
256973,for,PPE,181343
197523,for,PPE,181343
197406,for,PPE,181343
256846,for,PPE,181343
256861,for,PPE,181343
197525,for,PPE,181343
97968,for,PPE,181343
256864,for,PPE,181343
256865,for,PPE,181343
256920,for,PPE,181343
95074,for,PPE,181343
23781,for,PPE,181343
204336,for,PPE,181343
1927,for,PPE,181343
124808,for,PPE,181343
220896,for,PPE,181343
28399,for,PPE,181343
96791,for,PPE,181343
124806,for,PPE,181343
190713,for,PPE,181343
257082,for,PPE,181343
96936,for,PPE,181343
98341,for,PPE,181343
197841,for,PPE,181343
256980,for,PPE,181343
197662,for,PPE,181343
256943,for,PPE,181343
256974,for,PPE,181343
28400,for,PPE,181343
197711,for,PPE,181343
72779,for,PPE,181343
257151,for,PPE,181343
197647,for,PPE,181343
124802,for,PPE,181343
257027,for,PPE,181343
256847,for,PPE,181343
257039,for,PPE,181343
4289,for,PPE,181343
124701,for,PPE,181343
107212,for,PPE,181343
257049,for,PPE,181343
257040,for,PPE,181343
110673,for,PPE,181343
197738,for,PPE,181343
40599,for,PPE,181343
197404,for,PPE,181343
257107,for,PPE,181343
257128,for,PPE,181343
257041,for,PPE,181343
124850,for,PPE,181343
188096,for,PPE,181343
197413,for,PPE,181343
206158,for,PPE,181343
125670,for,PPE,181343
98219,for,PPE,181343
256809,for,PPE,181343
256979,for,PPE,181343
197422,for,PPE,181343
28223,for,PPE,181343
197425,for,PPE,181343
86057,for,PPE,181343
197426,for,PPE,181343
125325,for,PPE,181343
197417,for,PPE,181343
197784,for,PPE,181343
256889,for,PPE,181343
257068,for,PPE,181343
119435,for,PPE,181343
257026,for,PPE,181343
257089,for,PPE,181343
256968,for,PPE,181343
204449,for,PPE,181343
197402,for,PPE,181343
256814,for,PPE,181343
125104,for,PPE,181343
219652,for,PPE,181343
256804,for,PPE,181343
256950,for,PPE,181343
28617,for,PPE,181343
37324,for,PPE,181343
256983,for,PPE,181343
96756,for,PPE,181343
98582,for,PPE,181343
125065,for,PPE,181343
204400,for,PPE,181343
197863,for,PPE,181343
197429,for,PPE,181343
197405,for,PPE,181343
257045,for,PPE,181343
257046,for,PPE,181343
28229,for,PPE,181343
256977,for,PPE,181343
39725,for,PPE,181343
197652,for,PPE,181343
197421,for,PPE,181343
197606,for,PPE,181343
124713,for,PPE,181343
124893,for,PPE,181343
197621,for,PPE,181343
185341,for,PPE,181343
96933,for,PPE,181343
197691,for,PfE,181343
124973,for,PfE,181343
131580,for,PfE,181343
256852,for,PfE,181343
261797,for,PfE,181343
256998,for,PfE,181343
256881,for,PfE,181343
101039,for,PfE,181343
257024,for,PfE,181343
256878,for,PfE,181343
257064,for,PfE,181343
257072,for,PfE,181343
197829,for,PfE,181343
220840,for,PfE,181343
197786,for,PfE,181343
257131,for,PfE,181343
236050,for,PfE,181343
256886,for,PfE,181343
256981,for,PfE,181343
256874,for,PfE,181343
260724,for,PfE,181343
256853,for,PfE,181343
192254,for,PfE,181343
256857,for,PfE,181343
256876,for,PfE,181343
256896,for,PfE,181343
28150,for,PfE,181343
197628,for,PfE,181343
125052,for,PfE,181343
94649,for,PfE,181343
96830,for,PfE,181343
23816,for,PfE,181343
197627,for,PfE,181343
197528,for,PfE,181343
270261,for,PfE,181343
256909,for,PfE,181343
261038,for,PfE,181343
256860,for,PfE,181343
256954,for,PfE,181343
256872,for,PfE,181343
256895,for,PfE,181343
197623,for,PfE,181343
257029,for,PfE,181343
257054,for,PfE,181343
256843,for,PfE,181343
256883,for,PfE,181343
