mepid,result,eugroup,identifier
840,attended,Renew,175336
1294,attended,S&D,175336
1909,attended,S&D,175336
1917,attended,EPP,175336
1927,attended,EPP,175336
2152,attended,Greens/EFA,175336
2268,attended,GUE/NGL,175336
2341,attended,EPP,175336
4267,attended,S&D,175336
4289,attended,EPP,175336
4395,attended,ECR,175336
4746,attended,ECR,175336
5392,attended,S&D,175336
5729,attended,S&D,175336
5736,attended,Patriots,175336
22418,attended,EPP,175336
22858,attended,Renew,175336
23699,attended,NA,175336
23781,attended,EPP,175336
23788,attended,ECR,175336
23816,attended,Patriots,175336
23868,attended,NA,175336
24922,attended,EPP,175336
24942,attended,Greens/EFA,175336
25758,attended,NA,175336
28122,attended,EPP,175336
28150,attended,Patriots,175336
28219,attended,EPP,175336
28223,attended,EPP,175336
28226,attended,EPP,175336
28307,attended,S&D,175336
28347,attended,S&D,175336
28390,attended,EPP,175336
28399,attended,EPP,175336
28400,attended,EPP,175336
28419,attended,S&D,175336
28615,attended,ECR,175336
28617,attended,EPP,175336
30123,attended,ECR,175336
30482,attended,GUE/NGL,175336
33998,attended,S&D,175336
34232,attended,S&D,175336
36392,attended,Patriots,175336
37312,attended,S&D,175336
37324,attended,EPP,175336
38511,attended,Patriots,175336
38542,attended,S&D,175336
39725,attended,EPP,175336
40224,attended,S&D,175336
40599,attended,EPP,175336
58766,attended,Greens/EFA,175336
72779,attended,EPP,175336
86057,attended,EPP,175336
86793,attended,Greens/EFA,175336
88552,attended,Patriots,175336
88882,attended,S&D,175336
91636,attended,S&D,175336
94649,attended,Patriots,175336
95074,attended,EPP,175336
96653,attended,NA,175336
96668,attended,EPP,175336
96675,attended,Greens/EFA,175336
96681,attended,S&D,175336
96697,attended,ECR,175336
96709,attended,Renew,175336
96711,attended,Renew,175336
96752,attended,Greens/EFA,175336
96756,excused,EPP,175336
96761,attended,EPP,175336
96780,attended,EPP,175336
96787,attended,EPP,175336
96791,attended,EPP,175336
96808,attended,EPP,175336
96810,attended,ECR,175336
96811,attended,EPP,175336
96812,attended,S&D,175336
96826,attended,Patriots,175336
96830,attended,Patriots,175336
96833,attended,S&D,175336
96932,attended,S&D,175336
96933,attended,EPP,175336
96934,attended,EPP,175336
96936,attended,EPP,175336
96940,attended,Renew,175336
96998,attended,S&D,175336
97236,attended,Greens/EFA,175336
97399,attended,EPP,175336
97968,attended,EPP,175336
98219,attended,EPP,175336
98341,attended,EPP,175336
98582,attended,EPP,175336
99878,attended,ECR,175336
101039,attended,Patriots,175336
101585,attended,S&D,175336
103246,attended,Patriots,175336
106936,attended,Greens/EFA,175336
