mepid,result,eugroup,identifier
257117,for,ECR,185829
124760,for,ECR,185829
4746,for,ECR,185829
23788,for,ECR,185829
197501,for,ECR,185829
99878,for,ECR,185829
257096,for,ECR,185829
257093,for,ECR,185829
257147,for,ECR,185829
257095,for,ECR,185829
257076,for,ECR,185829
257091,for,ECR,185829
96810,for,ECR,185829
197607,for,ECR,185829
257097,for,ECR,185829
197794,for,ECR,185829
257022,for,ECR,185829
257056,for,ECR,185829
197469,for,ECR,185829
256845,for,ECR,185829
257149,for,ECR,185829
257077,for,ECR,185829
4395,for,ECR,185829
256922,for,ECR,185829
257060,for,ECR,185829
257080,for,ECR,185829
239260,for,ECR,185829
257058,for,ECR,185829
257086,for,ECR,185829
257150,for,ECR,185829
256907,for,ECR,185829
197820,for,ECR,185829
257104,for,ECR,185829
197773,for,ECR,185829
197545,for,ECR,185829
257113,for,ECR,185829
257021,for,ECR,185829
257109,for,ECR,185829
257119,for,ECR,185829
197553,for,ECR,185829
204346,for,ECR,185829
257114,for,ECR,185829
197655,for,ECR,185829
257163,for,ECR,185829
256925,for,ECR,185829
256806,for,ECR,185829
257258,for,ECR,185829
256884,for,ECR,185829
125106,for,ECR,185829
257099,for,ECR,185829
256811,for,ECR,185829
257143,for,ECR,185829
197537,for,ECR,185829
197552,for,ECR,185829
257052,for,ECR,185829
123562,for,ECR,185829
124877,for,ECR,185829
197572,for,ECR,185829
28615,for,ECR,185829
124884,for,ECR,185829
256808,for,ESN,185829
256852,for,NI,185829
257118,for,NI,185829
256810,for,PPE,185829
257043,for,PPE,185829
256820,for,PPE,185829
113523,for,PPE,185829
96808,for,PPE,185829
24922,for,PPE,185829
197492,for,PPE,185829
256887,for,PPE,185829
256947,for,PPE,185829
197534,for,PPE,185829
197679,for,PPE,185829
197408,for,PPE,185829
197410,for,PPE,185829
197648,for,PPE,185829
197636,for,PPE,185829
251324,for,PPE,185829
125012,for,PPE,185829
257081,for,PPE,185829
257051,for,PPE,185829
257296,for,PPE,185829
28122,for,PPE,185829
28219,for,PPE,185829
28390,for,PPE,185829
124861,for,PPE,185829
257034,for,PPE,185829
257078,for,PPE,185829
257028,for,PPE,185829
257030,for,PPE,185829
204333,for,PPE,185829
257237,for,PPE,185829
197473,for,PPE,185829
257048,for,PPE,185829
96787,for,PPE,185829
99945,for,PPE,185829
28226,for,PPE,185829
96811,for,PPE,185829
197649,for,PPE,185829
257137,for,PPE,185829
256840,for,PPE,185829
1917,for,PPE,185829
197414,for,PPE,185829
2341,for,PPE,185829
257032,for,PPE,185829
251874,for,PPE,185829
124807,for,PPE,185829
125204,for,PPE,185829
202036,for,PPE,185829
256919,for,PPE,185829
125027,for,PPE,185829
97399,for,PPE,185829
220908,for,PPE,185829
256985,for,PPE,185829
197514,for,PPE,185829
257033,for,PPE,185829
197646,for,PPE,185829
197412,for,PPE,185829
22418,for,PPE,185829
96780,for,PPE,185829
257065,for,PPE,185829
197517,for,PPE,185829
257031,for,PPE,185829
197840,for,PPE,185829
96934,for,PPE,185829
197839,for,PPE,185829
96668,for,PPE,185829
249603,for,PPE,185829
256831,for,PPE,185829
256973,for,PPE,185829
197523,for,PPE,185829
