mepid,result,eugroup,identifier
840,attended,Renew,180487
1294,attended,S&D,180487
1909,attended,S&D,180487
1917,attended,EPP,180487
1927,attended,EPP,180487
2152,attended,Greens/EFA,180487
2268,attended,GUE/NGL,180487
2341,attended,EPP,180487
4267,attended,S&D,180487
4289,attended,EPP,180487
4746,attended,ECR,180487
5392,attended,S&D,180487
5729,attended,S&D,180487
5736,attended,Patriots,180487
22418,attended,EPP,180487
22858,attended,Renew,180487
23699,attended,NA,180487
23781,attended,EPP,180487
23788,attended,ECR,180487
23816,attended,Patriots,180487
23868,attended,NA,180487
24922,attended,EPP,180487
24942,attended,Greens/EFA,180487
25758,attended,NA,180487
28122,attended,EPP,180487
28150,attended,Patriots,180487
28219,attended,EPP,180487
28223,attended,EPP,180487
28226,attended,EPP,180487
28347,attended,S&D,180487
28390,attended,EPP,180487
28399,attended,EPP,180487
28400,attended,EPP,180487
28419,attended,S&D,180487
28617,attended,EPP,180487
30123,attended,ECR,180487
30482,attended,GUE/NGL,180487
33998,attended,S&D,180487
34232,attended,S&D,180487
36392,attended,Patriots,180487
37312,attended,S&D,180487
37324,attended,EPP,180487
38511,attended,Patriots,180487
38542,attended,S&D,180487
39725,attended,EPP,180487
40224,attended,S&D,180487
40599,attended,EPP,180487
72779,attended,EPP,180487
86057,attended,EPP,180487
86793,attended,Greens/EFA,180487
88552,attended,Patriots,180487
88882,attended,S&D,180487
91636,attended,S&D,180487
94649,attended,Patriots,180487
95074,attended,EPP,180487
96653,attended,NA,180487
96668,attended,EPP,180487
96675,attended,Greens/EFA,180487
96681,attended,S&D,180487
96697,attended,ECR,180487
96709,attended,Renew,180487
96711,attended,Renew,180487
96752,attended,Greens/EFA,180487
96756,attended,EPP,180487
96761,attended,EPP,180487
96787,attended,EPP,180487
96791,attended,EPP,180487
96808,attended,EPP,180487
96810,attended,ECR,180487
96811,attended,EPP,180487
96812,attended,S&D,180487
96826,attended,Patriots,180487
96830,attended,Patriots,180487
96833,attended,S&D,180487
96932,attended,S&D,180487
96933,attended,EPP,180487
96934,attended,EPP,180487
96936,attended,EPP,180487
96940,attended,Renew,180487
96998,attended,S&D,180487
97236,attended,Greens/EFA,180487
97399,attended,EPP,180487
97968,attended,EPP,180487
98219,attended,EPP,180487
98341,attended,EPP,180487
98582,attended,EPP,180487
99878,attended,ECR,180487
99945,attended,EPP,180487
101039,attended,Patriots,180487
101585,attended,S&D,180487
103246,attended,Patriots,180487
106936,attended,Greens/EFA,180487
107212,attended,EPP,180487
110673,attended,EPP,180487
111412,attended,Greens/EFA,180487
112744,attended,S&D,180487
112747,attended,S&D,180487
112748,attended,S&D,180487
113523,attended,EPP,180487
118859,attended,EPP,180487
119652,attended,S&D,180487
122978,attended,S&D,180487
123562,attended,ECR,180487
124691,attended,S&D,180487
124700,attended,Renew,180487
124701,attended,EPP,180487
124713,attended,EPP,180487
124715,attended,Patriots,180487
124722,attended,S&D,180487
124736,attended,GUE/NGL,180487
124760,attended,ECR,180487
124766,attended,Renew,180487
124784,attended,S&D,180487
124785,attended,S&D,180487
124795,attended,EPP,180487
124799,attended,S&D,180487
124802,attended,EPP,180487
124806,attended,EPP,180487
124807,attended,EPP,180487
124808,attended,EPP,180487
124813,attended,GUE/NGL,180487
124834,attended,NA,180487
124836,attended,S&D,180487
124846,attended,S&D,180487
124850,attended,EPP,180487
124858,attended,NA,180487
124861,attended,EPP,180487
124866,attended,Renew,180487
124867,attended,S&D,180487
124875,attended,Patriots,180487
124877,attended,ECR,180487
124884,attended,ECR,180487
124893,attended,EPP,180487
124895,attended,EPP,180487
124973,attended,Patriots,180487
124984,attended,GUE/NGL,180487
124985,attended,GUE/NGL,180487
125001,attended,Patriots,180487
125012,attended,EPP,180487
125023,excused,GUE/NGL,180487
125027,attended,EPP,180487
125042,attended,S&D,180487
125046,attended,S&D,180487
125052,attended,Patriots,180487
125065,attended,EPP,180487
125068,attended,EPP,180487
125093,attended,NA,180487
125104,attended,EPP,180487
125106,attended,ECR,180487
125204,attended,EPP,180487
125325,attended,EPP,180487
125670,attended,EPP,180487
126699,attended,Patriots,180487
127766,attended,GUE/NGL,180487
128483,attended,ESN,180487
129073,attended,Renew,180487
130100,attended,Renew,180487
131580,attended,Patriots,180487
185341,attended,EPP,180487
185619,attended,S&D,180487
185771,attended,Patriots,180487
187917,attended,GUE/NGL,180487
188096,attended,EPP,180487
188945,attended,EPP,180487
189065,attended,Patriots,180487
190574,attended,ESN,180487
190713,attended,EPP,180487
191693,attended,Renew,180487
192254,attended,Patriots,180487
193292,attended,Greens/EFA,180487
197391,attended,S&D,180487
197392,attended,S&D,180487
197395,attended,Greens/EFA,180487
197398,attended,Greens/EFA,180487
197400,attended,Renew,180487
197401,attended,Renew,180487
197402,attended,EPP,180487
197403,attended,S&D,180487
197404,attended,EPP,180487
197405,attended,EPP,180487
197408,attended,EPP,180487
197410,attended,EPP,180487
197412,attended,EPP,180487
197413,attended,EPP,180487
197414,attended,EPP,180487
197416,attended,GUE/NGL,180487
197417,attended,EPP,180487
197421,attended,EPP,180487
197425,attended,EPP,180487
197426,attended,EPP,180487
197429,attended,EPP,180487
197430,attended,Renew,180487
197432,attended,Renew,180487
197433,attended,S&D,180487
197435,attended,S&D,180487
197439,attended,Greens/EFA,180487
197440,attended,S&D,180487
197443,attended,Renew,180487
197444,attended,Renew,180487
197445,attended,Renew,180487
197447,attended,Renew,180487
197448,attended,Greens/EFA,180487
197449,attended,Greens/EFA,180487
