mepid,result,eugroup,identifier
197516,for,ECR,187343
23868,for,NI,187343
256960,for,NI,187343
257005,for,NI,187343
124858,for,NI,187343
256851,for,NI,187343
25758,for,NI,187343
256939,for,NI,187343
257007,for,NI,187343
23699,for,NI,187343
257018,for,NI,187343
256971,for,NI,187343
124834,for,NI,187343
256955,for,NI,187343
96940,for,Renew,187343
197401,for,Renew,187343
257298,for,Renew,187343
112748,for,S&D,187343
256880,for,S&D,187343
197782,for,S&D,187343
112747,for,S&D,187343
112744,for,S&D,187343
260035,for,S&D,187343
256805,for,The Left,187343
257138,for,The Left,187343
197701,for,The Left,187343
197533,for,The Left,187343
187917,for,The Left,187343
124984,for,The Left,187343
197529,for,The Left,187343
257155,for,The Left,187343
197468,for,The Left,187343
256961,for,The Left,187343
124985,for,The Left,187343
256913,for,The Left,187343
257299,for,The Left,187343
197795,for,The Left,187343
257092,for,The Left,187343
197416,for,The Left,187343
270719,for,The Left,187343
256912,for,The Left,187343
125023,for,The Left,187343
256890,for,The Left,187343
197699,for,The Left,187343
257129,for,The Left,187343
257063,for,The Left,187343
236053,for,The Left,187343
245770,for,The Left,187343
257140,for,The Left,187343
257083,for,The Left,187343
30482,for,The Left,187343
257135,for,The Left,187343
256952,for,The Left,187343
257126,for,The Left,187343
257127,for,The Left,187343
127766,for,The Left,187343
190517,for,The Left,187343
257009,for,The Left,187343
2268,for,The Left,187343
124813,for,The Left,187343
257133,for,The Left,187343
197448,for,Verts/ALE,187343
257015,for,Verts/ALE,187343
197449,for,Verts/ALE,187343
197439,for,Verts/ALE,187343
256995,for,Verts/ALE,187343
197470,for,Verts/ALE,187343
86793,for,Verts/ALE,187343
197503,for,Verts/ALE,187343
96725,for,Verts/ALE,187343
106936,for,Verts/ALE,187343
183916,for,Verts/ALE,187343
197549,for,Verts/ALE,187343
257130,for,Verts/ALE,187343
96752,for,Verts/ALE,187343
197398,for,Verts/ALE,187343
197395,for,Verts/ALE,187343
197461,for,Verts/ALE,187343
96675,for,Verts/ALE,187343
197462,for,Verts/ALE,187343
257016,for,Verts/ALE,187343
208722,for,Verts/ALE,187343
193292,for,Verts/ALE,187343
197464,for,Verts/ALE,187343
197802,for,Verts/ALE,187343
257044,for,Verts/ALE,187343
198076,for,Verts/ALE,187343
2152,for,Verts/ALE,187343
197466,for,Verts/ALE,187343
197573,for,Verts/ALE,187343
103381,for,Verts/ALE,187343
197832,for,Verts/ALE,187343
256964,for,Verts/ALE,187343
197500,for,Verts/ALE,187343
256833,for,Verts/ALE,187343
257139,for,Verts/ALE,187343
201945,for,Verts/ALE,187343
111412,for,Verts/ALE,187343
58766,for,Verts/ALE,187343
