mepid,result,eugroup,identifier
256956,for,ECR,187232
257117,for,ECR,187232
124760,for,ECR,187232
4746,for,ECR,187232
23788,for,ECR,187232
197501,for,ECR,187232
99878,for,ECR,187232
257096,for,ECR,187232
257093,for,ECR,187232
257147,for,ECR,187232
257094,for,ECR,187232
257095,for,ECR,187232
257076,for,ECR,187232
257091,for,ECR,187232
96810,for,ECR,187232
197607,for,ECR,187232
198490,for,ECR,187232
257097,for,ECR,187232
256986,for,ECR,187232
197794,for,ECR,187232
257055,for,ECR,187232
257144,for,ECR,187232
197516,for,ECR,187232
257056,for,ECR,187232
220871,for,ECR,187232
256845,for,ECR,187232
257149,for,ECR,187232
257077,for,ECR,187232
4395,for,ECR,187232
256922,for,ECR,187232
197824,for,ECR,187232
257060,for,ECR,187232
257080,for,ECR,187232
239260,for,ECR,187232
257058,for,ECR,187232
257086,for,ECR,187232
30123,for,ECR,187232
257150,for,ECR,187232
257115,for,ECR,187232
257145,for,ECR,187232
256907,for,ECR,187232
197820,for,ECR,187232
257104,for,ECR,187232
197773,for,ECR,187232
197545,for,ECR,187232
257113,for,ECR,187232
257021,for,ECR,187232
257109,for,ECR,187232
257025,for,ECR,187232
197553,for,ECR,187232
204346,for,ECR,187232
257114,for,ECR,187232
257116,for,ECR,187232
197655,for,ECR,187232
257090,for,ECR,187232
96697,for,ECR,187232
257163,for,ECR,187232
256925,for,ECR,187232
256806,for,ECR,187232
257258,for,ECR,187232
256884,for,ECR,187232
125106,for,ECR,187232
257099,for,ECR,187232
256811,for,ECR,187232
257143,for,ECR,187232
197537,for,ECR,187232
197552,for,ECR,187232
257052,for,ECR,187232
123562,for,ECR,187232
124877,for,ECR,187232
197572,for,ECR,187232
28615,for,ECR,187232
124884,for,ECR,187232
257070,for,ESN,187232
257062,for,ESN,187232
257125,for,ESN,187232
257069,for,ESN,187232
256858,for,NI,187232
256852,for,NI,187232
23868,for,NI,187232
257005,for,NI,187232
124858,for,NI,187232
256851,for,NI,187232
25758,for,NI,187232
256939,for,NI,187232
257256,for,NI,187232
257007,for,NI,187232
256900,for,NI,187232
23699,for,NI,187232
198373,for,NI,187232
257118,for,NI,187232
256989,for,NI,187232
96653,for,NI,187232
256971,for,NI,187232
256871,for,NI,187232
256810,for,PPE,187232
257043,for,PPE,187232
197490,for,PPE,187232
256820,for,PPE,187232
113523,for,PPE,187232
96808,for,PPE,187232
24922,for,PPE,187232
197492,for,PPE,187232
256887,for,PPE,187232
256947,for,PPE,187232
197534,for,PPE,187232
197679,for,PPE,187232
197408,for,PPE,187232
197410,for,PPE,187232
197636,for,PPE,187232
251324,for,PPE,187232
204129,for,PPE,187232
125012,for,PPE,187232
257047,for,PPE,187232
257081,for,PPE,187232
257051,for,PPE,187232
257296,for,PPE,187232
28122,for,PPE,187232
28390,for,PPE,187232
124861,for,PPE,187232
257034,for,PPE,187232
257078,for,PPE,187232
257028,for,PPE,187232
257030,for,PPE,187232
204333,for,PPE,187232
257237,for,PPE,187232
197473,for,PPE,187232
257048,for,PPE,187232
96787,for,PPE,187232
99945,for,PPE,187232
28226,for,PPE,187232
96811,for,PPE,187232
197649,for,PPE,187232
257137,for,PPE,187232
256840,for,PPE,187232
1917,for,PPE,187232
2341,for,PPE,187232
257032,for,PPE,187232
251874,for,PPE,187232
124807,for,PPE,187232
125204,for,PPE,187232
202036,for,PPE,187232
256919,for,PPE,187232
97399,for,PPE,187232
220908,for,PPE,187232
256985,for,PPE,187232
197514,for,PPE,187232
257033,for,PPE,187232
197646,for,PPE,187232
197412,for,PPE,187232
22418,for,PPE,187232
124895,for,PPE,187232
96780,for,PPE,187232
257065,for,PPE,187232
256918,for,PPE,187232
257031,for,PPE,187232
96934,for,PPE,187232
125068,for,PPE,187232
96668,for,PPE,187232
249603,for,PPE,187232
256831,for,PPE,187232
256973,for,PPE,187232
197523,for,PPE,187232
197406,for,PPE,187232
256846,for,PPE,187232
276060,for,PPE,187232
197525,for,PPE,187232
97968,for,PPE,187232
256920,for,PPE,187232
95074,for,PPE,187232
23781,for,PPE,187232
204336,for,PPE,187232
1927,for,PPE,187232
124808,for,PPE,187232
220896,for,PPE,187232
28399,for,PPE,187232
96791,for,PPE,187232
190713,for,PPE,187232
257082,for,PPE,187232
124828,for,PPE,187232
197841,for,PPE,187232
256980,for,PPE,187232
197662,for,PPE,187232
256943,for,PPE,187232
256974,for,PPE,187232
28400,for,PPE,187232
197711,for,PPE,187232
72779,for,PPE,187232
257151,for,PPE,187232
124802,for,PPE,187232
257027,for,PPE,187232
256847,for,PPE,187232
257039,for,PPE,187232
4289,for,PPE,187232
124701,for,PPE,187232
107212,for,PPE,187232
257040,for,PPE,187232
110673,for,PPE,187232
197738,for,PPE,187232
40599,for,PPE,187232
197404,for,PPE,187232
257107,for,PPE,187232
257128,for,PPE,187232
257041,for,PPE,187232
124850,for,PPE,187232
188945,for,PPE,187232
188096,for,PPE,187232
197413,for,PPE,187232
125670,for,PPE,187232
98219,for,PPE,187232
256809,for,PPE,187232
256979,for,PPE,187232
197422,for,PPE,187232
28223,for,PPE,187232
197425,for,PPE,187232
86057,for,PPE,187232
197426,for,PPE,187232
125325,for,PPE,187232
197417,for,PPE,187232
197784,for,PPE,187232
256889,for,PPE,187232
257068,for,PPE,187232
119435,for,PPE,187232
257026,for,PPE,187232
256968,for,PPE,187232
204449,for,PPE,187232
197402,for,PPE,187232
256814,for,PPE,187232
125104,for,PPE,187232
219652,for,PPE,187232
124795,for,PPE,187232
256804,for,PPE,187232
256950,for,PPE,187232
28617,for,PPE,187232
37324,for,PPE,187232
256983,for,PPE,187232
96756,for,PPE,187232
98582,for,PPE,187232
96761,for,PPE,187232
125065,for,PPE,187232
197429,for,PPE,187232
197405,for,PPE,187232
257045,for,PPE,187232
28229,for,PPE,187232
