mepid,result,eugroup,identifier
23788,for,ECR,172889
257073,for,ECR,172889
99878,for,ECR,172889
257055,for,ECR,172889
197516,for,ECR,172889
257056,for,ECR,172889
257077,for,ECR,172889
257060,for,ECR,172889
257080,for,ECR,172889
257058,for,ECR,172889
257086,for,ECR,172889
197545,for,ECR,172889
197553,for,ECR,172889
204346,for,ECR,172889
257052,for,ECR,172889
124877,for,ECR,172889
197572,for,ECR,172889
124884,for,ECR,172889
197556,for,ESN,172889
23868,for,NI,172889
256960,for,NI,172889
257005,for,NI,172889
124858,for,NI,172889
256851,for,NI,172889
25758,for,NI,172889
256939,for,NI,172889
257256,for,NI,172889
257007,for,NI,172889
23699,for,NI,172889
198373,for,NI,172889
197734,for,NI,172889
257018,for,NI,172889
256969,for,NI,172889
96653,for,NI,172889
256971,for,NI,172889
124834,for,NI,172889
256966,for,NI,172889
256967,for,NI,172889
197842,for,NI,172889
256955,for,NI,172889
40599,for,PPE,172889
257024,for,PfE,172889
256891,for,Renew,172889
197558,for,Renew,172889
204419,for,Renew,172889
197818,for,Renew,172889
96709,for,Renew,172889
257300,for,Renew,172889
257301,for,Renew,172889
124700,for,Renew,172889
197403,for,S&D,172889
119652,for,S&D,172889
202073,for,S&D,172889
257123,for,S&D,172889
256829,for,S&D,172889
28307,for,S&D,172889
256934,for,S&D,172889
256936,for,S&D,172889
247735,for,S&D,172889
197658,for,S&D,172889
197498,for,S&D,172889
197435,for,S&D,172889
96681,for,S&D,172889
257108,for,S&D,172889
112748,for,S&D,172889
4267,for,S&D,172889
197440,for,S&D,172889
257100,for,S&D,172889
257002,for,S&D,172889
256880,for,S&D,172889
245018,for,S&D,172889
257169,for,S&D,172889
256937,for,S&D,172889
256938,for,S&D,172889
40224,for,S&D,172889
38542,for,S&D,172889
257122,for,S&D,172889
257087,for,S&D,172889
33998,for,S&D,172889
1294,for,S&D,172889
197579,for,S&D,172889
257088,for,S&D,172889
125046,for,S&D,172889
256906,for,S&D,172889
197391,for,S&D,172889
101585,for,S&D,172889
197702,for,S&D,172889
28298,for,S&D,172889
96833,for,S&D,172889
256901,for,S&D,172889
257075,for,S&D,172889
256997,for,S&D,172889
257059,for,S&D,172889
257079,for,S&D,172889
197718,for,S&D,172889
257102,for,S&D,172889
124785,for,S&D,172889
256830,for,S&D,172889
197618,for,S&D,172889
256803,for,S&D,172889
197682,for,S&D,172889
197800,for,S&D,172889
122978,for,S&D,172889
197392,for,S&D,172889
256992,for,S&D,172889
256898,for,S&D,172889
256908,for,S&D,172889
197491,for,S&D,172889
1909,for,S&D,172889
256899,for,S&D,172889
230085,for,S&D,172889
125042,for,S&D,172889
96812,for,S&D,172889
197721,for,S&D,172889
257124,for,S&D,172889
197719,for,S&D,172889
91636,for,S&D,172889
256824,for,S&D,172889
257727,for,S&D,172889
124691,for,S&D,172889
204418,for,S&D,172889
257053,for,S&D,172889
256994,for,S&D,172889
197497,for,S&D,172889
124799,for,S&D,172889
257103,for,S&D,172889
257111,for,S&D,172889
88882,for,S&D,172889
233862,for,S&D,172889
124784,for,S&D,172889
124836,for,S&D,172889
257238,for,S&D,172889
256993,for,S&D,172889
244571,for,S&D,172889
256903,for,S&D,172889
197845,for,S&D,172889
124846,for,S&D,172889
112744,for,S&D,172889
256902,for,S&D,172889
96998,for,S&D,172889
229839,for,S&D,172889
256935,for,S&D,172889
218347,for,S&D,172889
257121,for,S&D,172889
256904,for,S&D,172889
257066,for,S&D,172889
204413,for,S&D,172889
257170,for,S&D,172889
197722,for,S&D,172889
257001,for,S&D,172889
256905,for,S&D,172889
37312,for,S&D,172889
257084,for,S&D,172889
197670,for,S&D,172889
256999,for,S&D,172889
257085,for,S&D,172889
257101,for,S&D,172889
257160,for,S&D,172889
257071,for,S&D,172889
210480,for,S&D,172889
197591,for,S&D,172889
256885,for,S&D,172889
257148,for,S&D,172889
197810,for,S&D,172889
260035,for,S&D,172889
199941,for,S&D,172889
5392,for,S&D,172889
257106,for,S&D,172889
256805,for,The Left,172889
257138,for,The Left,172889
197701,for,The Left,172889
197684,for,The Left,172889
187917,for,The Left,172889
124984,for,The Left,172889
197574,for,The Left,172889
197529,for,The Left,172889
257023,for,The Left,172889
257155,for,The Left,172889
197468,for,The Left,172889
256961,for,The Left,172889
256823,for,The Left,172889
124985,for,The Left,172889
256913,for,The Left,172889
257299,for,The Left,172889
197795,for,The Left,172889
257012,for,The Left,172889
257092,for,The Left,172889
197416,for,The Left,172889
256912,for,The Left,172889
125023,for,The Left,172889
256890,for,The Left,172889
197699,for,The Left,172889
124736,for,The Left,172889
257129,for,The Left,172889
236053,for,The Left,172889
245770,for,The Left,172889
257140,for,The Left,172889
257083,for,The Left,172889
30482,for,The Left,172889
257135,for,The Left,172889
256952,for,The Left,172889
257126,for,The Left,172889
256927,for,The Left,172889
256911,for,The Left,172889
257127,for,The Left,172889
127766,for,The Left,172889
257009,for,The Left,172889
256910,for,The Left,172889
124813,for,The Left,172889
257133,for,The Left,172889
197448,for,Verts/ALE,172889
257015,for,Verts/ALE,172889
197449,for,Verts/ALE,172889
197439,for,Verts/ALE,172889
256995,for,Verts/ALE,172889
197470,for,Verts/ALE,172889
256915,for,Verts/ALE,172889
86793,for,Verts/ALE,172889
96725,for,Verts/ALE,172889
106936,for,Verts/ALE,172889
183916,for,Verts/ALE,172889
197549,for,Verts/ALE,172889
257130,for,Verts/ALE,172889
96752,for,Verts/ALE,172889
197398,for,Verts/ALE,172889
197395,for,Verts/ALE,172889
197460,for,Verts/ALE,172889
197461,for,Verts/ALE,172889
96675,for,Verts/ALE,172889
257132,for,Verts/ALE,172889
197462,for,Verts/ALE,172889
257016,for,Verts/ALE,172889
193292,for,Verts/ALE,172889
24942,for,Verts/ALE,172889
197464,for,Verts/ALE,172889
197802,for,Verts/ALE,172889
257044,for,Verts/ALE,172889
198076,for,Verts/ALE,172889
2152,for,Verts/ALE,172889
197573,for,Verts/ALE,172889
256813,for,Verts/ALE,172889
197832,for,Verts/ALE,172889
256964,for,Verts/ALE,172889
197500,for,Verts/ALE,172889
256917,for,Verts/ALE,172889
256833,for,Verts/ALE,172889
257139,for,Verts/ALE,172889
201945,for,Verts/ALE,172889
111412,for,Verts/ALE,172889
256916,for,Verts/ALE,172889
58766,for,Verts/ALE,172889
197772,for,Verts/ALE,172889
256990,for,Verts/ALE,172889
256965,for,Verts/ALE,172889
97236,for,Verts/ALE,172889
197870,for,Verts/ALE,172889
257437,for,Verts/ALE,172889
190464,for,Verts/ALE,172889
257117,against,ECR,172889
257000,against,ECR,172889
124760,against,ECR,172889
4746,against,ECR,172889
197501,against,ECR,172889
257096,against,ECR,172889
257094,against,ECR,172889
257095,against,ECR,172889
257076,against,ECR,172889
257091,against,ECR,172889
197607,against,ECR,172889
256986,against,ECR,172889
197794,against,ECR,172889
257144,against,ECR,172889
257022,against,ECR,172889
256900,against,ECR,172889
220871,against,ECR,172889
256845,against,ECR,172889
197493,against,ECR,172889
257149,against,ECR,172889
4395,against,ECR,172889
239260,against,ECR,172889
257150,against,ECR,172889
257115,against,ECR,172889
257145,against,ECR,172889
256907,against,ECR,172889
197773,against,ECR,172889
257113,against,ECR,172889
257109,against,ECR,172889
257025,against,ECR,172889
257119,against,ECR,172889
257114,against,ECR,172889
257116,against,ECR,172889
257090,against,ECR,172889
257163,against,ECR,172889
256925,against,ECR,172889
256806,against,ECR,172889
257258,against,ECR,172889
125106,against,ECR,172889
257099,against,ECR,172889
256811,against,ECR,172889
257143,against,ECR,172889
197537,against,ECR,172889
197552,against,ECR,172889
123562,against,ECR,172889
28615,against,ECR,172889
197475,against,ESN,172889
256951,against,ESN,172889
256929,against,ESN,172889
256948,against,ESN,172889
257457,against,ESN,172889
256945,against,ESN,172889
128483,against,ESN,172889
256928,against,ESN,172889
256949,against,ESN,172889
190574,against,ESN,172889
256942,against,ESN,172889
256941,against,ESN,172889
256957,against,ESN,172889
257262,against,ESN,172889
249982,against,ESN,172889
256959,against,ESN,172889
257255,against,ESN,172889
197763,against,ESN,172889
257260,against,ESN,172889
256858,against,NI,172889
197481,against,NI,172889
256989,against,NI,172889
256810,against,PPE,172889
257043,against,PPE,172889
197490,against,PPE,172889
256820,against,PPE,172889
113523,against,PPE,172889
96808,against,PPE,172889
24922,against,PPE,172889
197492,against,PPE,172889
256947,against,PPE,172889
197534,against,PPE,172889
197679,against,PPE,172889
197778,against,PPE,172889
197648,against,PPE,172889
197636,against,PPE,172889
251324,against,PPE,172889
204129,against,PPE,172889
125012,against,PPE,172889
257296,against,PPE,172889
28219,against,PPE,172889
256921,against,PPE,172889
28390,against,PPE,172889
124861,against,PPE,172889
257034,against,PPE,172889
257028,against,PPE,172889
256862,against,PPE,172889
257030,against,PPE,172889
257237,against,PPE,172889
257048,against,PPE,172889
96787,against,PPE,172889
99945,against,PPE,172889
28226,against,PPE,172889
257137,against,PPE,172889
1917,against,PPE,172889
197414,against,PPE,172889
2341,against,PPE,172889
257032,against,PPE,172889
256866,against,PPE,172889
251874,against,PPE,172889
124807,against,PPE,172889
125204,against,PPE,172889
202036,against,PPE,172889
125027,against,PPE,172889
97399,against,PPE,172889
220908,against,PPE,172889
262021,against,PPE,172889
256985,against,PPE,172889
197514,against,PPE,172889
257033,against,PPE,172889
197646,against,PPE,172889
197412,against,PPE,172889
124895,against,PPE,172889
96780,against,PPE,172889
257065,against,PPE,172889
256918,against,PPE,172889
197517,against,PPE,172889
257031,against,PPE,172889
197840,against,PPE,172889
96934,against,PPE,172889
197839,against,PPE,172889
125068,against,PPE,172889
96668,against,PPE,172889
249603,against,PPE,172889
256831,against,PPE,172889
256973,against,PPE,172889
197523,against,PPE,172889
197406,against,PPE,172889
256846,against,PPE,172889
256861,against,PPE,172889
197525,against,PPE,172889
97968,against,PPE,172889
256864,against,PPE,172889
256865,against,PPE,172889
256920,against,PPE,172889
95074,against,PPE,172889
23781,against,PPE,172889
204336,against,PPE,172889
124808,against,PPE,172889
220896,against,PPE,172889
28399,against,PPE,172889
96791,against,PPE,172889
124806,against,PPE,172889
256868,against,PPE,172889
190713,against,PPE,172889
