mepid,result,eugroup,identifier
256956,for,ECR,182570
257117,for,ECR,182570
257000,for,ECR,182570
124760,for,ECR,182570
4746,for,ECR,182570
23788,for,ECR,182570
257073,for,ECR,182570
197501,for,ECR,182570
99878,for,ECR,182570
257096,for,ECR,182570
257093,for,ECR,182570
257147,for,ECR,182570
257094,for,ECR,182570
257095,for,ECR,182570
257076,for,ECR,182570
96810,for,ECR,182570
197607,for,ECR,182570
198490,for,ECR,182570
256986,for,ECR,182570
197794,for,ECR,182570
257055,for,ECR,182570
257144,for,ECR,182570
197516,for,ECR,182570
257022,for,ECR,182570
257056,for,ECR,182570
220871,for,ECR,182570
257149,for,ECR,182570
257077,for,ECR,182570
4395,for,ECR,182570
256922,for,ECR,182570
197824,for,ECR,182570
257060,for,ECR,182570
257080,for,ECR,182570
239260,for,ECR,182570
257086,for,ECR,182570
30123,for,ECR,182570
257150,for,ECR,182570
257115,for,ECR,182570
257145,for,ECR,182570
256907,for,ECR,182570
197820,for,ECR,182570
257104,for,ECR,182570
197773,for,ECR,182570
197545,for,ECR,182570
257113,for,ECR,182570
257021,for,ECR,182570
257109,for,ECR,182570
257119,for,ECR,182570
197553,for,ECR,182570
257114,for,ECR,182570
257116,for,ECR,182570
197655,for,ECR,182570
96697,for,ECR,182570
257163,for,ECR,182570
256806,for,ECR,182570
257258,for,ECR,182570
257099,for,ECR,182570
256811,for,ECR,182570
257143,for,ECR,182570
257052,for,ECR,182570
124877,for,ECR,182570
197572,for,ECR,182570
28615,for,ECR,182570
124884,for,ECR,182570
257457,for,ESN,182570
197556,for,ESN,182570
256924,for,ESN,182570
249982,for,ESN,182570
257070,for,ESN,182570
197763,for,ESN,182570
257069,for,ESN,182570
256858,for,NI,182570
23868,for,NI,182570
256960,for,NI,182570
257005,for,NI,182570
257067,for,NI,182570
124858,for,NI,182570
256851,for,NI,182570
25758,for,NI,182570
256939,for,NI,182570
257120,for,NI,182570
257007,for,NI,182570
198373,for,NI,182570
197734,for,NI,182570
257018,for,NI,182570
125093,for,NI,182570
96653,for,NI,182570
124834,for,NI,182570
256871,for,NI,182570
256966,for,NI,182570
256967,for,NI,182570
197842,for,NI,182570
256955,for,NI,182570
197492,for,PPE,182570
197534,for,PPE,182570
257296,for,PPE,182570
256921,for,PPE,182570
257032,for,PPE,182570
256919,for,PPE,182570
124895,for,PPE,182570
256918,for,PPE,182570
197517,for,PPE,182570
257031,for,PPE,182570
96668,for,PPE,182570
256920,for,PPE,182570
204336,for,PPE,182570
72779,for,PPE,182570
257041,for,PPE,182570
257026,for,PPE,182570
197863,for,PPE,182570
257046,for,PPE,182570
130881,for,PfE,182570
197691,for,PfE,182570
124973,for,PfE,182570
131580,for,PfE,182570
256852,for,PfE,182570
261797,for,PfE,182570
256881,for,PfE,182570
257024,for,PfE,182570
256878,for,PfE,182570
257064,for,PfE,182570
257072,for,PfE,182570
197829,for,PfE,182570
220840,for,PfE,182570
256886,for,PfE,182570
96826,for,PfE,182570
256981,for,PfE,182570
256834,for,PfE,182570
256874,for,PfE,182570
260724,for,PfE,182570
256853,for,PfE,182570
192254,for,PfE,182570
256876,for,PfE,182570
256896,for,PfE,182570
28150,for,PfE,182570
197628,for,PfE,182570
125052,for,PfE,182570
94649,for,PfE,182570
96830,for,PfE,182570
23816,for,PfE,182570
198176,for,PfE,182570
256842,for,PfE,182570
124715,for,PfE,182570
189065,for,PfE,182570
197627,for,PfE,182570
197528,for,PfE,182570
270261,for,PfE,182570
256909,for,PfE,182570
256996,for,PfE,182570
261038,for,PfE,182570
256860,for,PfE,182570
256954,for,PfE,182570
256872,for,PfE,182570
256895,for,PfE,182570
197623,for,PfE,182570
38511,for,PfE,182570
257054,for,PfE,182570
256843,for,PfE,182570
256883,for,PfE,182570
197687,for,PfE,182570
126699,for,PfE,182570
256877,for,PfE,182570
256893,for,PfE,182570
204414,for,PfE,182570
256844,for,PfE,182570
256882,for,PfE,182570
197690,for,PfE,182570
88552,for,PfE,182570
272024,for,PfE,182570
220897,for,PfE,182570
257050,for,PfE,182570
200345,for,PfE,182570
256888,for,PfE,182570
256875,for,PfE,182570
185771,for,PfE,182570
5736,for,PfE,182570
256859,for,PfE,182570
125001,for,PfE,182570
261796,for,PfE,182570
103246,for,PfE,182570
257298,for,Renew,182570
256946,for,Renew,182570
256962,for,Renew,182570
256829,for,S&D,182570
112748,for,S&D,182570
256880,for,S&D,182570
245018,for,S&D,182570
1294,for,S&D,182570
197694,for,S&D,182570
256898,for,S&D,182570
256908,for,S&D,182570
197697,for,S&D,182570
256899,for,S&D,182570
256824,for,S&D,182570
204418,for,S&D,182570
124836,for,S&D,182570
244571,for,S&D,182570
256903,for,S&D,182570
256905,for,S&D,182570
197677,for,S&D,182570
256805,for,The Left,182570
257138,for,The Left,182570
197701,for,The Left,182570
197533,for,The Left,182570
197684,for,The Left,182570
187917,for,The Left,182570
124984,for,The Left,182570
197574,for,The Left,182570
197529,for,The Left,182570
257023,for,The Left,182570
257155,for,The Left,182570
197468,for,The Left,182570
256961,for,The Left,182570
256823,for,The Left,182570
124985,for,The Left,182570
256913,for,The Left,182570
257299,for,The Left,182570
197795,for,The Left,182570
257012,for,The Left,182570
257092,for,The Left,182570
197416,for,The Left,182570
270719,for,The Left,182570
256912,for,The Left,182570
256890,for,The Left,182570
197699,for,The Left,182570
124736,for,The Left,182570
236053,for,The Left,182570
245770,for,The Left,182570
