mepid,result,eugroup,identifier
840,attended,Renew,172608
1294,attended,S&D,172608
1917,attended,EPP,172608
1927,attended,EPP,172608
2152,attended,Greens/EFA,172608
2268,attended,GUE/NGL,172608
2341,attended,EPP,172608
4267,attended,S&D,172608
4289,attended,EPP,172608
4395,attended,ECR,172608
4746,attended,ECR,172608
5392,attended,S&D,172608
5729,attended,S&D,172608
5736,attended,Patriots,172608
22418,attended,EPP,172608
22858,attended,Renew,172608
23699,attended,NA,172608
23781,attended,EPP,172608
23788,attended,ECR,172608
23816,attended,Patriots,172608
23868,attended,NA,172608
24922,attended,EPP,172608
24942,attended,Greens/EFA,172608
25758,attended,NA,172608
28122,attended,EPP,172608
28150,attended,Patriots,172608
28219,attended,EPP,172608
28223,attended,EPP,172608
28226,attended,EPP,172608
28307,attended,S&D,172608
28347,attended,S&D,172608
28390,attended,EPP,172608
28399,attended,EPP,172608
28400,attended,EPP,172608
28419,attended,S&D,172608
28615,attended,ECR,172608
28617,attended,EPP,172608
30123,attended,ECR,172608
30482,attended,GUE/NGL,172608
33998,attended,S&D,172608
34232,attended,S&D,172608
36392,attended,Patriots,172608
37312,attended,S&D,172608
37324,attended,EPP,172608
38542,attended,S&D,172608
39725,attended,EPP,172608
40224,attended,S&D,172608
40599,attended,EPP,172608
58766,attended,Greens/EFA,172608
72779,excused,EPP,172608
86057,attended,EPP,172608
86793,attended,Greens/EFA,172608
88552,attended,Patriots,172608
88882,attended,S&D,172608
91636,attended,S&D,172608
94649,attended,Patriots,172608
96653,attended,NA,172608
96668,attended,EPP,172608
96675,attended,Greens/EFA,172608
96681,attended,S&D,172608
96709,attended,Renew,172608
96711,attended,Renew,172608
96752,attended,Greens/EFA,172608
96756,attended,EPP,172608
96761,attended,EPP,172608
96780,attended,EPP,172608
96787,attended,EPP,172608
96791,attended,EPP,172608
96808,attended,EPP,172608
96810,attended,ECR,172608
96811,attended,EPP,172608
96812,attended,S&D,172608
96826,attended,Patriots,172608
96830,attended,Patriots,172608
96833,attended,S&D,172608
96932,attended,S&D,172608
96933,attended,EPP,172608
96934,attended,EPP,172608
96936,attended,EPP,172608
96940,attended,Renew,172608
96998,attended,S&D,172608
97236,attended,Greens/EFA,172608
97399,attended,EPP,172608
97968,attended,EPP,172608
98219,attended,EPP,172608
98341,attended,EPP,172608
98582,attended,EPP,172608
99878,attended,ECR,172608
