mepid,result,eugroup,identifier
840,attended,Renew,169972
1294,attended,S&D,169972
1909,attended,S&D,169972
1917,attended,EPP,169972
1927,attended,EPP,169972
2152,attended,Greens/EFA,169972
2268,attended,GUE/NGL,169972
2341,attended,EPP,169972
4289,attended,EPP,169972
4746,attended,ECR,169972
5392,attended,S&D,169972
5729,attended,S&D,169972
5736,attended,Patriots,169972
22418,attended,EPP,169972
22858,attended,Renew,169972
23699,attended,NA,169972
23781,attended,EPP,169972
23788,attended,ECR,169972
23816,attended,Patriots,169972
23868,attended,NA,169972
24922,attended,EPP,169972
24942,attended,Greens/EFA,169972
25758,attended,NA,169972
28122,attended,EPP,169972
28150,attended,Patriots,169972
28219,attended,EPP,169972
28223,attended,EPP,169972
28226,attended,EPP,169972
28307,attended,S&D,169972
28347,attended,S&D,169972
28390,attended,EPP,169972
28399,attended,EPP,169972
28400,attended,EPP,169972
28419,attended,S&D,169972
28615,attended,ECR,169972
28617,attended,EPP,169972
30123,attended,ECR,169972
30482,attended,GUE/NGL,169972
34232,attended,S&D,169972
37312,attended,S&D,169972
37324,attended,EPP,169972
38511,attended,Patriots,169972
38542,attended,S&D,169972
39725,attended,EPP,169972
72779,attended,EPP,169972
86057,attended,EPP,169972
86793,attended,Greens/EFA,169972
88552,attended,Patriots,169972
88882,attended,S&D,169972
91636,attended,S&D,169972
94649,attended,Patriots,169972
95074,attended,EPP,169972
96653,attended,NA,169972
96668,attended,EPP,169972
96675,attended,Greens/EFA,169972
96681,attended,S&D,169972
96697,attended,ECR,169972
96709,attended,Renew,169972
96711,attended,Renew,169972
96752,attended,Greens/EFA,169972
96756,attended,EPP,169972
96761,attended,EPP,169972
96780,attended,EPP,169972
96787,attended,EPP,169972
96791,attended,EPP,169972
96810,attended,ECR,169972
96811,attended,EPP,169972
96812,attended,S&D,169972
96826,attended,Patriots,169972
96833,attended,S&D,169972
96932,attended,S&D,169972
96933,attended,EPP,169972
96934,attended,EPP,169972
96940,attended,Renew,169972
96998,attended,S&D,169972
97236,attended,Greens/EFA,169972
97399,attended,EPP,169972
97968,attended,EPP,169972
98219,attended,EPP,169972
98582,attended,EPP,169972
99878,attended,ECR,169972
99945,attended,EPP,169972
101039,attended,Patriots,169972
101585,attended,S&D,169972
106936,attended,Greens/EFA,169972
107212,attended,EPP,169972
110673,attended,EPP,169972
111412,attended,Greens/EFA,169972
112744,attended,S&D,169972
112747,attended,S&D,169972
112748,attended,S&D,169972
113523,attended,EPP,169972
118859,attended,EPP,169972
119435,attended,EPP,169972
119652,attended,S&D,169972
122978,excused,S&D,169972
123562,attended,ECR,169972
124691,attended,S&D,169972
124700,attended,Renew,169972
124701,attended,EPP,169972
124713,attended,EPP,169972
124715,attended,Patriots,169972
124722,attended,S&D,169972
124726,attended,EPP,169972
124736,attended,GUE/NGL,169972
124760,attended,ECR,169972
124766,attended,Renew,169972
124784,attended,S&D,169972
124785,attended,S&D,169972
124795,attended,EPP,169972
124799,attended,S&D,169972
124802,attended,EPP,169972
124806,attended,EPP,169972
124807,attended,EPP,169972
124808,attended,EPP,169972
124813,attended,GUE/NGL,169972
124828,attended,EPP,169972
124834,attended,NA,169972
124836,attended,S&D,169972
124846,attended,S&D,169972
124850,attended,EPP,169972
124858,attended,NA,169972
124861,attended,EPP,169972
124867,attended,S&D,169972
124875,attended,Patriots,169972
124877,attended,ECR,169972
124884,attended,ECR,169972
124893,attended,EPP,169972
124895,attended,EPP,169972
124973,attended,Patriots,169972
124984,attended,GUE/NGL,169972
125001,attended,Patriots,169972
125023,attended,GUE/NGL,169972
125027,attended,EPP,169972
125042,attended,S&D,169972
125052,attended,Patriots,169972
125065,attended,EPP,169972
125068,attended,EPP,169972
125093,attended,NA,169972
125104,attended,EPP,169972
125204,attended,EPP,169972
125325,attended,EPP,169972
125670,attended,EPP,169972
126699,attended,Patriots,169972
127766,attended,GUE/NGL,169972
129073,attended,Renew,169972
130100,attended,Renew,169972
131580,attended,Patriots,169972
183916,attended,Greens/EFA,169972
185341,attended,EPP,169972
185619,attended,S&D,169972
185771,attended,Patriots,169972
187917,attended,GUE/NGL,169972
188096,attended,EPP,169972
188945,attended,EPP,169972
189065,attended,Patriots,169972
190464,attended,Greens/EFA,169972
190574,attended,ESN,169972
190713,attended,EPP,169972
191693,attended,Renew,169972
192254,attended,Patriots,169972
193292,attended,Greens/EFA,169972
193419,attended,EPP,169972
197391,attended,S&D,169972
197392,attended,S&D,169972
197395,attended,Greens/EFA,169972
197398,attended,Greens/EFA,169972
197400,attended,Renew,169972
197401,attended,Renew,169972
197402,attended,EPP,169972
197403,attended,S&D,169972
197404,attended,EPP,169972
197405,attended,EPP,169972
197406,attended,EPP,169972
197408,attended,EPP,169972
197410,attended,EPP,169972
197412,attended,EPP,169972
197414,attended,EPP,169972
197416,attended,GUE/NGL,169972
197417,attended,EPP,169972
197421,attended,EPP,169972
197422,attended,EPP,169972
197425,attended,EPP,169972
197426,attended,EPP,169972
197429,attended,EPP,169972
197430,attended,Renew,169972
197432,attended,Renew,169972
197435,attended,S&D,169972
197439,attended,Greens/EFA,169972
197440,attended,S&D,169972
197444,attended,Renew,169972
197445,attended,Renew,169972
197447,attended,Renew,169972
197448,attended,Greens/EFA,169972
197449,attended,Greens/EFA,169972
197460,attended,Greens/EFA,169972
197461,attended,Greens/EFA,169972
197462,attended,Greens/EFA,169972
197463,attended,Renew,169972
197464,attended,Greens/EFA,169972
197466,attended,Greens/EFA,169972
197468,attended,GUE/NGL,169972
197469,attended,ECR,169972
197470,attended,Greens/EFA,169972
197473,attended,EPP,169972
197475,attended,ESN,169972
197481,attended,NA,169972
197490,attended,EPP,169972
197492,attended,EPP,169972
197493,attended,ECR,169972
197497,attended,S&D,169972
197498,attended,S&D,169972
197500,attended,Greens/EFA,169972
197502,attended,Renew,169972
197503,attended,Greens/EFA,169972
197514,attended,EPP,169972
197516,attended,ECR,169972
197517,attended,EPP,169972
197523,attended,EPP,169972
197525,attended,EPP,169972
197528,attended,Patriots,169972
197529,attended,GUE/NGL,169972
197533,attended,GUE/NGL,169972
197534,attended,EPP,169972
197537,attended,ECR,169972
197543,attended,Renew,169972
197545,attended,ECR,169972
197552,attended,ECR,169972
197553,attended,ECR,169972
197556,attended,ESN,169972
197557,attended,Renew,169972
197558,attended,Renew,169972
197572,attended,ECR,169972
197573,attended,Greens/EFA,169972
197574,attended,GUE/NGL,169972
197577,attended,Renew,169972
197578,attended,Patriots,169972
197579,attended,S&D,169972
197580,attended,Patriots,169972
197581,attended,Renew,169972
197589,attended,Renew,169972
197591,attended,S&D,169972
197606,attended,EPP,169972
197607,attended,ECR,169972
197618,attended,S&D,169972
197621,attended,EPP,169972
197623,attended,Patriots,169972
197624,attended,Renew,169972
197627,attended,Patriots,169972
197628,attended,Patriots,169972
197646,attended,EPP,169972
197648,attended,EPP,169972
197649,attended,EPP,169972
197652,attended,EPP,169972
197658,attended,S&D,169972
197662,attended,EPP,169972
197670,attended,S&D,169972
197672,attended,Renew,169972
197677,attended,S&D,169972
197679,attended,EPP,169972
197682,attended,S&D,169972
197684,attended,GUE/NGL,169972
197687,attended,Patriots,169972
197690,attended,Patriots,169972
197691,attended,Patriots,169972
197694,attended,S&D,169972
197697,excused,S&D,169972
197699,attended,GUE/NGL,169972
197701,attended,GUE/NGL,169972
197702,attended,S&D,169972
197711,attended,EPP,169972
197718,attended,S&D,169972
197719,attended,S&D,169972
197721,attended,S&D,169972
197722,attended,S&D,169972
197734,attended,NA,169972
197763,attended,ESN,169972
197769,attended,Renew,169972
197770,attended,Renew,169972
197772,attended,Greens/EFA,169972
197773,attended,ECR,169972
197778,attended,EPP,169972
197781,attended,Renew,169972
197782,attended,S&D,169972
197784,attended,EPP,169972
197786,attended,Patriots,169972
197794,attended,ECR,169972
197795,attended,GUE/NGL,169972
197800,attended,S&D,169972
197802,attended,Greens/EFA,169972
197810,attended,S&D,169972
197818,attended,Renew,169972
197824,attended,ECR,169972
197825,attended,Patriots,169972
197829,attended,Patriots,169972
197831,attended,Patriots,169972
197832,attended,Greens/EFA,169972
197839,attended,EPP,169972
197840,attended,EPP,169972
197842,attended,NA,169972
197843,attended,EPP,169972
197845,attended,S&D,169972
197863,attended,EPP,169972
197870,attended,Greens/EFA,169972
198073,attended,Renew,169972
