mepid,name,result,eugroup,identifier,vote_id
4978,Berlato,for,ECR,127503,4978
6887,Loiseau,for,Renew,127503,6887
6915,Maxová,for,Renew,127503,6915
6957,Melchior,for,Renew,127503,6957
6690,Mihaylova,for,Renew,127503,6690
7285,Mituța,for,Renew,127503,7285
6500,Müller,for,Renew,127503,6500
6760,Nagtegaal,for,Renew,127503,6760
6614,Nart,for,Renew,127503,6614
6830,Oetjen,for,Renew,127503,6830
6705,Paet,for,Renew,127503,6705
6644,Pagazaurtundúa,for,Renew,127503,6644
6953,Pekkarinen,for,Renew,127503,6953
6510,Petersen,for,Renew,127503,6510
7052,Pîslaru,for,Renew,127503,7052
7235,Rafaela,for,Renew,127503,7235
4676,Ries,for,Renew,127503,4676
6056,Riquet,for,Renew,127503,6056
4767,Rodríguez Ramos,for,Renew,127503,4767
7236,Schreinemacher,for,Renew,127503,7236
6902,Séjourné,for,Renew,127503,6902
6817,Semedo,for,Renew,127503,6817
7152,Šimečka,for,Renew,127503,7152
7168,Solís Pérez,for,Renew,127503,7168
7055,Ştefănuță,for,Renew,127503,7055
6940,Tolleret,for,Renew,127503,6940
6331,Toom,for,Renew,127503,6331
6281,Torvalds,for,Renew,127503,6281
6985,Trillet-Lenoir,for,Renew,127503,6985
7054,Tudorache,for,Renew,127503,7054
6710,Vautmans,for,Renew,127503,6710
6896,Vedrenne,for,Renew,127503,6896
6159,Verhofstadt,for,Renew,127503,6159
7268,Vázquez Lázara,for,Renew,127503,7268
6971,Yon-Courtin,for,Renew,127503,6971
6892,Zacharopoulou,for,Renew,127503,6892
6802,Agius Saliba,for,S&D,127503,6802
6651,Aguilera,for,S&D,127503,6651
7167,Ameriks,for,S&D,127503,7167
6687,Androulakis,for,S&D,127503,6687
7254,Angel,for,S&D,127503,7254
6553,Arena,for,S&D,127503,6553
7040,Avram,for,S&D,127503,7040
6888,Balt,for,S&D,127503,6888
7193,Bartolo,for,S&D,127503,7193
6889,Belka,for,S&D,127503,6889
7047,Benea,for,S&D,127503,7047
6505,Benifei,for,S&D,127503,6505
6891,Biedroń,for,S&D,127503,6891
6833,Bischoff,for,S&D,127503,6833
5867,Blinkevičiūtė,for,S&D,127503,5867
6449,Bonafè,for,S&D,127503,6449
6264,Borzan,for,S&D,127503,6264
6843,Brglez,for,S&D,127503,6843
4690,Bullmann,for,S&D,127503,4690
6838,Burkhardt,for,S&D,127503,6838
7008,Calenda,for,S&D,127503,7008
7252,Carvalhais,for,S&D,127503,7252
7030,Cerdas,for,S&D,127503,7030
7166,Chahim,for,S&D,127503,7166
6499,Chinnici,for,S&D,127503,6499
6901,Cimoszewicz,for,S&D,127503,6901
7046,Ciuhodaru,for,S&D,127503,7046
6051,Cozzolino,for,S&D,127503,6051
5661,Crețu,for,S&D,127503,5661
6794,Cutajar,for,S&D,127503,6794
6062,De Castro,for,S&D,127503,6062
7248,Durá Ferrandis,for,S&D,127503,7248
7282,Engerer,for,S&D,127503,7282
6014,Ertug,for,S&D,127503,6014
6080,Fajon,for,S&D,127503,6080
6652,Fernández,for,S&D,127503,6652
6770,Ferrandino,for,S&D,127503,6770
6955,Fuglsang,for,S&D,127503,6955
7090,Gálvez Muñoz,for,S&D,127503,7090
7105,García Del Blanco,for,S&D,127503,7105
7125,García Muñoz,for,S&D,127503,7125
5417,García Pérez,for,S&D,127503,5417
6130,Gardiazabal Rubial,for,S&D,127503,6130
3827,Gebhardt,for,S&D,127503,3827
6005,Geier,for,S&D,127503,6005
7111,González,for,S&D,127503,7111
7106,González Casares,for,S&D,127503,7106
6419,Grapini,for,S&D,127503,6419
7009,Gualmini,for,S&D,127503,7009
7070,Heide,for,S&D,127503,7070
7185,Heinäluoma,for,S&D,127503,7185
7122,Homs Ginel,for,S&D,127503,7122
7229,Hristov,for,S&D,127503,7229
6263,Jerković,for,S&D,127503,6263
6624,Jongerius,for,S&D,127503,6624
6686,Kaili,for,S&D,127503,6686
6884,Kaljurand,for,S&D,127503,6884
6009,Kammerevert,for,S&D,127503,6009
6916,Kohut,for,S&D,127503,6916
6459,Köster,for,S&D,127503,6459
3761,Krehl,for,S&D,127503,3761
6367,Kumpula-Natri,for,S&D,127503,6367
3823,Lange,for,S&D,127503,3823
7024,Leitão-Marques,for,S&D,127503,7024
5094,Liberadzki,for,S&D,127503,5094
6648,López,for,S&D,127503,6648
5984,López Aguilar,for,S&D,127503,5984
7109,Luena,for,S&D,127503,7109
7107,Maestre Martín De Almagro,for,S&D,127503,7107
6984,Majorino,for,S&D,127503,6984
7117,Maldonado López,for,S&D,127503,7117
7042,Manda,for,S&D,127503,7042
7027,Marques Margarida,for,S&D,127503,7027
7023,Marques Pedro,for,S&D,127503,7023
6839,Matić,for,S&D,127503,6839
6322,Mavrides,for,S&D,127503,6322
6890,Mikser,for,S&D,127503,6890
6933,Miller,for,S&D,127503,6933
5466,Moreno Sánchez,for,S&D,127503,5466
6433,Moretti,for,S&D,127503,6433
6691,Negrescu,for,S&D,127503,6691
6016,Neuser,for,S&D,127503,6016
6418,Nica,for,S&D,127503,6418
6473,Noichl,for,S&D,127503,6473
7221,Olekas,for,S&D,127503,7221
6323,Papadakis Demetris,for,S&D,127503,6323
