mepid,name,result,eugroup,identifier,vote_id
6056,Riquet,abstention,Renew,151933,6056
7012,Zoido Álvarez,abstention,EPP,151933,7012
6700,Pospíšil,abstention,EPP,151933,6700
7149,Pollák,abstention,EPP,151933,7149
6335,Polčák,abstention,EPP,151933,6335
7099,Montserrat,abstention,EPP,151933,7099
5518,Millán Mon,abstention,EPP,151933,5518
6096,Mato,abstention,EPP,151933,6096
4964,Manders,abstention,EPP,151933,4964
6440,McAllister,abstention,EPP,151933,6440
5517,López-Istúriz White,abstention,EPP,151933,5517
7161,López Gil,abstention,EPP,151933,7161
7264,Lexmann,abstention,EPP,151933,7264
3980,García-Margallo y Marfil,abstention,EPP,151933,3980
5983,Estaràs Ferragut,abstention,EPP,151933,5983
5981,van Dalen,abstention,EPP,151933,5981
5508,del Castillo Vera,abstention,EPP,151933,5508
5980,Arias Echeverría,abstention,EPP,151933,5980
7151,Jurzyca,abstention,ECR,151933,7151
7064,Wiener,against,Greens/EFA,151933,7064
6757,Waitz,against,Greens/EFA,151933,6757
6848,Von Cramon-Taubadel,against,Greens/EFA,151933,6848
7237,Van Sparrentak,against,Greens/EFA,151933,7237
6551,Vana,against,Greens/EFA,151933,6551
6591,Urtasun,against,Greens/EFA,151933,6591
6894,Toussaint,against,Greens/EFA,151933,6894
7156,Strik,against,Greens/EFA,151933,7156
6943,Spurek,against,Greens/EFA,151933,6943
6738,Solé,against,Greens/EFA,151933,6738
6822,Semsrott,against,Greens/EFA,151933,6822
6893,Satouri,against,Greens/EFA,151933,6893
6694,Ropė,against,Greens/EFA,151933,6694
6900,Roose,against,Greens/EFA,151933,6900
6529,Reintke,against,Greens/EFA,151933,6529
6932,Peksa,against,Greens/EFA,151933,6932
6482,Pedicini,against,Greens/EFA,151933,6482
6863,Paulus,against,Greens/EFA,151933,6863
7240,O'Sullivan,against,Greens/EFA,151933,7240
7187,Niinistö,against,Greens/EFA,151933,7187
6862,Nienaß,against,Greens/EFA,151933,6862
6861,Neumann,against,Greens/EFA,151933,6861
6251,Miranda,against,Greens/EFA,151933,6251
6776,Metz,against,Greens/EFA,151933,6776
7281,Matthieu,against,Greens/EFA,151933,7281
6859,Marquardt,against,Greens/EFA,151933,6859
6858,Langensiepen,against,Greens/EFA,151933,6858
6727,Pimenta Lopes,against,GUE/NGL,151933,6727
7138,Pereira Sandra,against,GUE/NGL,151933,7138
6920,Pelletier,against,GUE/NGL,151933,6920
5596,Papadimoulis,against,GUE/NGL,151933,5596
6310,Michels,against,GUE/NGL,151933,6310
7303,Mesure,against,GUE/NGL,151933,7303
5992,Matias,against,GUE/NGL,151933,5992
7279,MacManus,against,GUE/NGL,151933,7279
7087,Kountoura,against,GUE/NGL,151933,7087
6713,Kouloglou,against,GUE/NGL,151933,6713
7126,Kokkalis,against,GUE/NGL,151933,7126
6814,Kizilyürek,against,GUE/NGL,151933,6814
6628,Hazekamp,against,GUE/NGL,151933,6628
