mepid,name,result,eugroup,identifier,vote_id
5908,Keller Ska,for,Greens/EFA,148306,5908
7220,Jakeliūnas,for,Greens/EFA,148306,7220
5914,Jadot,for,Greens/EFA,148306,5914
6797,Holmgren,for,Greens/EFA,148306,6797
6856,Herzberger-Fofana,for,Greens/EFA,148306,6856
4535,Hautala,for,Greens/EFA,148306,4535
5926,Häusling,for,Greens/EFA,148306,5926
6854,Hahn Henrike,for,Greens/EFA,148306,6854
7034,Guerreiro,for,Greens/EFA,148306,7034
7274,Gruffat,for,Greens/EFA,148306,7274
6942,Gregorová,for,Greens/EFA,148306,6942
6853,Geese,for,Greens/EFA,148306,6853
7294,Gallée,for,Greens/EFA,148306,7294
6851,Freund,for,Greens/EFA,148306,6851
6775,Franz,for,Greens/EFA,148306,6775
6413,Evi,for,Greens/EFA,148306,6413
5899,Eickhout,for,Greens/EFA,148306,5899
6850,Deparnay-Grunenberg,for,Greens/EFA,148306,6850
6924,Delbos-Corfield,for,Greens/EFA,148306,6924
6472,D'Amato,for,Greens/EFA,148306,6472
6730,Dalunde,for,Greens/EFA,148306,6730
7043,Cuffe,for,Greens/EFA,148306,7043
6897,Cormand,for,Greens/EFA,148306,6897
6847,Cavazzini,for,Greens/EFA,148306,6847
6964,Carême,for,Greens/EFA,148306,6964
6867,Bricmont,for,Greens/EFA,148306,6867
6829,Breyer,for,Greens/EFA,148306,6829
6846,Bloss,for,Greens/EFA,148306,6846
6905,Biteau,for,Greens/EFA,148306,6905
5291,Auken,for,Greens/EFA,148306,5291
6845,Andresen,for,Greens/EFA,148306,6845
5924,Alfonsi,for,Greens/EFA,148306,5924
7263,Alametsä,for,Greens/EFA,148306,7263
7202,Wallace,for,GUE/NGL,148306,7202
7212,Villanueva Ruiz,for,GUE/NGL,148306,7212
6715,Urbán Crespo,for,GUE/NGL,148306,6715
5837,Scholz,for,GUE/NGL,148306,5837
6758,Schirdewan,for,GUE/NGL,148306,6758
7169,Rodríguez Palop,for,GUE/NGL,148306,7169
7069,Rego,for,GUE/NGL,148306,7069
7213,Pineda,for,GUE/NGL,148306,7213
6727,Pimenta Lopes,for,GUE/NGL,148306,6727
6920,Pelletier,for,GUE/NGL,148306,6920
5596,Papadimoulis,for,GUE/NGL,148306,5596
6250,Omarjee,for,GUE/NGL,148306,6250
7190,Modig,for,GUE/NGL,148306,7190
6310,Michels,for,GUE/NGL,148306,6310
7303,Mesure,for,GUE/NGL,148306,7303
6354,Maurel,for,GUE/NGL,148306,6354
5992,Matias,for,GUE/NGL,148306,5992
7279,MacManus,for,GUE/NGL,148306,7279
7087,Kountoura,for,GUE/NGL,148306,7087
6713,Kouloglou,for,GUE/NGL,148306,6713
5039,Konečná,for,GUE/NGL,148306,5039
7126,Kokkalis,for,GUE/NGL,148306,7126
6814,Kizilyürek,for,GUE/NGL,148306,6814
6628,Hazekamp,for,GUE/NGL,148306,6628
7204,Georgoulis,for,GUE/NGL,148306,7204
6815,Georgiou,for,GUE/NGL,148306,6815
6597,Flanagan,for,GUE/NGL,148306,6597
6024,Ernst,for,GUE/NGL,148306,6024
7113,Daly,for,GUE/NGL,148306,7113
6922,Chaibi,for,GUE/NGL,148306,6922
6873,Botenga,for,GUE/NGL,148306,6873
6604,Björk,for,GUE/NGL,148306,6604
6926,Aubry,for,GUE/NGL,148306,6926
7089,Arvanitis,for,GUE/NGL,148306,7089
6373,Zorrinho,for,S&D,148306,6373
7249,Wolters,for,S&D,148306,7249
6735,Wölken,for,S&D,148306,6735
7251,Vind,for,S&D,148306,7251
4990,Van Brempt,for,S&D,148306,4990
7195,Ušakovs,for,S&D,148306,7195
6336,Ujhelyi,for,S&D,148306,6336
7247,Tudose,for,S&D,148306,7247
5459,Toia,for,S&D,148306,5459
6983,Tinagli,for,S&D,148306,6983
7140,Tax,for,S&D,148306,7140
5624,Tarabella,for,S&D,148306,5624
7176,Smeriglio,for,S&D,148306,7176
6381,Silva Pereira,for,S&D,148306,6381
7065,Sidl,for,S&D,148306,7065
6475,Schuster,for,S&D,148306,6475
7059,Schieder,for,S&D,148306,7059
5713,Schaldemose,for,S&D,148306,5713
7039,Santos,for,S&D,148306,7039
6415,Sant,for,S&D,148306,6415
7110,Sánchez Amor,for,S&D,148306,7110
7128,Ruiz Devesa,for,S&D,148306,7128
7269,Ros Sempere,for,S&D,148306,7269
6649,Rodríguez-Piñero,for,S&D,148306,6649
7186,Roberti,for,S&D,148306,7186
7288,Reuten,for,S&D,148306,7288
7296,Repasi,for,S&D,148306,7296
6136,Regner,for,S&D,148306,6136
5731,Plumb,for,S&D,148306,5731
6982,Pisapia,for,S&D,148306,6982
6261,Picula,for,S&D,148306,6261
6484,Picierno,for,S&D,148306,6484
7228,Penkova,for,S&D,148306,7228
6323,Papadakis Demetris,for,S&D,148306,6323
7221,Olekas,for,S&D,148306,7221
7308,OHLSSON,for,S&D,148306,7308
6473,Noichl,for,S&D,148306,6473
6418,Nica,for,S&D,148306,6418
7298,Nemec,for,S&D,148306,7298
6691,Negrescu,for,S&D,148306,6691
6433,Moretti,for,S&D,148306,6433
5466,Moreno Sánchez,for,S&D,148306,5466
6351,Molnár,for,S&D,148306,6351
6933,Miller,for,S&D,148306,6933
6890,Mikser,for,S&D,148306,6890
7272,Mebarek,for,S&D,148306,7272
6915,Maxová,for,S&D,148306,6915
6322,Mavrides,for,S&D,148306,6322
6839,Matić,for,S&D,148306,6839
7023,Marques Pedro,for,S&D,148306,7023
7027,Marques Margarida,for,S&D,148306,7027
7117,Maldonado López,for,S&D,148306,7117
6984,Majorino,for,S&D,148306,6984
7109,Luena,for,S&D,148306,7109
7292,Lucke,for,S&D,148306,7292
6648,López,for,S&D,148306,6648
5094,Liberadzki,for,S&D,148306,5094
7024,Leitão-Marques,for,S&D,148306,7024
7297,Laureti,for,S&D,148306,7297
3823,Lange,for,S&D,148306,3823
7085,Lalucq,for,S&D,148306,7085
6367,Kumpula-Natri,for,S&D,148306,6367
6459,Köster,for,S&D,148306,6459
6916,Kohut,for,S&D,148306,6916
6009,Kammerevert,for,S&D,148306,6009
6884,Kaljurand,for,S&D,148306,6884
6686,Kaili,for,S&D,148306,6686
6624,Jongerius,for,S&D,148306,6624
6792,Incir,for,S&D,148306,6792
7229,Hristov,for,S&D,148306,7229
7122,Homs Ginel,for,S&D,148306,7122
7185,Heinäluoma,for,S&D,148306,7185
7070,Heide,for,S&D,148306,7070
6107,Guillaume,for,S&D,148306,6107
7009,Gualmini,for,S&D,148306,7009
6419,Grapini,for,S&D,148306,6419
7106,González Casares,for,S&D,148306,7106
7111,González,for,S&D,148306,7111
7082,Glucksmann,for,S&D,148306,7082
6005,Geier,for,S&D,148306,6005
6130,Gardiazabal Rubial,for,S&D,148306,6130
5417,García Pérez,for,S&D,148306,5417
7125,García Muñoz,for,S&D,148306,7125
7105,García Del Blanco,for,S&D,148306,7105
6955,Fuglsang,for,S&D,148306,6955
6791,Fritzon,for,S&D,148306,6791
