mepid,name,result,eugroup,identifier,vote_id
7150,Ďuriš Nicholsonová,for,Renew,122631,7150
7089,Arvanitis,for,GUE/NGL,122631,7089
6926,Aubry,for,GUE/NGL,122631,6926
7072,Barrena Arza,for,GUE/NGL,122631,7072
6604,Björk,for,GUE/NGL,122631,6604
6914,Bompard,for,GUE/NGL,122631,6914
6873,Botenga,for,GUE/NGL,122631,6873
6922,Chaibi,for,GUE/NGL,122631,6922
7113,Daly,for,GUE/NGL,122631,7113
6865,Demirel,for,GUE/NGL,122631,6865
6024,Ernst,for,GUE/NGL,122631,6024
6597,Flanagan,for,GUE/NGL,122631,6597
6815,Georgiou,for,GUE/NGL,122631,6815
7204,Georgoulis,for,NA,122631,7204
7133,Gusmão,for,GUE/NGL,122631,7133
6628,Hazekamp,for,GUE/NGL,122631,6628
6814,Kizilyürek,for,GUE/NGL,122631,6814
7126,Kokkalis,for,GUE/NGL,122631,7126
5039,Konečná,for,GUE/NGL,122631,5039
6713,Kouloglou,for,GUE/NGL,122631,6713
7087,Kountoura,for,GUE/NGL,122631,7087
5992,Matias,for,GUE/NGL,122631,5992
6354,Maurel,for,GUE/NGL,122631,6354
6310,Michels,for,GUE/NGL,122631,6310
7190,Modig,for,GUE/NGL,122631,7190
6250,Omarjee,for,GUE/NGL,122631,6250
5596,Papadimoulis,for,GUE/NGL,122631,5596
6920,Pelletier,for,GUE/NGL,122631,6920
7213,Pineda,for,GUE/NGL,122631,7213
7069,Rego,for,GUE/NGL,122631,7069
7169,Rodríguez Palop,for,GUE/NGL,122631,7169
6758,Schirdewan,for,GUE/NGL,122631,6758
5837,Scholz,for,GUE/NGL,122631,5837
6715,Urbán Crespo,for,GUE/NGL,122631,6715
7212,Villanueva Ruiz,for,GUE/NGL,122631,7212
6961,Villumsen,for,GUE/NGL,122631,6961
7202,Wallace,for,GUE/NGL,122631,7202
6954,Blaško,for,ID,122631,6954
6468,Adinolfi Isabella,for,EPP,122631,6468
6411,Beghin,for,NA,122631,6411
6832,Buschmann,for,NA,122631,6832
6446,Castaldo,for,NA,122631,6446
7258,Comín i Oliveres,for,NA,122631,7258
6494,Corrao,for,Greens/EFA,122631,6494
6472,D'Amato,for,Greens/EFA,122631,6472
6413,Evi,for,Greens/EFA,122631,6413
6470,Ferrara,for,NA,122631,6470
7180,Furore,for,NA,122631,7180
7179,Gemma,for,ECR,122631,7179
7189,Giarrusso,for,NA,122631,7189
7243,Gyöngyösi,for,NA,122631,7243
7123,Konstantinou,for,NA,122631,7123
6482,Pedicini,for,Greens/EFA,122631,6482
7010,Pignedoli,for,NA,122631,7010
7276,Ponsatí Obiols,for,NA,122631,7276
7257,Puigdemont i Casamajó,for,NA,122631,7257
7177,Rondinelli,for,S&D,122631,7177
7278,Rookmaker,for,ECR,122631,7278
7242,Sinčić,for,NA,122631,7242
6471,Sonneborn,for,NA,122631,6471
6695,Zullo,for,Renew,122631,6695
5952,Hübner,for,EPP,122631,5952
5949,Thun und Hohenstein,for,Renew,122631,5949
7153,Wiezik,for,Renew,122631,7153
6978,Cseh,for,Renew,122631,6978
6987,Donáth,for,Renew,122631,6987
6324,Durand,for,S&D,122631,6324
7022,Gamon,for,Renew,122631,7022
7154,Hojsík,for,Renew,122631,7154
5385,in 't Veld,for,Renew,122631,5385
6957,Melchior,for,Renew,122631,6957
6614,Nart,for,Renew,122631,6614
6510,Petersen,for,Renew,122631,6510
7235,Rafaela,for,Renew,122631,7235
7152,Šimečka,for,Renew,122631,7152
6802,Agius Saliba,for,S&D,122631,6802
6279,Andrieu,for,S&D,122631,6279
7254,Angel,for,S&D,122631,7254
6977,Ara-Kovács,for,S&D,122631,6977
6553,Arena,for,S&D,122631,6553
6888,Balt,for,S&D,122631,6888
6831,Barley,for,S&D,122631,6831
6889,Belka,for,S&D,122631,6889
5173,Beňová,for,S&D,122631,5173
6796,Bergkvist,for,S&D,122631,6796
6891,Biedroń,for,S&D,122631,6891
6833,Bischoff,for,S&D,122631,6833
5867,Blinkevičiūtė,for,S&D,122631,5867
6449,Bonafè,for,S&D,122631,6449
6264,Borzan,for,S&D,122631,6264
6843,Brglez,for,S&D,122631,6843
4690,Bullmann,for,S&D,122631,4690
6838,Burkhardt,for,S&D,122631,6838
7008,Calenda,for,Renew,122631,7008
7252,Carvalhais,for,S&D,122631,7252
7030,Cerdas,for,S&D,122631,7030
7166,Chahim,for,S&D,122631,7166
6901,Cimoszewicz,for,S&D,122631,6901
6794,Cutajar,for,S&D,122631,6794
6806,Danielsson,for,S&D,122631,6806
6969,Dobrev,for,S&D,122631,6969
7248,Durá Ferrandis,for,S&D,122631,7248
6014,Ertug,for,S&D,122631,6014
6080,Fajon,for,S&D,122631,6080
6652,Fernández,for,S&D,122631,6652
6791,Fritzon,for,S&D,122631,6791
6955,Fuglsang,for,S&D,122631,6955
7090,Gálvez Muñoz,for,S&D,122631,7090
7105,García Del Blanco,for,S&D,122631,7105
7125,García Muñoz,for,S&D,122631,7125
5417,García Pérez,for,S&D,122631,5417
6130,Gardiazabal Rubial,for,S&D,122631,6130
3827,Gebhardt,for,S&D,122631,3827
6005,Geier,for,S&D,122631,6005
7082,Glucksmann,for,S&D,122631,7082
7111,González,for,S&D,122631,7111
7106,González Casares,for,S&D,122631,7106
6107,Guillaume,for,S&D,122631,6107
6603,Guteland,for,S&D,122631,6603
