mepid,name,result,eugroup,identifier,vote_id
7079,Androuët,for,ID,127136,7079
6988,Bardella,for,ID,127136,6988
6394,Bay,for,ID,127136,6394
7068,Beigneux,for,ID,127136,7068
6405,Bilde,for,ID,127136,6405
6954,Blaško,for,ID,127136,6954
7076,Bruna,for,ID,127136,7076
7071,Collard,for,ID,127136,7071
7018,Garraud,for,ID,127136,7018
7019,Griset,for,ID,127136,7019
6404,Jalkh,for,ID,127136,6404
6751,Jamet,for,ID,127136,6751
7017,Joron,for,ID,127136,7017
7016,Juvin,for,ID,127136,7016
7275,Lacapelle,for,ID,127136,7275
6990,Laporte,for,ID,127136,6990
6372,Lebreton,for,ID,127136,6372
7013,Mariani,for,ID,127136,7013
6399,Mélin,for,ID,127136,6399
7075,Olivier,for,ID,127136,7075
7020,Pirbakas,for,ID,127136,7020
7006,Rivière,for,ID,127136,7006
7078,Rougé,for,ID,127136,7078
6832,Buschmann,for,NI,127136,6832
7123,Konstantinou,for,NI,127136,7123
7116,Nikolaou-Alavanos,for,NI,127136,7116
6676,Papadakis Kostas,for,NI,127136,6676
7148,Radačovský,for,NI,127136,7148
7242,Sinčić,for,NI,127136,7242
7147,Uhrík,for,NI,127136,7147
6855,Lutgen,for,PPE,127136,6855
6415,Sant,for,S&D,127136,6415
7089,Arvanitis,for,GUE/NGL,127136,7089
6873,Botenga,for,GUE/NGL,127136,6873
7113,Daly,for,GUE/NGL,127136,7113
6865,Demirel,for,GUE/NGL,127136,6865
6024,Ernst,for,GUE/NGL,127136,6024
6597,Flanagan,for,GUE/NGL,127136,6597
6815,Georgiou,for,GUE/NGL,127136,6815
7204,Georgoulis,for,GUE/NGL,127136,7204
6814,Kizilyürek,for,GUE/NGL,127136,6814
7126,Kokkalis,for,GUE/NGL,127136,7126
5039,Konečná,for,GUE/NGL,127136,5039
6713,Kouloglou,for,GUE/NGL,127136,6713
7087,Kountoura,for,GUE/NGL,127136,7087
7279,MacManus,for,GUE/NGL,127136,7279
6310,Michels,for,GUE/NGL,127136,6310
7138,Pereira Sandra,for,GUE/NGL,127136,7138
7213,Pineda,for,GUE/NGL,127136,7213
7069,Rego,for,GUE/NGL,127136,7069
5837,Scholz,for,GUE/NGL,127136,5837
7202,Wallace,for,GUE/NGL,127136,7202
5602,Ždanoka,for,Verts/ALE,127136,5602
7244,Aguilar,against,ECR,127136,7244
4978,Berlato,against,ECR,127136,4978
5112,Bielan,against,ECR,127136,5112
6864,Bourgeois,against,ECR,127136,6864
6895,Brudziński,against,ECR,127136,6895
7214,Buxadé Villalba,against,ECR,127136,7214
5490,Czarnecki,against,ECR,127136,5490
7270,de la Pisa Carrión,against,ECR,127136,7270
7150,Ďuriš Nicholsonová,against,ECR,127136,7150
6511,Dzhambazki,against,ECR,127136,6511
6167,Eppink,against,ECR,127136,6167
5982,Fidanza,against,ECR,127136,5982
4880,Fitto,against,ECR,127136,4880
5472,Fotyga,against,ECR,127136,5472
6909,Jaki,against,ECR,127136,6909
6911,Jurgiel,against,ECR,127136,6911
7151,Jurzyca,against,ECR,127136,7151
6866,Kanko,against,ECR,127136,6866
6912,Kempa,against,ECR,127136,6912
6913,Kloc,against,ECR,127136,6913
6923,Kopcińska,against,ECR,127136,6923
6925,Kruk,against,ECR,127136,6925
5507,Kuźmiuk,against,ECR,127136,5507
5969,Legutko,against,ECR,127136,5969
6608,Lundgren,against,ECR,127136,6608
6931,Mazurek,against,ECR,127136,6931
7173,Melbārde,against,ECR,127136,7173
6934,Możdżanowska,against,ECR,127136,6934
5974,Poręba,against,ECR,127136,5974
7205,Procaccini,against,ECR,127136,7205
6937,Rafalska,against,ECR,127136,6937
7160,Rooken,against,ECR,127136,7160
7097,Roos,against,ECR,127136,7097
7157,Ruissen,against,ECR,127136,7157
6938,Rzońca,against,ECR,127136,6938
5416,Saryusz-Wolski,against,ECR,127136,5416
7231,Slabakov,against,ECR,127136,7231
7210,Stancanelli,against,ECR,127136,7210
6798,Stegrud,against,ECR,127136,6798
6946,Szydło,against,ECR,127136,6946
7265,Tarczyński,against,ECR,127136,7265
7044,Terheş,against,ECR,127136,7044
7216,Tertsch,against,ECR,127136,7216
6952,Tobiszowski,against,ECR,127136,6952
5878,Tomaševski,against,ECR,127136,5878
6300,Tomašić,against,ECR,127136,6300
5892,Tošenovský,against,ECR,127136,5892
6683,Van Overtveldt,against,ECR,127136,6683
6930,Vondra,against,ECR,127136,6930
6945,Vrecionová,against,ECR,127136,6945
6956,Waszczykowski,against,ECR,127136,6956
6808,Weimers,against,ECR,127136,6808
6515,Wiśniewska,against,ECR,127136,6515
6962,Zalewska,against,ECR,127136,6962
5598,Zīle,against,ECR,127136,5598
6522,Złotowski,against,ECR,127136,6522
7211,Adinolfi Matteo,against,ID,127136,7211
6872,Anderson,against,ID,127136,6872
6593,Annemans,against,ID,127136,6593
7174,Baldassarre,against,ID,127136,7174
7001,Basso,against,ID,127136,7001
6874,Beck,against,ID,127136,6874
6875,Berg,against,ID,127136,6875
6179,Bizzotto,against,ID,127136,6179
7172,Bonfrisco,against,ID,127136,7172
7000,Borchia,against,ID,127136,7000
6876,Buchheit,against,ID,127136,6876
6981,Campomenosi,against,ID,127136,6981
7181,Casanova,against,ID,127136,7181
7170,Ceccardi,against,ID,127136,7170
6731,Ciocca,against,ID,127136,6731
7007,Conte,against,ID,127136,7007
6999,Da Re,against,ID,127136,6999
6869,De Man,against,ID,127136,6869
7207,Donato,against,ID,127136,7207
7005,Dreosto,against,ID,127136,7005
6877,Fest,against,ID,127136,6877
6972,Gancia,against,ID,127136,6972
6630,de Graaff,against,ID,127136,6630
7184,Grant,against,ID,127136,7184
6986,Huhtasaari,against,ID,127136,6986
6960,Kofod,against,ID,127136,6960
6878,Krah,against,ID,127136,6878
6879,Kuhs,against,ID,127136,6879
6771,Lancini,against,ID,127136,6771
6880,Limmer,against,ID,127136,6880
7002,Lizzi,against,ID,127136,7002
6886,Madison,against,ID,127136,6886
6759,Meuthen,against,ID,127136,6759
6979,Panza,against,ID,127136,6979
7175,Regimenti,against,ID,127136,7175
6881,Reil,against,ID,127136,6881
7171,Rinaldi,against,ID,127136,7171
6968,Sardone,against,ID,127136,6968
7262,Sofo,against,ID,127136,7262
7191,Tardino,against,ID,127136,7191
6970,Tovaglieri,against,ID,127136,6970
7234,Vandendriessche,against,ID,127136,7234
7183,Vuolo,against,ID,127136,7183
