mepid,name,result,eugroup,identifier
7244,Aguilar,for,ECR,113133
4978,Berlato,for,ECR,113133
6864,Bourgeois,for,ECR,113133
6895,Brudziński,for,ECR,113133
7214,Buxadé Villalba,for,ECR,113133
5490,Czarnecki,for,ECR,113133
7270,de la Pisa Carrión,for,ECR,113133
7150,Ďuriš Nicholsonová,for,ECR,113133
6511,Dzhambazki,for,ECR,113133
5982,Fidanza,for,ECR,113133
6998,Fiocchi,for,ECR,113133
4880,Fitto,for,ECR,113133
5472,Fotyga,for,ECR,113133
7250,Fragkos,for,ECR,113133
6834,Geuking,for,ECR,113133
6909,Jaki,for,ECR,113133
6911,Jurgiel,for,ECR,113133
6866,Kanko,for,ECR,113133
6525,Karski,for,ECR,113133
6912,Kempa,for,ECR,113133
6913,Kloc,for,ECR,113133
6923,Kopcińska,for,ECR,113133
6530,Krasnodębski,for,ECR,113133
6925,Kruk,for,ECR,113133
5507,Kuźmiuk,for,ECR,113133
5969,Legutko,for,ECR,113133
6608,Lundgren,for,ECR,113133
6931,Mazurek,for,ECR,113133
7173,Melbārde,for,ECR,113133
6934,Możdżanowska,for,ECR,113133
5974,Poręba,for,ECR,113133
7205,Procaccini,for,ECR,113133
6937,Rafalska,for,ECR,113133
7157,Ruissen,for,ECR,113133
6938,Rzońca,for,ECR,113133
5416,Saryusz-Wolski,for,ECR,113133
7231,Slabakov,for,ECR,113133
7210,Stancanelli,for,ECR,113133
6798,Stegrud,for,ECR,113133
6946,Szydło,for,ECR,113133
7265,Tarczyński,for,ECR,113133
7216,Tertsch,for,ECR,113133
6952,Tobiszowski,for,ECR,113133
5878,Tomaševski,for,ECR,113133
6300,Tomašić,for,ECR,113133
5892,Tošenovský,for,ECR,113133
6683,Van Overtveldt,for,ECR,113133
6930,Vondra,for,ECR,113133
6945,Vrecionová,for,ECR,113133
6956,Waszczykowski,for,ECR,113133
6808,Weimers,for,ECR,113133
6515,Wiśniewska,for,ECR,113133
5052,Zahradil,for,ECR,113133
6962,Zalewska,for,ECR,113133
5598,Zīle,for,ECR,113133
6522,Złotowski,for,ECR,113133
7089,Arvanitis,for,GUE/NGL,113133
6926,Aubry,for,GUE/NGL,113133
7072,Barrena Arza,for,GUE/NGL,113133
6604,Björk,for,GUE/NGL,113133
6914,Bompard,for,GUE/NGL,113133
6873,Botenga,for,GUE/NGL,113133
6922,Chaibi,for,GUE/NGL,113133
7113,Daly,for,GUE/NGL,113133
6865,Demirel,for,GUE/NGL,113133
6024,Ernst,for,GUE/NGL,113133
6597,Flanagan,for,GUE/NGL,113133
6815,Georgiou,for,GUE/NGL,113133
7204,Georgoulis,for,GUE/NGL,113133
7133,Gusmão,for,GUE/NGL,113133
6628,Hazekamp,for,GUE/NGL,113133
6814,Kizilyürek,for,GUE/NGL,113133
7126,Kokkalis,for,GUE/NGL,113133
5039,Konečná,for,GUE/NGL,113133
6713,Kouloglou,for,GUE/NGL,113133
7087,Kountoura,for,GUE/NGL,113133
7279,MacManus,for,GUE/NGL,113133
5992,Matias,for,GUE/NGL,113133
6354,Maurel,for,GUE/NGL,113133
6310,Michels,for,GUE/NGL,113133
7190,Modig,for,GUE/NGL,113133
6250,Omarjee,for,GUE/NGL,113133
5596,Papadimoulis,for,GUE/NGL,113133
6920,Pelletier,for,GUE/NGL,113133
