mepid,name,result,eugroup,identifier
7244,Aguilar,for,ECR,124728
4978,Berlato,for,ECR,124728
5112,Bielan,for,ECR,124728
6864,Bourgeois,for,ECR,124728
6895,Brudziński,for,ECR,124728
7214,Buxadé Villalba,for,ECR,124728
5490,Czarnecki,for,ECR,124728
7270,de la Pisa Carrión,for,ECR,124728
7150,Ďuriš Nicholsonová,for,ECR,124728
6511,Dzhambazki,for,ECR,124728
5982,Fidanza,for,ECR,124728
6998,Fiocchi,for,ECR,124728
4880,Fitto,for,ECR,124728
5472,Fotyga,for,ECR,124728
6834,Geuking,for,ECR,124728
6909,Jaki,for,ECR,124728
6911,Jurgiel,for,ECR,124728
6866,Kanko,for,ECR,124728
6525,Karski,for,ECR,124728
6912,Kempa,for,ECR,124728
6913,Kloc,for,ECR,124728
6923,Kopcińska,for,ECR,124728
6530,Krasnodębski,for,ECR,124728
6925,Kruk,for,ECR,124728
5507,Kuźmiuk,for,ECR,124728
5969,Legutko,for,ECR,124728
6608,Lundgren,for,ECR,124728
6931,Mazurek,for,ECR,124728
6934,Możdżanowska,for,ECR,124728
5974,Poręba,for,ECR,124728
7205,Procaccini,for,ECR,124728
6937,Rafalska,for,ECR,124728
7157,Ruissen,for,ECR,124728
6938,Rzońca,for,ECR,124728
5416,Saryusz-Wolski,for,ECR,124728
7231,Slabakov,for,ECR,124728
7210,Stancanelli,for,ECR,124728
6798,Stegrud,for,ECR,124728
6946,Szydło,for,ECR,124728
7265,Tarczyński,for,ECR,124728
7044,Terheş,for,ECR,124728
7216,Tertsch,for,ECR,124728
6952,Tobiszowski,for,ECR,124728
5878,Tomaševski,for,ECR,124728
6300,Tomašić,for,ECR,124728
5892,Tošenovský,for,ECR,124728
6683,Van Overtveldt,for,ECR,124728
6930,Vondra,for,ECR,124728
6945,Vrecionová,for,ECR,124728
6956,Waszczykowski,for,ECR,124728
6808,Weimers,for,ECR,124728
6515,Wiśniewska,for,ECR,124728
5052,Zahradil,for,ECR,124728
6962,Zalewska,for,ECR,124728
5598,Zīle,for,ECR,124728
6522,Złotowski,for,ECR,124728
7211,Adinolfi Matteo,for,ID,124728
7174,Baldassarre,for,ID,124728
7001,Basso,for,ID,124728
6179,Bizzotto,for,ID,124728
7172,Bonfrisco,for,ID,124728
7000,Borchia,for,ID,124728
6981,Campomenosi,for,ID,124728
7181,Casanova,for,ID,124728
7170,Ceccardi,for,ID,124728
6731,Ciocca,for,ID,124728
7007,Conte,for,ID,124728
6999,Da Re,for,ID,124728
6949,David,for,ID,124728
7207,Donato,for,ID,124728
7005,Dreosto,for,ID,124728
6972,Gancia,for,ID,124728
7184,Grant,for,ID,124728
6960,Kofod,for,ID,124728
6771,Lancini,for,ID,124728
7002,Lizzi,for,ID,124728
6979,Panza,for,ID,124728
7175,Regimenti,for,ID,124728
7171,Rinaldi,for,ID,124728
6968,Sardone,for,ID,124728
7262,Sofo,for,ID,124728
7191,Tardino,for,ID,124728
6970,Tovaglieri,for,ID,124728
7183,Vuolo,for,ID,124728
6976,Zambelli,for,ID,124728
6414,Zanni,for,ID,124728
7182,Caroppo,for,NI,124728
7282,Engerer,for,S&D,124728
7243,Gyöngyösi,for,NI,124728
7123,Konstantinou,for,NI,124728
7148,Radačovský,for,NI,124728
7278,Rookmaker,for,NI,124728
7242,Sinčić,for,NI,124728
6883,Adamowicz,for,PPE,124728
6755,Ademov,for,PPE,124728
7129,Amaro,for,PPE,124728
5980,Arias Echeverría,for,PPE,124728
6594,Arimont,for,PPE,124728
6885,Arłukowicz,for,PPE,124728
7083,Asimakopoulou,for,PPE,124728
7060,Băsescu,for,PPE,124728
6927,Bellamy,for,PPE,124728
7067,Benjumea Benjumea,for,PPE,124728
6807,Bentele,for,PPE,124728
7162,Berendsen,for,PPE,124728
6809,Berger,for,PPE,124728
4806,Berlusconi,for,PPE,124728
7037,Bernhuber,for,PPE,124728
7155,Bilčík,for,PPE,124728
7026,Blaga,for,PPE,124728
6343,Bocskor,for,PPE,124728
7025,Bogdan,for,PPE,124728
6613,Bogovič,for,PPE,124728
6617,Buda,for,PPE,124728
5729,Buşoi,for,PPE,124728
5388,Buzek,for,PPE,124728
6039,Carvalho,for,PPE,124728
5252,Casa,for,PPE,124728
5341,Caspary,for,PPE,124728
5508,del Castillo Vera,for,PPE,124728
5236,Christoforou,for,PPE,124728
6600,Clune,for,PPE,124728
6929,Colin-Oesterlé,for,PPE,124728
5981,van Dalen,for,PPE,124728
5921,Danjean,for,PPE,124728
7261,De Meo,for,PPE,124728
6345,Deli,for,PPE,124728
5998,Deutsch,for,PPE,124728
6762,Didier,for,PPE,124728
6870,Doleschal,for,PPE,124728
5960,Dorfmann,for,PPE,124728
6903,Duda,for,PPE,124728
6810,Düpont,for,PPE,124728
5348,Ehler,for,PPE,124728
5983,Estaràs Ferragut,for,PPE,124728
6928,Evren,for,PPE,124728
7038,Falcă,for,PPE,124728
3833,Ferber,for,PPE,124728
6068,Fernandes,for,PPE,124728
7108,Fitzgerald,for,PPE,124728
6813,Fourlas,for,PPE,124728
6906,Frankowski,for,PPE,124728
6852,Franssen,for,PPE,124728
5280,Gál,for,PPE,124728
3980,García-Margallo y Marfil,for,PPE,124728
6441,Gieseke,for,PPE,124728
7253,Glavak,for,PPE,124728
6632,González Pons,for,PPE,124728
6002,Győri,for,PPE,124728
5138,Gyürk,for,PPE,124728
6907,Halicki,for,PPE,124728
6777,Hansen,for,PPE,124728
