mepid,name,result,eugroup,identifier
7244,Aguilar,for,ECR,124726
4978,Berlato,for,ECR,124726
5112,Bielan,for,ECR,124726
6864,Bourgeois,for,ECR,124726
6895,Brudziński,for,ECR,124726
7214,Buxadé Villalba,for,ECR,124726
5490,Czarnecki,for,ECR,124726
7270,de la Pisa Carrión,for,ECR,124726
7150,Ďuriš Nicholsonová,for,ECR,124726
6511,Dzhambazki,for,ECR,124726
5982,Fidanza,for,ECR,124726
6998,Fiocchi,for,ECR,124726
4880,Fitto,for,ECR,124726
5472,Fotyga,for,ECR,124726
7250,Fragkos,for,ECR,124726
6834,Geuking,for,ECR,124726
6909,Jaki,for,ECR,124726
6911,Jurgiel,for,ECR,124726
6866,Kanko,for,ECR,124726
6525,Karski,for,ECR,124726
6912,Kempa,for,ECR,124726
6913,Kloc,for,ECR,124726
6923,Kopcińska,for,ECR,124726
6530,Krasnodębski,for,ECR,124726
6925,Kruk,for,ECR,124726
5507,Kuźmiuk,for,ECR,124726
5969,Legutko,for,ECR,124726
6608,Lundgren,for,ECR,124726
6931,Mazurek,for,ECR,124726
6934,Możdżanowska,for,ECR,124726
5974,Poręba,for,ECR,124726
7205,Procaccini,for,ECR,124726
6937,Rafalska,for,ECR,124726
7157,Ruissen,for,ECR,124726
6938,Rzońca,for,ECR,124726
5416,Saryusz-Wolski,for,ECR,124726
7231,Slabakov,for,ECR,124726
7210,Stancanelli,for,ECR,124726
6798,Stegrud,for,ECR,124726
6946,Szydło,for,ECR,124726
7265,Tarczyński,for,ECR,124726
7044,Terheş,for,ECR,124726
7216,Tertsch,for,ECR,124726
6952,Tobiszowski,for,ECR,124726
5878,Tomaševski,for,ECR,124726
6300,Tomašić,for,ECR,124726
5892,Tošenovský,for,ECR,124726
6683,Van Overtveldt,for,ECR,124726
6930,Vondra,for,ECR,124726
6945,Vrecionová,for,ECR,124726
6956,Waszczykowski,for,ECR,124726
6808,Weimers,for,ECR,124726
6515,Wiśniewska,for,ECR,124726
5052,Zahradil,for,ECR,124726
6962,Zalewska,for,ECR,124726
5598,Zīle,for,ECR,124726
6522,Złotowski,for,ECR,124726
7089,Arvanitis,for,GUE/NGL,124726
7072,Barrena Arza,for,GUE/NGL,124726
6024,Ernst,for,GUE/NGL,124726
5886,Ferreira,for,GUE/NGL,124726
6597,Flanagan,for,GUE/NGL,124726
6815,Georgiou,for,GUE/NGL,124726
7204,Georgoulis,for,GUE/NGL,124726
7133,Gusmão,for,GUE/NGL,124726
6814,Kizilyürek,for,GUE/NGL,124726
7126,Kokkalis,for,GUE/NGL,124726
5039,Konečná,for,GUE/NGL,124726
6713,Kouloglou,for,GUE/NGL,124726
7087,Kountoura,for,GUE/NGL,124726
5992,Matias,for,GUE/NGL,124726
5596,Papadimoulis,for,GUE/NGL,124726
7138,Pereira Sandra,for,GUE/NGL,124726
7169,Rodríguez Palop,for,GUE/NGL,124726
6758,Schirdewan,for,GUE/NGL,124726
6715,Urbán Crespo,for,GUE/NGL,124726
7212,Villanueva Ruiz,for,GUE/NGL,124726
7211,Adinolfi Matteo,for,ID,124726
7174,Baldassarre,for,ID,124726
7001,Basso,for,ID,124726
6179,Bizzotto,for,ID,124726
7172,Bonfrisco,for,ID,124726
7000,Borchia,for,ID,124726
6981,Campomenosi,for,ID,124726
7181,Casanova,for,ID,124726
7170,Ceccardi,for,ID,124726
6731,Ciocca,for,ID,124726
7007,Conte,for,ID,124726
6999,Da Re,for,ID,124726
6949,David,for,ID,124726
7207,Donato,for,ID,124726
7005,Dreosto,for,ID,124726
6972,Gancia,for,ID,124726
7184,Grant,for,ID,124726
6960,Kofod,for,ID,124726
6771,Lancini,for,ID,124726
7002,Lizzi,for,ID,124726
6979,Panza,for,ID,124726
7175,Regimenti,for,ID,124726
7171,Rinaldi,for,ID,124726
6968,Sardone,for,ID,124726
7262,Sofo,for,ID,124726
7191,Tardino,for,ID,124726
6970,Tovaglieri,for,ID,124726
7183,Vuolo,for,ID,124726
6976,Zambelli,for,ID,124726
6414,Zanni,for,ID,124726
6832,Buschmann,for,NI,124726
7182,Caroppo,for,NI,124726
7282,Engerer,for,S&D,124726
7243,Gyöngyösi,for,NI,124726
7148,Radačovský,for,NI,124726
7278,Rookmaker,for,NI,124726
7242,Sinčić,for,NI,124726
6883,Adamowicz,for,PPE,124726
6755,Ademov,for,PPE,124726
7129,Amaro,for,PPE,124726
5980,Arias Echeverría,for,PPE,124726
6594,Arimont,for,PPE,124726
6885,Arłukowicz,for,PPE,124726
7083,Asimakopoulou,for,PPE,124726
7060,Băsescu,for,PPE,124726
6927,Bellamy,for,PPE,124726
7067,Benjumea Benjumea,for,PPE,124726
6807,Bentele,for,PPE,124726
7162,Berendsen,for,PPE,124726
6809,Berger,for,PPE,124726
4806,Berlusconi,for,PPE,124726
7037,Bernhuber,for,PPE,124726
7155,Bilčík,for,PPE,124726
7026,Blaga,for,PPE,124726
6343,Bocskor,for,PPE,124726
7025,Bogdan,for,PPE,124726
6613,Bogovič,for,PPE,124726
6617,Buda,for,PPE,124726
5729,Buşoi,for,PPE,124726
5388,Buzek,for,PPE,124726
6039,Carvalho,for,PPE,124726
5252,Casa,for,PPE,124726
5341,Caspary,for,PPE,124726
5508,del Castillo Vera,for,PPE,124726
5236,Christoforou,for,PPE,124726
6600,Clune,for,PPE,124726
6929,Colin-Oesterlé,for,PPE,124726
5981,van Dalen,for,PPE,124726
5921,Danjean,for,PPE,124726
7261,De Meo,for,PPE,124726
6345,Deli,for,PPE,124726
5998,Deutsch,for,PPE,124726
6762,Didier,for,PPE,124726
6870,Doleschal,for,PPE,124726
5960,Dorfmann,for,PPE,124726
6903,Duda,for,PPE,124726
6810,Düpont,for,PPE,124726
5348,Ehler,for,PPE,124726
5983,Estaràs Ferragut,for,PPE,124726
6928,Evren,for,PPE,124726
7038,Falcă,for,PPE,124726
3833,Ferber,for,PPE,124726
6068,Fernandes,for,PPE,124726
7108,Fitzgerald,for,PPE,124726
6813,Fourlas,for,PPE,124726
6906,Frankowski,for,PPE,124726
6852,Franssen,for,PPE,124726
5280,Gál,for,PPE,124726
3980,García-Margallo y Marfil,for,PPE,124726
6441,Gieseke,for,PPE,124726
7253,Glavak,for,PPE,124726
6632,González Pons,for,PPE,124726
6002,Győri,for,PPE,124726
5138,Gyürk,for,PPE,124726
6907,Halicki,for,PPE,124726
6777,Hansen,for,PPE,124726
7035,Hava,for,PPE,124726
6811,Herbst,for,PPE,124726
6534,Hetman,for,PPE,124726
6318,Hidvéghi,for,PPE,124726
5953,Hohlmeier,for,PPE,124726
6346,Hölvényi,for,PPE,124726
4987,Hortefeux,for,PPE,124726
5952,Hübner,for,PPE,124726
5945,Jahr,for,PPE,124726
5271,Járóka,for,PPE,124726
6910,Jarubas,for,PPE,124726
7223,Juknevičienė,for,PPE,124726
5944,Kalinowski,for,PPE,124726
6095,Kalniete,for,PPE,124726
7222,Kanev,for,PPE,124726
4669,Karas,for,PPE,124726
6666,Kefalogiannis,for,PPE,124726
5855,Kelly,for,PPE,124726
6805,Kokalari,for,PPE,124726
6918,Kopacz,for,PPE,124726
6001,Kósa,for,PPE,124726
6196,Kovatchev,for,PPE,124726
7226,Kubilius,for,PPE,124726
7080,Kympouropoulos,for,PPE,124726
6662,Kyrtsos,for,PPE,124726
5727,de Lange,for,PPE,124726
6793,Lega,for,PPE,124726
6592,Lenaers,for,PPE,124726
5105,Lewandowski,for,PPE,124726
7264,Lexmann,for,PPE,124726
3855,Liese,for,PPE,124726
6442,Lins,for,PPE,124726
7161,López Gil,for,PPE,124726
5517,López-Istúriz White,for,PPE,124726
5964,Łukacijewska,for,PPE,124726
6855,Lutgen,for,PPE,124726
6440,McAllister,for,PPE,124726
7218,Maldeikienė,for,PPE,124726
4964,Manders,for,PPE,124726
6761,Mandl,for,PPE,124726
5646,Marinescu,for,PPE,124726
6465,Martusciello,for,PPE,124726
6096,Mato,for,PPE,124726
6483,Maydell,for,PPE,124726
7224,Mažylis,for,PPE,124726
7051,Meimarakis,for,PPE,124726
6297,Metsola,for,PPE,124726
7209,Milazzo,for,PPE,124726
5518,Millán Mon,for,PPE,124726
6366,Monteiro de Aguiar,for,PPE,124726
7099,Montserrat,for,PPE,124726
6368,Morano,for,PPE,124726
6825,Mortler,for,PPE,124726
7036,Motreanu,for,PPE,124726
6436,Mureşan,for,PPE,124726
4712,Niebler,for,PPE,124726
6332,Niedermayer,for,PPE,124726
7255,Nistor,for,PPE,124726
5413,Novak,for,PPE,124726
6709,Novakov,for,PPE,124726
5407,Olbrycht,for,PPE,124726
5702,Patriciello,for,PPE,124726
6819,Peeters,for,PPE,124726
7120,Pereira Lídia,for,PPE,124726
5346,Pieper,for,PPE,124726
5788,Pietikäinen,for,PPE,124726
6335,Polčák,for,PPE,124726
6803,Polfjärd,for,PPE,124726
7149,Pollák,for,PPE,124726
6700,Pospíšil,for,PPE,124726
6488,Radev,for,PPE,124726
6750,Radtke,for,PPE,124726
6072,Rangel,for,PPE,124726
6812,Ressler,for,PPE,124726
7266,Sagartz,for,PPE,124726
6698,Salini,for,PPE,124726
6370,Sander,for,PPE,124726
6259,Sarvamaa,for,PPE,124726
7045,Schmiedtbauer,for,PPE,124726
6821,Schneider,for,PPE,124726
6636,Schreijer-Pierik,for,PPE,124726
6443,Schulze,for,PPE,124726
5345,Schwab,for,PPE,124726
6823,Seekatz,for,PPE,124726
6941,Sikorski,for,PPE,124726
6824,Simon,for,PPE,124726
6341,Šojdrová,for,PPE,124726
6816,Sokol,for,PPE,124726
6663,Spyraki,for,PPE,124726
6547,Štefanec,for,PPE,124726
5143,Szájer,for,PPE,124726
4482,Tajani,for,PPE,124726
7277,Terras,for,PPE,124726
7056,Thaler,for,PPE,124726
6801,Tobé,for,PPE,124726
7061,Tomac,for,PPE,124726
6681,Tomc,for,PPE,124726
6965,Tóth,for,PPE,124726
7241,Trócsányi,for,PPE,124726
5600,Vaidere,for,PPE,124726
5930,Verheyen,for,PPE,124726
6356,Virkkunen,for,PPE,124726
5934,Voss,for,PPE,124726
6664,Vozemberg-Vrionidi,for,PPE,124726
7233,Walsh,for,PPE,124726
6827,Walsmann,for,PPE,124726
6804,Warborn,for,PPE,124726
5351,Weber,for,PPE,124726
6908,Weiss,for,PPE,124726
4643,Wieland,for,PPE,124726
7153,Wiezik,for,PPE,124726
5782,Winkler,for,PPE,124726
7041,Winzig,for,PPE,124726
6820,Wiseler-Lima,for,PPE,124726
6665,Zagorakis,for,PPE,124726
6997,Zarzalejos,for,PPE,124726
6344,Zdechovský,for,PPE,124726
7012,Zoido Álvarez,for,PPE,124726
6734,Zovko,for,PPE,124726
6094,Zver,for,PPE,124726
7230,Alieva-Veli,for,Renew,124726
6799,Al-Sahlani,for,Renew,124726
7260,Andrews,for,Renew,124726
6327,Ansip,for,Renew,124726
6400,Auštrevičius,for,Renew,124726
7165,Azmani,for,Renew,124726
7163,Bauzá Díaz,for,Renew,124726
6835,Beer,for,Renew,124726
6944,Bijoux,for,Renew,124726
6089,Bilbao Barandica,for,Renew,124726
7057,Botoş,for,Renew,124726
6967,Boyer,for,Renew,124726
6966,Brunet,for,Renew,124726
6973,Cañas,for,Renew,124726
5891,Canfin,for,Renew,124726
6899,Chabaud,for,Renew,124726
6339,Charanzová,for,Renew,124726
6860,Chastel,for,Renew,124726
6951,Christensen,for,Renew,124726
7271,Cicurel,for,Renew,124726
7021,Cioloş,for,Renew,124726
6978,Cseh,for,Renew,124726
6458,Danti,for,Renew,124726
6898,Decerle,for,Renew,124726
6340,Dlabajová,for,Renew,124726
6987,Donáth,for,Renew,124726
6324,Durand,for,Renew,124726
6828,Eroglu,for,Renew,124726
6980,Farreng,for,Renew,124726
6601,Federley,for,Renew,124726
6818,Flego,for,Renew,124726
6948,Gade,for,Renew,124726
7022,Gamon,for,Renew,124726
6947,Garicano,for,Renew,124726
7050,Ghinea,for,Renew,124726
6840,Glück,for,Renew,124726
1793,Goerens,for,Renew,124726
7273,Gozi,for,Renew,124726
7164,Groothuis,for,Renew,124726
6849,Grošelj,for,Renew,124726
6950,Grudler,for,Renew,124726
6936,Guetta,for,Renew,124726
6841,Hahn Svenja,for,Renew,124726
6919,Hlaváček,for,Renew,124726
7154,Hojsík,for,Renew,124726
6622,Huitema,for,Renew,124726
7014,Ijabs,for,Renew,124726
5385,in  't Veld,for,Renew,124726
6844,Joveva,for,Renew,124726
6975,Karleskind,for,Renew,124726
6800,Karlsbro,for,Renew,124726
6766,Katainen,for,Renew,124726
7203,Kelleher,for,Renew,124726
5021,Keller Fabienne,for,Renew,124726
6921,Knotek,for,Renew,124726
6842,Körner,for,Renew,124726
6917,Kovařík,for,Renew,124726
6504,Kyuchyuk,for,Renew,124726
6887,Loiseau,for,Renew,124726
5889,Løkkegaard,for,Renew,124726
6915,Maxová,for,Renew,124726
6957,Melchior,for,Renew,124726
6690,Mihaylova,for,Renew,124726
6500,Müller,for,Renew,124726
6760,Nagtegaal,for,Renew,124726
6830,Oetjen,for,Renew,124726
6705,Paet,for,Renew,124726
6644,Pagazaurtundúa,for,Renew,124726
6953,Pekkarinen,for,Renew,124726
6510,Petersen,for,Renew,124726
7052,Pîslaru,for,Renew,124726
7235,Rafaela,for,Renew,124726
4676,Ries,for,Renew,124726
6056,Riquet,for,Renew,124726
4767,Rodríguez Ramos,for,Renew,124726
7236,Schreinemacher,for,Renew,124726
6902,Séjourné,for,Renew,124726
6817,Semedo,for,Renew,124726
7152,Šimečka,for,Renew,124726
7168,Solís Pérez,for,Renew,124726
7055,Ştefănuță,for,Renew,124726
7058,Strugariu,for,Renew,124726
7259,Søgaard-Lidell,for,Renew,124726
6940,Tolleret,for,Renew,124726
6331,Toom,for,Renew,124726
6281,Torvalds,for,Renew,124726
6985,Trillet-Lenoir,for,Renew,124726
7054,Tudorache,for,Renew,124726
5879,Uspaskich,for,Renew,124726
6710,Vautmans,for,Renew,124726
6896,Vedrenne,for,Renew,124726
6159,Verhofstadt,for,Renew,124726
7268,Vázquez Lázara,for,Renew,124726
6971,Yon-Courtin,for,Renew,124726
6892,Zacharopoulou,for,Renew,124726
6802,Agius Saliba,for,S&D,124726
6651,Aguilera,for,S&D,124726
7167,Ameriks,for,S&D,124726
6279,Andrieu,for,S&D,124726
6687,Androulakis,for,S&D,124726
7254,Angel,for,S&D,124726
