mepid,mep,result,group,identifier
6056,Riquet,for,ALDE,2017-07-06_4.
6154,Rochefort,for,ALDE,2017-07-06_4.
5435,Takkula,for,ALDE,2017-07-06_4.
6509,Barekov,for,ECR,2017-07-06_4.
6291,Demesmaeker,for,ECR,2017-07-06_4.
6511,Dzhambazki,for,ECR,2017-07-06_4.
6358,Halla-aho,for,ECR,2017-07-06_4.
6460,Henkel,for,ECR,2017-07-06_4.
6461,Kölmel,for,ECR,2017-07-06_4.
6704,Loones,for,ECR,2017-07-06_4.
6718,Ruohonen-Lerner,for,ECR,2017-07-06_4.
6682,Stevens,for,ECR,2017-07-06_4.
6546,Sulík,for,ECR,2017-07-06_4.
6466,Trebesius,for,ECR,2017-07-06_4.
6468,Adinolfi,for,EFDD,2017-07-06_4.
6066,Agnew,for,EFDD,2017-07-06_4.
6480,Aiuto,for,EFDD,2017-07-06_4.
6559,Aker,for,EFDD,2017-07-06_4.
6577,Arnott,for,EFDD,2017-07-06_4.
5567,Batten,for,EFDD,2017-07-06_4.
6411,Beghin,for,EFDD,2017-07-06_4.
6374,Bergeron,for,EFDD,2017-07-06_4.
6430,Borrelli,for,EFDD,2017-07-06_4.
6446,Castaldo,for,EFDD,2017-07-06_4.
6586,Coburn,for,EFDD,2017-07-06_4.
6573,Collins,for,EFDD,2017-07-06_4.
6494,Corrao,for,EFDD,2017-07-06_4.
6472,D'Amato,for,EFDD,2017-07-06_4.
6569,Etheridge,for,EFDD,2017-07-06_4.
6413,Evi,for,EFDD,2017-07-06_4.
6470,Ferrara,for,EFDD,2017-07-06_4.
6558,Finch,for,EFDD,2017-07-06_4.
4920,Helmer,for,EFDD,2017-07-06_4.
6575,Hookem,for,EFDD,2017-07-06_4.
6524,Iwaszkiewicz,for,EFDD,2017-07-06_4.
6448,Mach,for,EFDD,2017-07-06_4.
6497,Moi,for,EFDD,2017-07-06_4.
6557,O'Flynn,for,EFDD,2017-07-06_4.
6563,Parker,for,EFDD,2017-07-06_4.
6482,Pedicini,for,EFDD,2017-07-06_4.
6564,Reid,for,EFDD,2017-07-06_4.
6568,Seymour,for,EFDD,2017-07-06_4.
6462,von Storch,for,EFDD,2017-07-06_4.
6447,Tamburrano,for,EFDD,2017-07-06_4.
6412,Valli,for,EFDD,2017-07-06_4.
6593,Annemans,for,ENF,2017-07-06_4.
6382,Arnautu,for,ENF,2017-07-06_4.
6555,Atkinson,for,ENF,2017-07-06_4.
6394,Bay,for,ENF,2017-07-06_4.
6405,Bilde,for,ENF,2017-07-06_4.
6179,Bizzotto,for,ENF,2017-07-06_4.
5010,Borghezio,for,ENF,2017-07-06_4.
6387,Boutonnet,for,ENF,2017-07-06_4.
6391,Briois,for,ENF,2017-07-06_4.
6384,D'Ornano,for,ENF,2017-07-06_4.
6401,Ferrand,for,ENF,2017-07-06_4.
6132,Fontana,for,ENF,2017-07-06_4.
6450,Goddyn,for,ENF,2017-07-06_4.
6630,de Graaff,for,ENF,2017-07-06_4.
6629,Kappel,for,ENF,2017-07-06_4.
6372,Lebreton,for,ENF,2017-07-06_4.
6699,Loiseau,for,ENF,2017-07-06_4.
6385,Martin Dominique,for,ENF,2017-07-06_4.
6533,Marusik,for,ENF,2017-07-06_4.
6627,Mayer Georg,for,ENF,2017-07-06_4.
6399,Mélin,for,ENF,2017-07-06_4.
6395,Monot,for,ENF,2017-07-06_4.
6403,Montel,for,ENF,2017-07-06_4.
6123,Obermayr,for,ENF,2017-07-06_4.
6474,Philippot,for,ENF,2017-07-06_4.
5522,Salvini,for,ENF,2017-07-06_4.
6389,Schaffhauser,for,ENF,2017-07-06_4.
6634,Stuger,for,ENF,2017-07-06_4.
6392,Troszczynski,for,ENF,2017-07-06_4.
6414,Zanni,for,ENF,2017-07-06_4.
6228,Zijlstra,for,ENF,2017-07-06_4.
6541,Żółtek,for,ENF,2017-07-06_4.
6701,Couso Permuy,for,GUE/NGL,2017-07-06_4.
6628,Hazekamp,for,GUE/NGL,2017-07-06_4.
6653,López Bermejo,for,GUE/NGL,2017-07-06_4.
6656,Vallina,for,GUE/NGL,2017-07-06_4.
6669,Epitideios,for,NI,2017-07-06_4.
6668,Fountoulis,for,NI,2017-07-06_4.
1380,Gollnisch,for,NI,2017-07-06_4.
6556,James,for,NI,2017-07-06_4.
6517,Korwin-Mikke,for,NI,2017-07-06_4.
6471,Sonneborn,for,NI,2017-07-06_4.
6670,Synadinos,for,NI,2017-07-06_4.
6469,Voigt,for,NI,2017-07-06_4.
6585,Woolfe,for,NI,2017-07-06_4.
6172,Dati,for,PPE,2017-07-06_4.
5682,Ali,against,ALDE,2017-07-06_4.
6407,Arthuis,against,ALDE,2017-07-06_4.
6400,Auštrevičius,against,ALDE,2017-07-06_4.
6097,van Baalen,against,ALDE,2017-07-06_4.
6646,Becerra Basterrechea,against,ALDE,2017-07-06_4.
6089,Bilbao Barandica,against,ALDE,2017-07-06_4.
5328,Cavada,against,ALDE,2017-07-06_4.
6339,Charanzová,against,ALDE,2017-07-06_4.
1060,Deprez,against,ALDE,2017-07-06_4.
6439,Diaconu,against,ALDE,2017-07-06_4.
6601,Federley,against,ALDE,2017-07-06_4.
6724,Giménez Barbat,against,ALDE,2017-07-06_4.
1793,Goerens,against,ALDE,2017-07-06_4.
5330,Griesbeck,against,ALDE,2017-07-06_4.
UNDEFINE,Grigule,against,ALDE,2017-07-06_4.
5246,Harkin,against,ALDE,2017-07-06_4.
6622,Huitema,against,ALDE,2017-07-06_4.
5681,Hyusmenova,against,ALDE,2017-07-06_4.
5385,in 't Veld,against,ALDE,2017-07-06_4.
5433,Jäätteenmäki,against,ALDE,2017-07-06_4.
6388,Jakovčić,against,ALDE,2017-07-06_4.
6338,Ježek,against,ALDE,2017-07-06_4.
6328,Kallas,against,ALDE,2017-07-06_4.
6504,Kyuchyuk,against,ALDE,2017-07-06_4.
5362,Lambsdorff,against,ALDE,2017-07-06_4.
5889,Løkkegaard,against,ALDE,2017-07-06_4.
6376,Marinho e Pinto,against,ALDE,2017-07-06_4.
6041,Meissner,against,ALDE,2017-07-06_4.
5857,Michel,against,ALDE,2017-07-06_4.
6690,Mihaylova,against,ALDE,2017-07-06_4.
6626,van Miltenburg,against,ALDE,2017-07-06_4.
6631,Mlinar,against,ALDE,2017-07-06_4.
6500,Müller,against,ALDE,2017-07-06_4.
6614,Nart,against,ALDE,2017-07-06_4.
5997,Nicolai,against,ALDE,2017-07-06_4.
6621,van Nieuwenhuizen,against,ALDE,2017-07-06_4.
6705,Paet,against,ALDE,2017-07-06_4.
6644,Pagazaurtundúa Ruiz,against,ALDE,2017-07-06_4.
6510,Petersen,against,ALDE,2017-07-06_4.
6266,Radoš,against,ALDE,2017-07-06_4.
4676,Ries,against,ALDE,2017-07-06_4.
6100,Schaake,against,ALDE,2017-07-06_4.
6722,Selimovic,against,ALDE,2017-07-06_4.
6337,Telička,against,ALDE,2017-07-06_4.
6042,Theurer,against,ALDE,2017-07-06_4.
6281,Torvalds,against,ALDE,2017-07-06_4.
6181,Tremosa i Balcells,against,ALDE,2017-07-06_4.
5879,Uspaskich,against,ALDE,2017-07-06_4.
6151,Vajgl,against,ALDE,2017-07-06_4.
6710,Vautmans,against,ALDE,2017-07-06_4.
6159,Verhofstadt,against,ALDE,2017-07-06_4.
5770,Weber Renate,against,ALDE,2017-07-06_4.
6729,Wierinck,against,ALDE,2017-07-06_4.
5864,Wikström,against,ALDE,2017-07-06_4.
5262,Ashworth,against,ECR,2017-07-06_4.
6574,Bashir,against,ECR,2017-07-06_4.
4911,Belder,against,ECR,2017-07-06_4.
6081,Campbell Bannerman,against,ECR,2017-07-06_4.
5490,Czarnecki,against,ECR,2017-07-06_4.
6719,Czesak,against,ECR,2017-07-06_4.
5981,van Dalen,against,ECR,2017-07-06_4.
6516,Dohrmann,against,ECR,2017-07-06_4.
6743,Flack,against,ECR,2017-07-06_4.
4957,Foster,against,ECR,2017-07-06_4.
5472,Fotyga,against,ECR,2017-07-06_4.
6112,Fox,against,ECR,2017-07-06_4.
6452,Gericke,against,ECR,2017-07-06_4.
6111,Girling,against,ECR,2017-07-06_4.
6539,Gosiewska,against,ECR,2017-07-06_4.
4959,Hannan,against,ECR,2017-07-06_4.
6725,Hoc,against,ECR,2017-07-06_4.
5563,Karim,against,ECR,2017-07-06_4.
6514,Karlsson,against,ECR,2017-07-06_4.
6525,Karski,against,ECR,2017-07-06_4.
6726,Kłosowski,against,ECR,2017-07-06_4.
6530,Krasnodębski,against,ECR,2017-07-06_4.
5453,Krupa,against,ECR,2017-07-06_4.
5507,Kuźmiuk,against,ECR,2017-07-06_4.
5969,Legutko,against,ECR,2017-07-06_4.
6087,McClarkin,against,ECR,2017-07-06_4.
6234,McIntyre,against,ECR,2017-07-06_4.
5996,Macovei,against,ECR,2017-07-06_4.
6667,Marias,against,ECR,2017-07-06_4.
5851,Messerschmidt,against,ECR,2017-07-06_4.
1230,Nicholson,against,ECR,2017-07-06_4.
6536,Ożóg,against,ECR,2017-07-06_4.
6512,Piecha,against,ECR,2017-07-06_4.
5460,Piotrowski,against,ECR,2017-07-06_4.
5974,Poręba,against,ECR,2017-07-06_4.
6736,Procter,against,ECR,2017-07-06_4.
6428,Sernagiotto,against,ECR,2017-07-06_4.
6545,Škripek,against,ECR,2017-07-06_4.
6464,Starbatty,against,ECR,2017-07-06_4.
6088,Swinburne,against,ECR,2017-07-06_4.
4925,Tannock,against,ECR,2017-07-06_4.
5878,Tomaševski,against,ECR,2017-07-06_4.
6300,Tomašić,against,ECR,2017-07-06_4.
5892,Tošenovský,against,ECR,2017-07-06_4.
5113,Ujazdowski,against,ECR,2017-07-06_4.
6513,Vistisen,against,ECR,2017-07-06_4.
6515,Wiśniewska,against,ECR,2017-07-06_4.
6522,Złotowski,against,ECR,2017-07-06_4.
6723,Benito Ziluaga,against,GUE/NGL,2017-07-06_4.
6604,Björk,against,GUE/NGL,2017-07-06_4.
6595,Boylan,against,GUE/NGL,2017-07-06_4.
6598,Carthy,against,GUE/NGL,2017-07-06_4.
5237,Chountis,against,GUE/NGL,2017-07-06_4.
6660,Chrysogonos,against,GUE/NGL,2017-07-06_4.
6496,De Masi,against,GUE/NGL,2017-07-06_4.
6501,Eck,against,GUE/NGL,2017-07-06_4.
6024,Ernst,against,GUE/NGL,2017-07-06_4.
5886,Ferreira,against,GUE/NGL,2017-07-06_4.
6597,Flanagan,against,GUE/NGL,2017-07-06_4.
6693,Forenza,against,GUE/NGL,2017-07-06_4.
6702,González Peñas,against,GUE/NGL,2017-07-06_4.
6076,Hadjigeorgiou,against,GUE/NGL,2017-07-06_4.
6023,Händel,against,GUE/NGL,2017-07-06_4.
6313,Kari,against,GUE/NGL,2017-07-06_4.
5039,Konečná,against,GUE/NGL,2017-07-06_4.
6713,Kouloglou,against,GUE/NGL,2017-07-06_4.
6675,Kuneva,against,GUE/NGL,2017-07-06_4.
5909,Le Hyaric,against,GUE/NGL,2017-07-06_4.
6026,Lösing,against,GUE/NGL,2017-07-06_4.
6692,Maltese,against,GUE/NGL,2017-07-06_4.
5044,Maštálka,against,GUE/NGL,2017-07-06_4.
5992,Matias,against,GUE/NGL,2017-07-06_4.
6310,Michels,against,GUE/NGL,2017-07-06_4.
6643,Mineur,against,GUE/NGL,2017-07-06_4.
6599,Ní Riada,against,GUE/NGL,2017-07-06_4.
6250,Omarjee,against,GUE/NGL,2017-07-06_4.
5596,Papadimoulis,against,GUE/NGL,2017-07-06_4.
6727,Pimenta Lopes,against,GUE/NGL,2017-07-06_4.
6674,Sakorafa,against,GUE/NGL,2017-07-06_4.
6641,Sánchez Caldentey,against,GUE/NGL,2017-07-06_4.
5837,Scholz,against,GUE/NGL,2017-07-06_4.
6655,Senra Rodríguez,against,GUE/NGL,2017-07-06_4.
6444,Spinelli,against,GUE/NGL,2017-07-06_4.
6321,Sylikiotis,against,GUE/NGL,2017-07-06_4.
6716,Torres Martínez,against,GUE/NGL,2017-07-06_4.
6715,Urbán Crespo,against,GUE/NGL,2017-07-06_4.
6030,Vergiat,against,GUE/NGL,2017-07-06_4.
6678,Viegas,against,GUE/NGL,2017-07-06_4.
5368,Zimmer,against,GUE/NGL,2017-07-06_4.
6386,Chauprade,against,NI,2017-07-06_4.
6106,Dodds,against,NI,2017-07-06_4.
6602,Adaktusson,against,PPE,2017-07-06_4.
1340,Alliot-Marie,against,PPE,2017-07-06_4.
5395,Andrikienė,against,PPE,2017-07-06_4.
6594,Arimont,against,PPE,2017-07-06_4.
4742,Ayuso,against,PPE,2017-07-06_4.
6191,Bach,against,PPE,2017-07-06_4.
6135,Balz,against,PPE,2017-07-06_4.
5377,Belet,against,PPE,2017-07-06_4.
5885,Bendtsen,against,PPE,2017-07-06_4.
6343,Bocskor,against,PPE,2017-07-06_4.
1507,Böge,against,PPE,2017-07-06_4.
6613,Bogovič,against,PPE,2017-07-06_4.
6535,Boni,against,PPE,2017-07-06_4.
1278,Brok,against,PPE,2017-07-06_4.
6617,Buda,against,PPE,2017-07-06_4.
5388,Buzek,against,PPE,2017-07-06_4.
5928,van de Camp,against,PPE,2017-07-06_4.
5252,Casa,against,PPE,2017-07-06_4.
5341,Caspary,against,PPE,2017-07-06_4.
5508,del Castillo Vera,against,PPE,2017-07-06_4.
5236,Christoforou,against,PPE,2017-07-06_4.
6492,Cicu,against,PPE,2017-07-06_4.
6406,Cirio,against,PPE,2017-07-06_4.
3800,Coelho,against,PPE,2017-07-06_4.
6273,Collin-Langen,against,PPE,2017-07-06_4.
5948,Comi,against,PPE,2017-07-06_4.
5861,Corazza Bildt,against,PPE,2017-07-06_4.
6548,Csáky,against,PPE,2017-07-06_4.
5921,Danjean,against,PPE,2017-07-06_4.
6194,Dantin,against,PPE,2017-07-06_4.
6364,Delahaye,against,PPE,2017-07-06_4.
6345,Deli,against,PPE,2017-07-06_4.
5350,Deß,against,PPE,2017-07-06_4.
5998,Deutsch,against,PPE,2017-07-06_4.
5348,Ehler,against,PPE,2017-07-06_4.
5983,Estaràs Ferragut,against,PPE,2017-07-06_4.
6679,Faria,against,PPE,2017-07-06_4.
3833,Ferber,against,PPE,2017-07-06_4.
6068,Fernandes,against,PPE,2017-07-06_4.
5256,Fjellner,against,PPE,2017-07-06_4.
1508,Florenz,against,PPE,2017-07-06_4.
6020,Gabriel,against,PPE,2017-07-06_4.
4659,Gahler,against,PPE,2017-07-06_4.
5280,Gál,against,PPE,2017-07-06_4.
6202,Gáll-Pelcz,against,PPE,2017-07-06_4.
6615,Gambús,against,PPE,2017-07-06_4.
5803,Gardini,against,PPE,2017-07-06_4.
6441,Gieseke,against,PPE,2017-07-06_4.
6632,González Pons,against,PPE,2017-07-06_4.
5511,de Grandes Pascual,against,PPE,2017-07-06_4.
5342,Gräßle,against,PPE,2017-07-06_4.
4032,Grossetête,against,PPE,2017-07-06_4.
5109,Grzyb,against,PPE,2017-07-06_4.
5138,Gyürk,against,PPE,2017-07-06_4.
6596,Hayes,against,PPE,2017-07-06_4.
6534,Hetman,against,PPE,2017-07-06_4.
5953,Hohlmeier,against,PPE,2017-07-06_4.
5254,Hökmark,against,PPE,2017-07-06_4.
6346,Hölvényi,against,PPE,2017-07-06_4.
4987,Hortefeux,against,PPE,2017-07-06_4.
5952,Hübner,against,PPE,2017-07-06_4.
5516,Iturgaiz,against,PPE,2017-07-06_4.
5945,Jahr,against,PPE,2017-07-06_4.
5954,Jazłowiecka,against,PPE,2017-07-06_4.
5978,Jiménez-Becerril Barrio,against,PPE,2017-07-06_4.
6360,Joulaud,against,PPE,2017-07-06_4.
6055,Juvin,against,PPE,2017-07-06_4.
5944,Kalinowski,against,PPE,2017-07-06_4.
6095,Kalniete,against,PPE,2017-07-06_4.
4669,Karas,against,PPE,2017-07-06_4.
6070,Kariņš,against,PPE,2017-07-06_4.
6666,Kefalogiannis,against,PPE,2017-07-06_4.
5542,Kelam,against,PPE,2017-07-06_4.
5855,Kelly,against,PPE,2017-07-06_4.
3759,Koch,against,PPE,2017-07-06_4.
6001,Kósa,against,PPE,2017-07-06_4.
6053,Köstinger,against,PPE,2017-07-06_4.
