mepid,name,result,eugroup,identifier
7089,Arvanitis,for,GUE/NGL,125704
6926,Aubry,for,GUE/NGL,125704
7072,Barrena Arza,for,GUE/NGL,125704
6604,Björk,for,GUE/NGL,125704
6914,Bompard,for,GUE/NGL,125704
6873,Botenga,for,GUE/NGL,125704
6922,Chaibi,for,GUE/NGL,125704
7113,Daly,for,GUE/NGL,125704
6865,Demirel,for,GUE/NGL,125704
6024,Ernst,for,GUE/NGL,125704
6597,Flanagan,for,GUE/NGL,125704
6815,Georgiou,for,GUE/NGL,125704
7204,Georgoulis,for,GUE/NGL,125704
7133,Gusmão,for,GUE/NGL,125704
6628,Hazekamp,for,GUE/NGL,125704
6814,Kizilyürek,for,GUE/NGL,125704
7126,Kokkalis,for,GUE/NGL,125704
5039,Konečná,for,GUE/NGL,125704
6713,Kouloglou,for,GUE/NGL,125704
7087,Kountoura,for,GUE/NGL,125704
7279,MacManus,for,GUE/NGL,125704
5992,Matias,for,GUE/NGL,125704
6354,Maurel,for,GUE/NGL,125704
6310,Michels,for,GUE/NGL,125704
7190,Modig,for,GUE/NGL,125704
6250,Omarjee,for,GUE/NGL,125704
5596,Papadimoulis,for,GUE/NGL,125704
6920,Pelletier,for,GUE/NGL,125704
7213,Pineda,for,GUE/NGL,125704
7069,Rego,for,GUE/NGL,125704
7169,Rodríguez Palop,for,GUE/NGL,125704
6758,Schirdewan,for,GUE/NGL,125704
5837,Scholz,for,GUE/NGL,125704
6715,Urbán Crespo,for,GUE/NGL,125704
7212,Villanueva Ruiz,for,GUE/NGL,125704
6961,Villumsen,for,GUE/NGL,125704
7202,Wallace,for,GUE/NGL,125704
6468,Adinolfi Isabella,for,NI,125704
6411,Beghin,for,NI,125704
6832,Buschmann,for,NI,125704
6446,Castaldo,for,NI,125704
7258,Comín i Oliveres,for,NI,125704
6470,Ferrara,for,NI,125704
7180,Furore,for,NI,125704
7179,Gemma,for,NI,125704
7189,Giarrusso,for,NI,125704
7243,Gyöngyösi,for,NI,125704
7123,Konstantinou,for,NI,125704
7010,Pignedoli,for,NI,125704
7276,Ponsatí Obiols,for,NI,125704
7257,Puigdemont i Casamajó,for,NI,125704
7177,Rondinelli,for,NI,125704
7242,Sinčić,for,NI,125704
6471,Sonneborn,for,NI,125704
6695,Zullo,for,NI,125704
7129,Amaro,for,PPE,125704
6594,Arimont,for,PPE,125704
6885,Arłukowicz,for,PPE,125704
7083,Asimakopoulou,for,PPE,125704
7060,Băsescu,for,PPE,125704
6927,Bellamy,for,PPE,125704
7026,Blaga,for,PPE,125704
6617,Buda,for,PPE,125704
5729,Buşoi,for,PPE,125704
6039,Carvalho,for,PPE,125704
5236,Christoforou,for,PPE,125704
6600,Clune,for,PPE,125704
7038,Falcă,for,PPE,125704
6068,Fernandes,for,PPE,125704
7108,Fitzgerald,for,PPE,125704
6813,Fourlas,for,PPE,125704
6852,Franssen,for,PPE,125704
4659,Gahler,for,PPE,125704
6777,Hansen,for,PPE,125704
7035,Hava,for,PPE,125704
6811,Herbst,for,PPE,125704
7222,Kanev,for,PPE,125704
4669,Karas,for,PPE,125704
6666,Kefalogiannis,for,PPE,125704
5855,Kelly,for,PPE,125704
7080,Kympouropoulos,for,PPE,125704
6662,Kyrtsos,for,PPE,125704
3855,Liese,for,PPE,125704
5964,Łukacijewska,for,PPE,125704
6855,Lutgen,for,PPE,125704
7284,Markey,for,PPE,125704
6483,Maydell,for,PPE,125704
7051,Meimarakis,for,PPE,125704
6366,Monteiro de Aguiar,for,PPE,125704
7036,Motreanu,for,PPE,125704
6436,Mureşan,for,PPE,125704
7255,Nistor,for,PPE,125704
5413,Novak,for,PPE,125704
6819,Peeters,for,PPE,125704
7120,Pereira Lídia,for,PPE,125704
5788,Pietikäinen,for,PPE,125704
6750,Radtke,for,PPE,125704
6072,Rangel,for,PPE,125704
6824,Simon,for,PPE,125704
6663,Spyraki,for,PPE,125704
7061,Tomac,for,PPE,125704
6664,Vozemberg-Vrionidi,for,PPE,125704
7233,Walsh,for,PPE,125704
5351,Weber,for,PPE,125704
6820,Wiseler-Lima,for,PPE,125704
6665,Zagorakis,for,PPE,125704
7260,Andrews,for,Renew,125704
6327,Ansip,for,Renew,125704
6944,Bijoux,for,Renew,125704
6089,Bilbao Barandica,for,Renew,125704
6967,Boyer,for,Renew,125704
6966,Brunet,for,Renew,125704
5891,Canfin,for,Renew,125704
6899,Chabaud,for,Renew,125704
6860,Chastel,for,Renew,125704
7271,Cicurel,for,Renew,125704
6978,Cseh,for,Renew,125704
6458,Danti,for,Renew,125704
6898,Decerle,for,Renew,125704
6987,Donáth,for,Renew,125704
6324,Durand,for,Renew,125704
6980,Farreng,for,Renew,125704
6818,Flego,for,Renew,125704
1793,Goerens,for,Renew,125704
7273,Gozi,for,Renew,125704
6849,Grošelj,for,Renew,125704
6950,Grudler,for,Renew,125704
6936,Guetta,for,Renew,125704
6959,Hayer,for,Renew,125704
7154,Hojsík,for,Renew,125704
7014,Ijabs,for,Renew,125704
5385,in  't Veld,for,Renew,125704
6844,Joveva,for,Renew,125704
6975,Karleskind,for,Renew,125704
