mepid,name,result,eugroup,identifier,vote_id
7244,Aguilar,for,ECR,123949,7244
4978,Berlato,for,ECR,123949,4978
5112,Bielan,for,ECR,123949,5112
6895,Brudziński,for,ECR,123949,6895
7214,Buxadé Villalba,for,ECR,123949,7214
5490,Czarnecki,for,ECR,123949,5490
7270,de la Pisa Carrión,for,ECR,123949,7270
6511,Dzhambazki,for,ECR,123949,6511
6167,Eppink,for,ECR,123949,6167
5982,Fidanza,for,ECR,123949,5982
6998,Fiocchi,for,ECR,123949,6998
4880,Fitto,for,ECR,123949,4880
5472,Fotyga,for,ECR,123949,5472
7250,Fragkos,for,ECR,123949,7250
6909,Jaki,for,ECR,123949,6909
6911,Jurgiel,for,ECR,123949,6911
6525,Karski,for,ECR,123949,6525
6912,Kempa,for,ECR,123949,6912
6913,Kloc,for,ECR,123949,6913
6923,Kopcińska,for,ECR,123949,6923
6530,Krasnodębski,for,ECR,123949,6530
6925,Kruk,for,ECR,123949,6925
5507,Kuźmiuk,for,ECR,123949,5507
5969,Legutko,for,ECR,123949,5969
6931,Mazurek,for,ECR,123949,6931
6934,Możdżanowska,for,ECR,123949,6934
5974,Poręba,for,ECR,123949,5974
7205,Procaccini,for,ECR,123949,7205
6937,Rafalska,for,ECR,123949,6937
7160,Rooken,for,ECR,123949,7160
7097,Roos,for,ECR,123949,7097
6938,Rzońca,for,ECR,123949,6938
5416,Saryusz-Wolski,for,ECR,123949,5416
7231,Slabakov,for,ECR,123949,7231
7210,Stancanelli,for,ECR,123949,7210
6946,Szydło,for,ECR,123949,6946
7265,Tarczyński,for,ECR,123949,7265
7216,Tertsch,for,ECR,123949,7216
6952,Tobiszowski,for,ECR,123949,6952
5878,Tomaševski,for,ECR,123949,5878
6956,Waszczykowski,for,ECR,123949,6956
6515,Wiśniewska,for,ECR,123949,6515
6962,Zalewska,for,ECR,123949,6962
6522,Złotowski,for,ECR,123949,6522
7113,Daly,for,GUE/NGL,123949,7113
5039,Konečná,for,GUE/NGL,123949,5039
7202,Wallace,for,GUE/NGL,123949,7202
7211,Adinolfi Matteo,for,ID,123949,7211
6872,Anderson,for,ID,123949,6872
7079,Androuët,for,ID,123949,7079
6593,Annemans,for,ID,123949,6593
7174,Baldassarre,for,ID,123949,7174
6988,Bardella,for,ID,123949,6988
7001,Basso,for,ID,123949,7001
6394,Bay,for,ID,123949,6394
6874,Beck,for,ID,123949,6874
7068,Beigneux,for,ID,123949,7068
6875,Berg,for,ID,123949,6875
6405,Bilde,for,ID,123949,6405
6179,Bizzotto,for,ID,123949,6179
7172,Bonfrisco,for,ID,123949,7172
7000,Borchia,for,ID,123949,7000
7076,Bruna,for,ID,123949,7076
6876,Buchheit,for,ID,123949,6876
6981,Campomenosi,for,ID,123949,6981
7181,Casanova,for,ID,123949,7181
7170,Ceccardi,for,ID,123949,7170
6731,Ciocca,for,ID,123949,6731
7071,Collard,for,ID,123949,7071
7007,Conte,for,ID,123949,7007
6999,Da Re,for,ID,123949,6999
6949,David,for,ID,123949,6949
7207,Donato,for,ID,123949,7207
7005,Dreosto,for,ID,123949,7005
6877,Fest,for,ID,123949,6877
6972,Gancia,for,ID,123949,6972
7018,Garraud,for,ID,123949,7018
7184,Grant,for,ID,123949,7184
7019,Griset,for,ID,123949,7019
7246,Haider,for,ID,123949,7246
6989,Hakkarainen,for,ID,123949,6989
6986,Huhtasaari,for,ID,123949,6986
6404,Jalkh,for,ID,123949,6404
6751,Jamet,for,ID,123949,6751
7017,Joron,for,ID,123949,7017
7016,Juvin,for,ID,123949,7016
6878,Krah,for,ID,123949,6878
6879,Kuhs,for,ID,123949,6879
7275,Lacapelle,for,ID,123949,7275
6771,Lancini,for,ID,123949,6771
6990,Laporte,for,ID,123949,6990
6372,Lebreton,for,ID,123949,6372
7074,Lechanteux,for,ID,123949,7074
6880,Limmer,for,ID,123949,6880
7002,Lizzi,for,ID,123949,7002
7013,Mariani,for,ID,123949,7013
6627,Mayer,for,ID,123949,6627
6399,Mélin,for,ID,123949,6399
6759,Meuthen,for,ID,123949,6759
7075,Olivier,for,ID,123949,7075
6979,Panza,for,ID,123949,6979
7020,Pirbakas,for,ID,123949,7020
7175,Regimenti,for,ID,123949,7175
6881,Reil,for,ID,123949,6881
7171,Rinaldi,for,ID,123949,7171
7006,Rivière,for,ID,123949,7006
6968,Sardone,for,ID,123949,6968
7262,Sofo,for,ID,123949,7262
7191,Tardino,for,ID,123949,7191
6970,Tovaglieri,for,ID,123949,6970
7234,Vandendriessche,for,ID,123949,7234
6610,Vilimsky,for,ID,123949,6610
7183,Vuolo,for,ID,123949,7183
6976,Zambelli,for,ID,123949,6976
6414,Zanni,for,ID,123949,6414
6882,Zimniok,for,ID,123949,6882
7182,Caroppo,for,NI,123949,7182
7123,Konstantinou,for,NI,123949,7123
7148,Radačovský,for,NI,123949,7148
7147,Uhrík,for,NI,123949,7147
7248,Durá Ferrandis,for,S&D,123949,7248
6864,Bourgeois,against,ECR,123949,6864
7150,Ďuriš Nicholsonová,against,ECR,123949,7150
6834,Geuking,against,ECR,123949,6834
7151,Jurzyca,against,ECR,123949,7151
6866,Kanko,against,ECR,123949,6866
6608,Lundgren,against,ECR,123949,6608
7173,Melbārde,against,ECR,123949,7173
7157,Ruissen,against,ECR,123949,7157
6798,Stegrud,against,ECR,123949,6798
7044,Terheş,against,ECR,123949,7044
6300,Tomašić,against,ECR,123949,6300
5892,Tošenovský,against,ECR,123949,5892
6683,Van Overtveldt,against,ECR,123949,6683
6930,Vondra,against,ECR,123949,6930
6945,Vrecionová,against,ECR,123949,6945
6808,Weimers,against,ECR,123949,6808
5052,Zahradil,against,ECR,123949,5052
5598,Zīle,against,ECR,123949,5598
