mepid,name,result,eugroup,identifier
7089,Arvanitis,for,GUE/NGL,115974
6926,Aubry,for,GUE/NGL,115974
7072,Barrena Arza,for,GUE/NGL,115974
6604,Björk,for,GUE/NGL,115974
6914,Bompard,for,GUE/NGL,115974
6873,Botenga,for,GUE/NGL,115974
6922,Chaibi,for,GUE/NGL,115974
7113,Daly,for,GUE/NGL,115974
6865,Demirel,for,GUE/NGL,115974
6024,Ernst,for,GUE/NGL,115974
5886,Ferreira,for,GUE/NGL,115974
6597,Flanagan,for,GUE/NGL,115974
6815,Georgiou,for,GUE/NGL,115974
7204,Georgoulis,for,GUE/NGL,115974
7133,Gusmão,for,GUE/NGL,115974
6628,Hazekamp,for,GUE/NGL,115974
6814,Kizilyürek,for,GUE/NGL,115974
7126,Kokkalis,for,GUE/NGL,115974
5039,Konečná,for,GUE/NGL,115974
6713,Kouloglou,for,GUE/NGL,115974
7087,Kountoura,for,GUE/NGL,115974
7279,MacManus,for,GUE/NGL,115974
5992,Matias,for,GUE/NGL,115974
6354,Maurel,for,GUE/NGL,115974
6310,Michels,for,GUE/NGL,115974
7190,Modig,for,GUE/NGL,115974
6250,Omarjee,for,GUE/NGL,115974
5596,Papadimoulis,for,GUE/NGL,115974
6920,Pelletier,for,GUE/NGL,115974
7138,Pereira Sandra,for,GUE/NGL,115974
7213,Pineda,for,GUE/NGL,115974
7069,Rego,for,GUE/NGL,115974
7169,Rodríguez Palop,for,GUE/NGL,115974
6758,Schirdewan,for,GUE/NGL,115974
5837,Scholz,for,GUE/NGL,115974
6715,Urbán Crespo,for,GUE/NGL,115974
7212,Villanueva Ruiz,for,GUE/NGL,115974
6961,Villumsen,for,GUE/NGL,115974
7202,Wallace,for,GUE/NGL,115974
7079,Androuët,for,ID,115974
6988,Bardella,for,ID,115974
6394,Bay,for,ID,115974
7068,Beigneux,for,ID,115974
6405,Bilde,for,ID,115974
7076,Bruna,for,ID,115974
7071,Collard,for,ID,115974
7018,Garraud,for,ID,115974
7019,Griset,for,ID,115974
6404,Jalkh,for,ID,115974
6751,Jamet,for,ID,115974
7017,Joron,for,ID,115974
