mepid,name,result,eugroup,identifier
7244,Aguilar,for,ECR,109883
5112,Bielan,for,ECR,109883
6864,Bourgeois,for,ECR,109883
6895,Brudziński,for,ECR,109883
7214,Buxadé Villalba,for,ECR,109883
7150,Ďuriš Nicholsonová,for,ECR,109883
6511,Dzhambazki,for,ECR,109883
5982,Fidanza,for,ECR,109883
6998,Fiocchi,for,ECR,109883
4880,Fitto,for,ECR,109883
5472,Fotyga,for,ECR,109883
7250,Fragkos,for,ECR,109883
6834,Geuking,for,ECR,109883
4959,Hannan,for,ECR,109883
6909,Jaki,for,ECR,109883
6911,Jurgiel,for,ECR,109883
7151,Jurzyca,for,ECR,109883
6866,Kanko,for,ECR,109883
6525,Karski,for,ECR,109883
6912,Kempa,for,ECR,109883
6913,Kloc,for,ECR,109883
6923,Kopcińska,for,ECR,109883
6530,Krasnodębski,for,ECR,109883
6925,Kruk,for,ECR,109883
5507,Kuźmiuk,for,ECR,109883
5969,Legutko,for,ECR,109883
6608,Lundgren,for,ECR,109883
6234,McIntyre,for,ECR,109883
6931,Mazurek,for,ECR,109883
7173,Melbārde,for,ECR,109883
6934,Możdżanowska,for,ECR,109883
5974,Poręba,for,ECR,109883
7205,Procaccini,for,ECR,109883
6937,Rafalska,for,ECR,109883
7157,Ruissen,for,ECR,109883
6938,Rzońca,for,ECR,109883
5416,Saryusz-Wolski,for,ECR,109883
7231,Slabakov,for,ECR,109883
7210,Stancanelli,for,ECR,109883
6798,Stegrud,for,ECR,109883
6946,Szydło,for,ECR,109883
7216,Tertsch,for,ECR,109883
6952,Tobiszowski,for,ECR,109883
5878,Tomaševski,for,ECR,109883
6300,Tomašić,for,ECR,109883
5892,Tošenovský,for,ECR,109883
4917,Van Orden,for,ECR,109883
6683,Van Overtveldt,for,ECR,109883
6945,Vrecionová,for,ECR,109883
6956,Waszczykowski,for,ECR,109883
6808,Weimers,for,ECR,109883
6515,Wiśniewska,for,ECR,109883
5052,Zahradil,for,ECR,109883
6962,Zalewska,for,ECR,109883
5598,Zīle,for,ECR,109883
6522,Złotowski,for,ECR,109883
7211,Adinolfi Matteo,for,ID,109883
6872,Anderson,for,ID,109883
7079,Androuët,for,ID,109883
7174,Baldassarre,for,ID,109883
6988,Bardella,for,ID,109883
7001,Basso,for,ID,109883
6394,Bay,for,ID,109883
6874,Beck,for,ID,109883
7068,Beigneux,for,ID,109883
6875,Berg,for,ID,109883
6405,Bilde,for,ID,109883
6179,Bizzotto,for,ID,109883
6954,Blaško,for,ID,109883
7172,Bonfrisco,for,ID,109883
7076,Bruna,for,ID,109883
6876,Buchheit,for,ID,109883
6981,Campomenosi,for,ID,109883
7182,Caroppo,for,NI,109883
7181,Casanova,for,ID,109883
7170,Ceccardi,for,ID,109883
6731,Ciocca,for,ID,109883
7071,Collard,for,ID,109883
7007,Conte,for,ID,109883
6999,Da Re,for,ID,109883
6949,David,for,ID,109883
6869,De Man,for,ID,109883
7207,Donato,for,ID,109883
7005,Dreosto,for,ID,109883
6877,Fest,for,ID,109883
6972,Gancia,for,ID,109883
7018,Garraud,for,ID,109883
7184,Grant,for,ID,109883
7019,Griset,for,ID,109883
7246,Haider,for,ID,109883
6989,Hakkarainen,for,ID,109883
6986,Huhtasaari,for,ID,109883
6751,Jamet,for,ID,109883
6960,Kofod,for,ID,109883
6879,Kuhs,for,ID,109883
6771,Lancini,for,ID,109883
6990,Laporte,for,ID,109883
6372,Lebreton,for,ID,109883
7074,Lechanteux,for,ID,109883
6880,Limmer,for,ID,109883
