mepid,mep,result,group,identifier
5433,Jäätteenmäki,for,ALDE,2017-12-13_72.
6376,Marinho e Pinto,for,ALDE,2017-12-13_72.
5857,Michel,for,ALDE,2017-12-13_72.
5997,Nicolai,for,ALDE,2017-12-13_72.
6159,Verhofstadt,for,ALDE,2017-12-13_72.
6718,Ruohonen-Lerner,for,ECR,2017-12-13_72.
6468,Adinolfi,for,EFDD,2017-12-13_72.
6445,Agea,for,EFDD,2017-12-13_72.
6480,Aiuto,for,EFDD,2017-12-13_72.
6411,Beghin,for,EFDD,2017-12-13_72.
6374,Bergeron,for,EFDD,2017-12-13_72.
6430,Borrelli,for,EFDD,2017-12-13_72.
6446,Castaldo,for,EFDD,2017-12-13_72.
6494,Corrao,for,EFDD,2017-12-13_72.
6472,D'Amato,for,EFDD,2017-12-13_72.
6384,D'Ornano,for,EFDD,2017-12-13_72.
6413,Evi,for,EFDD,2017-12-13_72.
6470,Ferrara,for,EFDD,2017-12-13_72.
6497,Moi,for,EFDD,2017-12-13_72.
6403,Montel,for,EFDD,2017-12-13_72.
5875,Paksas,for,EFDD,2017-12-13_72.
6482,Pedicini,for,EFDD,2017-12-13_72.
6474,Philippot,for,EFDD,2017-12-13_72.
6447,Tamburrano,for,EFDD,2017-12-13_72.
6412,Valli,for,EFDD,2017-12-13_72.
6695,Zullo,for,EFDD,2017-12-13_72.
6593,Annemans,for,ENF,2017-12-13_72.
6382,Arnautu,for,ENF,2017-12-13_72.
6555,Atkinson,for,ENF,2017-12-13_72.
6394,Bay,for,ENF,2017-12-13_72.
6405,Bilde,for,ENF,2017-12-13_72.
6179,Bizzotto,for,ENF,2017-12-13_72.
5010,Borghezio,for,ENF,2017-12-13_72.
6391,Briois,for,ENF,2017-12-13_72.
6731,Ciocca,for,ENF,2017-12-13_72.
6401,Ferrand,for,ENF,2017-12-13_72.
6132,Fontana,for,ENF,2017-12-13_72.
6450,Goddyn,for,ENF,2017-12-13_72.
6404,Jalkh,for,ENF,2017-12-13_72.
6751,Jamet,for,ENF,2017-12-13_72.
6372,Lebreton,for,ENF,2017-12-13_72.
6746,Lechevalier,for,ENF,2017-12-13_72.
