mepid,name,result,eugroup,identifier
5472,Fotyga,for,ECR,109062
6834,Geuking,for,ECR,109062
6909,Jaki,for,ECR,109062
6911,Jurgiel,for,ECR,109062
6866,Kanko,for,ECR,109062
6525,Karski,for,ECR,109062
6912,Kempa,for,ECR,109062
6923,Kopcińska,for,ECR,109062
6530,Krasnodębski,for,ECR,109062
5507,Kuźmiuk,for,ECR,109062
6608,Lundgren,for,ECR,109062
6234,McIntyre,for,ECR,109062
6931,Mazurek,for,ECR,109062
6934,Możdżanowska,for,ECR,109062
6937,Rafalska,for,ECR,109062
7157,Ruissen,for,ECR,109062
6938,Rzońca,for,ECR,109062
7231,Slabakov,for,ECR,109062
6798,Stegrud,for,ECR,109062
6300,Tomašić,for,ECR,109062
6683,Van Overtveldt,for,ECR,109062
6956,Waszczykowski,for,ECR,109062
6808,Weimers,for,ECR,109062
6515,Wiśniewska,for,ECR,109062
6522,Złotowski,for,ECR,109062
6926,Aubry,for,GUE/NGL,109062
7072,Barrena Arza,for,GUE/NGL,109062
6914,Bompard,for,GUE/NGL,109062
6873,Botenga,for,GUE/NGL,109062
6598,Carthy,for,GUE/NGL,109062
6922,Chaibi,for,GUE/NGL,109062
6865,Demirel,for,GUE/NGL,109062
6024,Ernst,for,GUE/NGL,109062
5886,Ferreira,for,GUE/NGL,109062
7126,Kokkalis,for,GUE/NGL,109062
7087,Kountoura,for,GUE/NGL,109062
5992,Matias,for,GUE/NGL,109062
6310,Michels,for,GUE/NGL,109062
6250,Omarjee,for,GUE/NGL,109062
5596,Papadimoulis,for,GUE/NGL,109062
6920,Pelletier,for,GUE/NGL,109062
7069,Rego,for,GUE/NGL,109062
6758,Schirdewan,for,GUE/NGL,109062
5837,Scholz,for,GUE/NGL,109062
7212,Villanueva Ruiz,for,GUE/NGL,109062
6961,Villumsen,for,GUE/NGL,109062
7211,Adinolfi Matteo,for,ID,109062
7079,Androuët,for,ID,109062
7174,Baldassarre,for,ID,109062
6988,Bardella,for,ID,109062
7001,Basso,for,ID,109062
6405,Bilde,for,ID,109062
6179,Bizzotto,for,ID,109062
7000,Borchia,for,ID,109062
7076,Bruna,for,ID,109062
6981,Campomenosi,for,ID,109062
7182,Caroppo,for,NI,109062
7181,Casanova,for,ID,109062
7170,Ceccardi,for,ID,109062
7007,Conte,for,ID,109062
6999,Da Re,for,ID,109062
7207,Donato,for,ID,109062
7005,Dreosto,for,ID,109062
7019,Griset,for,ID,109062
6989,Hakkarainen,for,ID,109062
7017,Joron,for,ID,109062
6771,Lancini,for,ID,109062
6990,Laporte,for,ID,109062
7002,Lizzi,for,ID,109062
7013,Mariani,for,ID,109062
6979,Panza,for,ID,109062
7006,Rivière,for,ID,109062
7078,Rougé,for,ID,109062
6968,Sardone,for,ID,109062
6976,Zambelli,for,ID,109062
6414,Zanni,for,ID,109062
6446,Castaldo,for,NI,109062
6494,Corrao,for,Verts/ALE,109062
6472,D'Amato,for,Verts/ALE,109062
7179,Gemma,for,NI,109062
6584,Gill Nathan,for,NI,109062
7243,Gyöngyösi,for,NI,109062
7123,Konstantinou,for,NI,109062
7119,Lagos,for,NI,109062
7143,Lowe,for,NI,109062
7116,Nikolaou-Alavanos,for,NI,109062
7100,Overgaard Nielsen,for,NI,109062
6676,Papadakis Kostas,for,NI,109062
6482,Pedicini,for,Verts/ALE,109062
7010,Pignedoli,for,NI,109062
7148,Radačovský,for,NI,109062
7177,Rondinelli,for,NI,109062
7242,Sinčić,for,NI,109062
7093,Tennant,for,NI,109062
6695,Zullo,for,NI,109062
6883,Adamowicz,for,PPE,109062
6755,Ademov,for,PPE,109062
