mepid,name,result,eugroup,identifier
7244,Aguilar,for,ECR,108539
5112,Bielan,for,ECR,108539
6864,Bourgeois,for,ECR,108539
6895,Brudziński,for,ECR,108539
7214,Buxadé Villalba,for,ECR,108539
5490,Czarnecki,for,ECR,108539
7150,Ďuriš Nicholsonová,for,ECR,108539
6511,Dzhambazki,for,ECR,108539
5472,Fotyga,for,ECR,108539
6911,Jurgiel,for,ECR,108539
7151,Jurzyca,for,ECR,108539
6866,Kanko,for,ECR,108539
6525,Karski,for,ECR,108539
6912,Kempa,for,ECR,108539
6913,Kloc,for,ECR,108539
6923,Kopcińska,for,ECR,108539
6530,Krasnodębski,for,ECR,108539
6925,Kruk,for,ECR,108539
5507,Kuźmiuk,for,ECR,108539
6608,Lundgren,for,ECR,108539
6234,McIntyre,for,ECR,108539
6931,Mazurek,for,ECR,108539
6752,Mobarik,for,ECR,108539
6934,Możdżanowska,for,ECR,108539
7205,Procaccini,for,ECR,108539
6937,Rafalska,for,ECR,108539
7157,Ruissen,for,ECR,108539
6938,Rzońca,for,ECR,108539
5416,Saryusz-Wolski,for,ECR,108539
7231,Slabakov,for,ECR,108539
6798,Stegrud,for,ECR,108539
6946,Szydło,for,ECR,108539
7216,Tertsch,for,ECR,108539
6952,Tobiszowski,for,ECR,108539
5878,Tomaševski,for,ECR,108539
6300,Tomašić,for,ECR,108539
5892,Tošenovský,for,ECR,108539
4917,Van Orden,for,ECR,108539
6683,Van Overtveldt,for,ECR,108539
6945,Vrecionová,for,ECR,108539
6956,Waszczykowski,for,ECR,108539
6808,Weimers,for,ECR,108539
6515,Wiśniewska,for,ECR,108539
5052,Zahradil,for,ECR,108539
6962,Zalewska,for,ECR,108539
6522,Złotowski,for,ECR,108539
6628,Hazekamp,for,GUE/NGL,108539
7190,Modig,for,GUE/NGL,108539
6989,Hakkarainen,for,ID,108539
6986,Huhtasaari,for,ID,108539
6960,Kofod,for,ID,108539
6106,Dodds,for,NI,108539
7243,Gyöngyösi,for,NI,108539
6883,Adamowicz,for,PPE,108539
6755,Ademov,for,PPE,108539
7219,Alexandrov Yordanov,for,PPE,108539
7129,Amaro,for,PPE,108539
5980,Arias Echeverría,for,PPE,108539
6594,Arimont,for,PPE,108539
6885,Arłukowicz,for,PPE,108539
