mepid,name,result,eugroup,identifier
5112,Bielan,for,ECR,111729
6864,Bourgeois,for,ECR,111729
6895,Brudziński,for,ECR,111729
5490,Czarnecki,for,ECR,111729
7150,Ďuriš Nicholsonová,for,ECR,111729
6511,Dzhambazki,for,ECR,111729
6167,Eppink,for,ECR,111729
5472,Fotyga,for,ECR,111729
6834,Geuking,for,ECR,111729
4959,Hannan,for,ECR,111729
7194,Harris,for,ECR,111729
6909,Jaki,for,ECR,111729
6911,Jurgiel,for,ECR,111729
7151,Jurzyca,for,ECR,111729
6866,Kanko,for,ECR,111729
6525,Karski,for,ECR,111729
6913,Kloc,for,ECR,111729
6923,Kopcińska,for,ECR,111729
6530,Krasnodębski,for,ECR,111729
6925,Kruk,for,ECR,111729
5507,Kuźmiuk,for,ECR,111729
7192,Longworth,for,ECR,111729
6608,Lundgren,for,ECR,111729
6234,McIntyre,for,ECR,111729
6931,Mazurek,for,ECR,111729
6934,Możdżanowska,for,ECR,111729
5974,Poręba,for,ECR,111729
6937,Rafalska,for,ECR,111729
7160,Rooken,for,ECR,111729
7097,Roos,for,ECR,111729
7157,Ruissen,for,ECR,111729
6938,Rzońca,for,ECR,111729
7231,Slabakov,for,ECR,111729
6798,Stegrud,for,ECR,111729
6946,Szydło,for,ECR,111729
6952,Tobiszowski,for,ECR,111729
5878,Tomaševski,for,ECR,111729
6300,Tomašić,for,ECR,111729
5892,Tošenovský,for,ECR,111729
4917,Van Orden,for,ECR,111729
6683,Van Overtveldt,for,ECR,111729
6930,Vondra,for,ECR,111729
6945,Vrecionová,for,ECR,111729
6956,Waszczykowski,for,ECR,111729
6808,Weimers,for,ECR,111729
6515,Wiśniewska,for,ECR,111729
5052,Zahradil,for,ECR,111729
6962,Zalewska,for,ECR,111729
5598,Zīle,for,ECR,111729
6522,Złotowski,for,ECR,111729
6280,Anderson Martina,for,GUE/NGL,111729
7089,Arvanitis,for,GUE/NGL,111729
6926,Aubry,for,GUE/NGL,111729
7072,Barrena Arza,for,GUE/NGL,111729
6604,Björk,for,GUE/NGL,111729
6914,Bompard,for,GUE/NGL,111729
6873,Botenga,for,GUE/NGL,111729
6832,Buschmann,for,NI,111729
6922,Chaibi,for,GUE/NGL,111729
7113,Daly,for,GUE/NGL,111729
6865,Demirel,for,GUE/NGL,111729
5886,Ferreira,for,GUE/NGL,111729
6597,Flanagan,for,GUE/NGL,111729
6815,Georgiou,for,GUE/NGL,111729
7204,Georgoulis,for,GUE/NGL,111729
7133,Gusmão,for,GUE/NGL,111729
6628,Hazekamp,for,GUE/NGL,111729
6814,Kizilyürek,for,GUE/NGL,111729
7126,Kokkalis,for,GUE/NGL,111729
5039,Konečná,for,GUE/NGL,111729
6713,Kouloglou,for,GUE/NGL,111729
7087,Kountoura,for,GUE/NGL,111729
5992,Matias,for,GUE/NGL,111729
6354,Maurel,for,GUE/NGL,111729
6310,Michels,for,GUE/NGL,111729
7190,Modig,for,GUE/NGL,111729
6250,Omarjee,for,GUE/NGL,111729
5596,Papadimoulis,for,GUE/NGL,111729
6920,Pelletier,for,GUE/NGL,111729
7138,Pereira Sandra,for,GUE/NGL,111729
7213,Pineda,for,GUE/NGL,111729
7069,Rego,for,GUE/NGL,111729
7169,Rodríguez Palop,for,GUE/NGL,111729
6758,Schirdewan,for,GUE/NGL,111729
5837,Scholz,for,GUE/NGL,111729
6715,Urbán Crespo,for,GUE/NGL,111729
7212,Villanueva Ruiz,for,GUE/NGL,111729
6961,Villumsen,for,GUE/NGL,111729
7202,Wallace,for,GUE/NGL,111729
7211,Adinolfi Matteo,for,ID,111729
7079,Androuët,for,ID,111729
7174,Baldassarre,for,ID,111729
7001,Basso,for,ID,111729
6394,Bay,for,ID,111729
6874,Beck,for,ID,111729
7068,Beigneux,for,ID,111729
6875,Berg,for,ID,111729
6405,Bilde,for,ID,111729
6179,Bizzotto,for,ID,111729
7000,Borchia,for,ID,111729
7076,Bruna,for,ID,111729
6876,Buchheit,for,ID,111729
6981,Campomenosi,for,ID,111729
7182,Caroppo,for,NI,111729
7181,Casanova,for,ID,111729
7170,Ceccardi,for,ID,111729
6731,Ciocca,for,ID,111729
7071,Collard,for,ID,111729
7007,Conte,for,ID,111729
6999,Da Re,for,ID,111729
6949,David,for,ID,111729
7005,Dreosto,for,ID,111729
6877,Fest,for,ID,111729
6972,Gancia,for,ID,111729
7184,Grant,for,ID,111729
7019,Griset,for,ID,111729
7246,Haider,for,ID,111729
6404,Jalkh,for,ID,111729
6751,Jamet,for,ID,111729
7017,Joron,for,ID,111729
7016,Juvin,for,ID,111729
6960,Kofod,for,ID,111729
6878,Krah,for,ID,111729
6879,Kuhs,for,ID,111729
6771,Lancini,for,ID,111729
6990,Laporte,for,ID,111729
6372,Lebreton,for,ID,111729
7074,Lechanteux,for,ID,111729
6880,Limmer,for,ID,111729
7002,Lizzi,for,ID,111729
7013,Mariani,for,ID,111729
