mepid,name,result,eugroup,identifier,vote_id
4978,Berlato,for,ECR,112623,4978
6864,Bourgeois,for,ECR,112623,6864
6998,Fiocchi,for,ECR,112623,6998
6866,Kanko,for,ECR,112623,6866
7205,Procaccini,for,ECR,112623,7205
7157,Ruissen,for,ECR,112623,7157
7210,Stancanelli,for,ECR,112623,7210
7089,Arvanitis,for,GUE/NGL,112623,7089
6926,Aubry,for,GUE/NGL,112623,6926
7072,Barrena Arza,for,GUE/NGL,112623,7072
6604,Björk,for,GUE/NGL,112623,6604
6914,Bompard,for,GUE/NGL,112623,6914
6873,Botenga,for,GUE/NGL,112623,6873
6922,Chaibi,for,GUE/NGL,112623,6922
7113,Daly,for,GUE/NGL,112623,7113
6024,Ernst,for,GUE/NGL,112623,6024
5886,Ferreira,for,GUE/NGL,112623,5886
6597,Flanagan,for,GUE/NGL,112623,6597
6815,Georgiou,for,GUE/NGL,112623,6815
7204,Georgoulis,for,GUE/NGL,112623,7204
7133,Gusmão,for,GUE/NGL,112623,7133
6628,Hazekamp,for,GUE/NGL,112623,6628
6814,Kizilyürek,for,GUE/NGL,112623,6814
7126,Kokkalis,for,GUE/NGL,112623,7126
5039,Konečná,for,GUE/NGL,112623,5039
7087,Kountoura,for,GUE/NGL,112623,7087
7190,Modig,for,GUE/NGL,112623,7190
6250,Omarjee,for,GUE/NGL,112623,6250
5596,Papadimoulis,for,GUE/NGL,112623,5596
6920,Pelletier,for,GUE/NGL,112623,6920
7138,Pereira Sandra,for,GUE/NGL,112623,7138
7213,Pineda,for,GUE/NGL,112623,7213
7069,Rego,for,GUE/NGL,112623,7069
7169,Rodríguez Palop,for,GUE/NGL,112623,7169
6758,Schirdewan,for,GUE/NGL,112623,6758
5837,Scholz,for,GUE/NGL,112623,5837
6715,Urbán Crespo,for,GUE/NGL,112623,6715
7212,Villanueva Ruiz,for,GUE/NGL,112623,7212
6961,Villumsen,for,GUE/NGL,112623,6961
7202,Wallace,for,GUE/NGL,112623,7202
6468,Adinolfi Isabella,for,NI,112623,6468
6411,Beghin,for,NI,112623,6411
6832,Buschmann,for,NI,112623,6832
6446,Castaldo,for,NI,112623,6446
7258,Comín i Oliveres,for,NI,112623,7258
6494,Corrao,for,Verts/ALE,112623,6494
6413,Evi,for,Verts/ALE,112623,6413
6470,Ferrara,for,NI,112623,6470
7180,Furore,for,NI,112623,7180
7179,Gemma,for,NI,112623,7179
7189,Giarrusso,for,NI,112623,7189
7243,Gyöngyösi,for,NI,112623,7243
6836,Kolakušić,for,NI,112623,6836
7010,Pignedoli,for,NI,112623,7010
7276,Ponsatí Obiols,for,NI,112623,7276
7257,Puigdemont i Casamajó,for,NI,112623,7257
7177,Rondinelli,for,NI,112623,7177
7278,Rookmaker,for,NI,112623,7278
6471,Sonneborn,for,NI,112623,6471
6695,Zullo,for,NI,112623,6695
6883,Adamowicz,for,PPE,112623,6883
6755,Ademov,for,PPE,112623,6755
7129,Amaro,for,PPE,112623,7129
5980,Arias Echeverría,for,PPE,112623,5980
6594,Arimont,for,PPE,112623,6594
6885,Arłukowicz,for,PPE,112623,6885
6927,Bellamy,for,PPE,112623,6927
7067,Benjumea Benjumea,for,PPE,112623,7067
7162,Berendsen,for,PPE,112623,7162
7155,Bilčík,for,PPE,112623,7155
7026,Blaga,for,PPE,112623,7026
7025,Bogdan,for,PPE,112623,7025
6617,Buda,for,PPE,112623,6617
5388,Buzek,for,PPE,112623,5388
6039,Carvalho,for,PPE,112623,6039
5252,Casa,for,PPE,112623,5252
5508,del Castillo Vera,for,PPE,112623,5508
5236,Christoforou,for,PPE,112623,5236
6600,Clune,for,PPE,112623,6600
6929,Colin-Oesterlé,for,PPE,112623,6929
5981,van Dalen,for,PPE,112623,5981
5921,Danjean,for,PPE,112623,5921
6345,Deli,for,PPE,112623,6345
5348,Ehler,for,PPE,112623,5348
5983,Estaràs Ferragut,for,PPE,112623,5983
6928,Evren,for,PPE,112623,6928
6068,Fernandes,for,PPE,112623,6068
7108,Fitzgerald,for,PPE,112623,7108
6813,Fourlas,for,PPE,112623,6813
6906,Frankowski,for,PPE,112623,6906
6852,Franssen,for,PPE,112623,6852
6002,Győri,for,PPE,112623,6002
6907,Halicki,for,PPE,112623,6907
6777,Hansen,for,PPE,112623,6777
7035,Hava,for,PPE,112623,7035
6811,Herbst,for,PPE,112623,6811
6534,Hetman,for,PPE,112623,6534
4987,Hortefeux,for,PPE,112623,4987
5952,Hübner,for,PPE,112623,5952
5945,Jahr,for,PPE,112623,5945
6910,Jarubas,for,PPE,112623,6910
7223,Juknevičienė,for,PPE,112623,7223
5944,Kalinowski,for,PPE,112623,5944
6095,Kalniete,for,PPE,112623,6095
7222,Kanev,for,PPE,112623,7222
4669,Karas,for,PPE,112623,4669
6666,Kefalogiannis,for,PPE,112623,6666
5855,Kelly,for,PPE,112623,5855
6805,Kokalari,for,PPE,112623,6805
6918,Kopacz,for,PPE,112623,6918
6001,Kósa,for,PPE,112623,6001
6196,Kovatchev,for,PPE,112623,6196
7226,Kubilius,for,PPE,112623,7226
7080,Kympouropoulos,for,PPE,112623,7080
6662,Kyrtsos,for,PPE,112623,6662
5727,de Lange,for,PPE,112623,5727
6793,Lega,for,PPE,112623,6793
6592,Lenaers,for,PPE,112623,6592
7161,López Gil,for,PPE,112623,7161
5964,Łukacijewska,for,PPE,112623,5964
6855,Lutgen,for,PPE,112623,6855
5245,McGuinness,for,PPE,112623,5245
7218,Maldeikienė,for,PPE,112623,7218
4964,Manders,for,PPE,112623,4964
5646,Marinescu,for,PPE,112623,5646
6096,Mato,for,PPE,112623,6096
6483,Maydell,for,PPE,112623,6483
7224,Mažylis,for,PPE,112623,7224
7051,Meimarakis,for,PPE,112623,7051
6121,Melo,for,PPE,112623,6121
6297,Metsola,for,PPE,112623,6297
7209,Milazzo,for,PPE,112623,7209
5518,Millán Mon,for,PPE,112623,5518
6366,Monteiro de Aguiar,for,PPE,112623,6366
7099,Montserrat,for,PPE,112623,7099
6368,Morano,for,PPE,112623,6368
6825,Mortler,for,PPE,112623,6825
6436,Mureşan,for,PPE,112623,6436
6332,Niedermayer,for,PPE,112623,6332
7255,Nistor,for,PPE,112623,7255
5413,Novak,for,PPE,112623,5413
7120,Pereira Lídia,for,PPE,112623,7120
5788,Pietikäinen,for,PPE,112623,5788
6335,Polčák,for,PPE,112623,6335
6803,Polfjärd,for,PPE,112623,6803
6750,Radtke,for,PPE,112623,6750
6072,Rangel,for,PPE,112623,6072
6370,Sander,for,PPE,112623,6370
5345,Schwab,for,PPE,112623,5345
6823,Seekatz,for,PPE,112623,6823
6941,Sikorski,for,PPE,112623,6941
6824,Simon,for,PPE,112623,6824
6790,Skyttedal,for,PPE,112623,6790
6341,Šojdrová,for,PPE,112623,6341
