mepid,mep,result,group,identifier
5682,Ali,for,ALDE,2017-11-16_18.
6400,Auštrevičius,for,ALDE,2017-11-16_18.
6089,Bilbao Barandica,for,ALDE,2017-11-16_18.
5328,Cavada,for,ALDE,2017-11-16_18.
6339,Charanzová,for,ALDE,2017-11-16_18.
4761,Cornillet,for,ALDE,2017-11-16_18.
1060,Deprez,for,ALDE,2017-11-16_18.
6340,Dlabajová,for,ALDE,2017-11-16_18.
6724,Giménez Barbat,for,ALDE,2017-11-16_18.
1793,Goerens,for,ALDE,2017-11-16_18.
5330,Griesbeck,for,ALDE,2017-11-16_18.
6379,Grigule-Pēterse,for,ALDE,2017-11-16_18.
5246,Harkin,for,ALDE,2017-11-16_18.
5681,Hyusmenova,for,ALDE,2017-11-16_18.
5385,in 't Veld,for,ALDE,2017-11-16_18.
6388,Jakovčić,for,ALDE,2017-11-16_18.
6338,Ježek,for,ALDE,2017-11-16_18.
6328,Kallas,for,ALDE,2017-11-16_18.
6504,Kyuchyuk,for,ALDE,2017-11-16_18.
6376,Marinho e Pinto,for,ALDE,2017-11-16_18.
6402,Mazuronis,for,ALDE,2017-11-16_18.
5857,Michel,for,ALDE,2017-11-16_18.
6690,Mihaylova,for,ALDE,2017-11-16_18.
6626,van Miltenburg,for,ALDE,2017-11-16_18.
6631,Mlinar,for,ALDE,2017-11-16_18.
6500,Müller,for,ALDE,2017-11-16_18.
6614,Nart,for,ALDE,2017-11-16_18.
5997,Nicolai,for,ALDE,2017-11-16_18.
6705,Paet,for,ALDE,2017-11-16_18.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-11-16_18.
6510,Petersen,for,ALDE,2017-11-16_18.
6266,Radoš,for,ALDE,2017-11-16_18.
4676,Ries,for,ALDE,2017-11-16_18.
6056,Riquet,for,ALDE,2017-11-16_18.
6154,Rochefort,for,ALDE,2017-11-16_18.
5890,Rohde,for,ALDE,2017-11-16_18.
6100,Schaake,for,ALDE,2017-11-16_18.
6722,Selimovic,for,ALDE,2017-11-16_18.
5435,Takkula,for,ALDE,2017-11-16_18.
6337,Telička,for,ALDE,2017-11-16_18.
6331,Toom,for,ALDE,2017-11-16_18.
5879,Uspaskich,for,ALDE,2017-11-16_18.
6151,Vajgl,for,ALDE,2017-11-16_18.
6710,Vautmans,for,ALDE,2017-11-16_18.
5770,Weber Renate,for,ALDE,2017-11-16_18.
6729,Wierinck,for,ALDE,2017-11-16_18.
5864,Wikström,for,ALDE,2017-11-16_18.
6514,Karlsson,for,ECR,2017-11-16_18.
5996,Macovei,for,ECR,2017-11-16_18.
6667,Marias,for,ECR,2017-11-16_18.
5207,Theocharous,for,ECR,2017-11-16_18.
6468,Adinolfi,for,EFDD,2017-11-16_18.
6445,Agea,for,EFDD,2017-11-16_18.
6480,Aiuto,for,EFDD,2017-11-16_18.
6411,Beghin,for,EFDD,2017-11-16_18.
6374,Bergeron,for,EFDD,2017-11-16_18.
6430,Borrelli,for,EFDD,2017-11-16_18.
6446,Castaldo,for,EFDD,2017-11-16_18.
6494,Corrao,for,EFDD,2017-11-16_18.
6472,D'Amato,for,EFDD,2017-11-16_18.
6384,D'Ornano,for,EFDD,2017-11-16_18.
6413,Evi,for,EFDD,2017-11-16_18.
6470,Ferrara,for,EFDD,2017-11-16_18.
