mepid,name,result,eugroup,identifier,vote_id
6864,Bourgeois,for,ECR,122496,6864
6866,Kanko,for,ECR,122496,6866
6683,Van Overtveldt,for,ECR,122496,6683
7089,Arvanitis,for,GUE/NGL,122496,7089
6926,Aubry,for,GUE/NGL,122496,6926
7072,Barrena Arza,for,GUE/NGL,122496,7072
6604,Björk,for,GUE/NGL,122496,6604
6914,Bompard,for,GUE/NGL,122496,6914
6873,Botenga,for,GUE/NGL,122496,6873
6922,Chaibi,for,GUE/NGL,122496,6922
7113,Daly,for,GUE/NGL,122496,7113
6865,Demirel,for,GUE/NGL,122496,6865
6024,Ernst,for,GUE/NGL,122496,6024
6597,Flanagan,for,GUE/NGL,122496,6597
6815,Georgiou,for,GUE/NGL,122496,6815
7204,Georgoulis,for,GUE/NGL,122496,7204
7133,Gusmão,for,GUE/NGL,122496,7133
6628,Hazekamp,for,GUE/NGL,122496,6628
6814,Kizilyürek,for,GUE/NGL,122496,6814
7126,Kokkalis,for,GUE/NGL,122496,7126
6713,Kouloglou,for,GUE/NGL,122496,6713
7087,Kountoura,for,GUE/NGL,122496,7087
7279,MacManus,for,GUE/NGL,122496,7279
5992,Matias,for,GUE/NGL,122496,5992
6354,Maurel,for,GUE/NGL,122496,6354
6310,Michels,for,GUE/NGL,122496,6310
7190,Modig,for,GUE/NGL,122496,7190
6250,Omarjee,for,GUE/NGL,122496,6250
5596,Papadimoulis,for,GUE/NGL,122496,5596
6920,Pelletier,for,GUE/NGL,122496,6920
7213,Pineda,for,GUE/NGL,122496,7213
7069,Rego,for,GUE/NGL,122496,7069
7169,Rodríguez Palop,for,GUE/NGL,122496,7169
6758,Schirdewan,for,GUE/NGL,122496,6758
5837,Scholz,for,GUE/NGL,122496,5837
6715,Urbán Crespo,for,GUE/NGL,122496,6715
7212,Villanueva Ruiz,for,GUE/NGL,122496,7212
6961,Villumsen,for,GUE/NGL,122496,6961
7202,Wallace,for,GUE/NGL,122496,7202
7258,Comín i Oliveres,for,NI,122496,7258
6494,Corrao,for,Verts/ALE,122496,6494
6472,D'Amato,for,Verts/ALE,122496,6472
6413,Evi,for,Verts/ALE,122496,6413
6470,Ferrara,for,NI,122496,6470
7243,Gyöngyösi,for,NI,122496,7243
7123,Konstantinou,for,NI,122496,7123
6482,Pedicini,for,Verts/ALE,122496,6482
7276,Ponsatí Obiols,for,NI,122496,7276
7257,Puigdemont i Casamajó,for,NI,122496,7257
7242,Sinčić,for,NI,122496,7242
6471,Sonneborn,for,NI,122496,6471
5952,Hübner,for,PPE,122496,5952
6335,Polčák,for,PPE,122496,6335
5949,Thun und Hohenstein,for,PPE,122496,5949
7153,Wiezik,for,PPE,122496,7153
6978,Cseh,for,Renew,122496,6978
6987,Donáth,for,Renew,122496,6987
7154,Hojsík,for,Renew,122496,7154
5385,in  't Veld,for,Renew,122496,5385
6957,Melchior,for,Renew,122496,6957
6510,Petersen,for,Renew,122496,6510
7235,Rafaela,for,Renew,122496,7235
7152,Šimečka,for,Renew,122496,7152
7254,Angel,for,S&D,122496,7254
6553,Arena,for,S&D,122496,6553
6831,Barley,for,S&D,122496,6831
6264,Borzan,for,S&D,122496,6264
6838,Burkhardt,for,S&D,122496,6838
7030,Cerdas,for,S&D,122496,7030
6955,Fuglsang,for,S&D,122496,6955
6686,Kaili,for,S&D,122496,6686
6418,Nica,for,S&D,122496,6418
5713,Schaldemose,for,S&D,122496,5713
5624,Tarabella,for,S&D,122496,5624
7251,Vind,for,S&D,122496,7251
6735,Wölken,for,S&D,122496,6735
5924,Alfonsi,for,Verts/ALE,122496,5924
6845,Andresen,for,Verts/ALE,122496,6845
5291,Auken,for,Verts/ALE,122496,5291
6905,Biteau,for,Verts/ALE,122496,6905
6846,Bloss,for,Verts/ALE,122496,6846
6837,Boeselager,for,Verts/ALE,122496,6837
6829,Breyer,for,Verts/ALE,122496,6829
6867,Bricmont,for,Verts/ALE,122496,6867
5913,Bütikofer,for,Verts/ALE,122496,5913
6964,Carême,for,Verts/ALE,122496,6964
6847,Cavazzini,for,Verts/ALE,122496,6847
6897,Cormand,for,Verts/ALE,122496,6897
7043,Cuffe,for,Verts/ALE,122496,7043
6730,Dalunde,for,Verts/ALE,122496,6730
6924,Delbos-Corfield,for,Verts/ALE,122496,6924
6040,Delli,for,Verts/ALE,122496,6040
6850,Deparnay-Grunenberg,for,Verts/ALE,122496,6850
5899,Eickhout,for,Verts/ALE,122496,5899
6775,Franz,for,Verts/ALE,122496,6775
6851,Freund,for,Verts/ALE,122496,6851
6853,Geese,for,Verts/ALE,122496,6853
5904,Giegold,for,Verts/ALE,122496,5904
6942,Gregorová,for,Verts/ALE,122496,6942
7274,Gruffat,for,Verts/ALE,122496,7274
7034,Guerreiro,for,Verts/ALE,122496,7034
6854,Hahn Henrike,for,Verts/ALE,122496,6854
5926,Häusling,for,Verts/ALE,122496,5926
4535,Hautala,for,Verts/ALE,122496,4535
6856,Herzberger-Fofana,for,Verts/ALE,122496,6856
6797,Holmgren,for,Verts/ALE,122496,6797
5914,Jadot,for,Verts/ALE,122496,5914
7220,Jakeliūnas,for,Verts/ALE,122496,7220
5908,Keller Ska,for,Verts/ALE,122496,5908
6939,Kolaja,for,Verts/ALE,122496,6939
6795,Kuhnke,for,Verts/ALE,122496,6795
6857,Lagodinsky,for,Verts/ALE,122496,6857
5838,Lamberts,for,Verts/ALE,122496,5838
6858,Langensiepen,for,Verts/ALE,122496,6858
6859,Marquardt,for,Verts/ALE,122496,6859
7281,Matthieu,for,Verts/ALE,122496,7281
6776,Metz,for,Verts/ALE,122496,6776
6861,Neumann,for,Verts/ALE,122496,6861
6862,Nienaß,for,Verts/ALE,122496,6862
