mepid,name,result,eugroup,identifier
4978,Berlato,for,ECR,124576
5112,Bielan,for,ECR,124576
6895,Brudziński,for,ECR,124576
5490,Czarnecki,for,ECR,124576
7150,Ďuriš Nicholsonová,for,ECR,124576
6511,Dzhambazki,for,ECR,124576
5982,Fidanza,for,ECR,124576
6998,Fiocchi,for,ECR,124576
4880,Fitto,for,ECR,124576
5472,Fotyga,for,ECR,124576
7250,Fragkos,for,ECR,124576
6834,Geuking,for,ECR,124576
6909,Jaki,for,ECR,124576
6911,Jurgiel,for,ECR,124576
6525,Karski,for,ECR,124576
6913,Kloc,for,ECR,124576
6923,Kopcińska,for,ECR,124576
6530,Krasnodębski,for,ECR,124576
6925,Kruk,for,ECR,124576
5507,Kuźmiuk,for,ECR,124576
5969,Legutko,for,ECR,124576
6931,Mazurek,for,ECR,124576
7173,Melbārde,for,ECR,124576
6934,Możdżanowska,for,ECR,124576
5974,Poręba,for,ECR,124576
7205,Procaccini,for,ECR,124576
6937,Rafalska,for,ECR,124576
6938,Rzońca,for,ECR,124576
5416,Saryusz-Wolski,for,ECR,124576
7231,Slabakov,for,ECR,124576
7210,Stancanelli,for,ECR,124576
6946,Szydło,for,ECR,124576
7265,Tarczyński,for,ECR,124576
6952,Tobiszowski,for,ECR,124576
5878,Tomaševski,for,ECR,124576
6300,Tomašić,for,ECR,124576
5892,Tošenovský,for,ECR,124576
6930,Vondra,for,ECR,124576
6945,Vrecionová,for,ECR,124576
6956,Waszczykowski,for,ECR,124576
6515,Wiśniewska,for,ECR,124576
5052,Zahradil,for,ECR,124576
6962,Zalewska,for,ECR,124576
5598,Zīle,for,ECR,124576
6522,Złotowski,for,ECR,124576
7089,Arvanitis,for,GUE/NGL,124576
6926,Aubry,for,GUE/NGL,124576
7072,Barrena Arza,for,GUE/NGL,124576
6604,Björk,for,GUE/NGL,124576
6914,Bompard,for,GUE/NGL,124576
6873,Botenga,for,GUE/NGL,124576
6922,Chaibi,for,GUE/NGL,124576
7113,Daly,for,GUE/NGL,124576
6865,Demirel,for,GUE/NGL,124576
6024,Ernst,for,GUE/NGL,124576
5886,Ferreira,for,GUE/NGL,124576
6597,Flanagan,for,GUE/NGL,124576
6815,Georgiou,for,GUE/NGL,124576
7204,Georgoulis,for,GUE/NGL,124576
7133,Gusmão,for,GUE/NGL,124576
6628,Hazekamp,for,GUE/NGL,124576
6814,Kizilyürek,for,GUE/NGL,124576
7126,Kokkalis,for,GUE/NGL,124576
5039,Konečná,for,GUE/NGL,124576
6713,Kouloglou,for,GUE/NGL,124576
7087,Kountoura,for,GUE/NGL,124576
5992,Matias,for,GUE/NGL,124576
6354,Maurel,for,GUE/NGL,124576
6310,Michels,for,GUE/NGL,124576
7190,Modig,for,GUE/NGL,124576
6250,Omarjee,for,GUE/NGL,124576
5596,Papadimoulis,for,GUE/NGL,124576
6920,Pelletier,for,GUE/NGL,124576
7138,Pereira Sandra,for,GUE/NGL,124576
7213,Pineda,for,GUE/NGL,124576
7069,Rego,for,GUE/NGL,124576
7169,Rodríguez Palop,for,GUE/NGL,124576
6758,Schirdewan,for,GUE/NGL,124576
