mepid,mep,result,group,identifier
6407,Arthuis,for,ALDE,53187
6400,Auštrevičius,for,ALDE,53187
6110,Bearder,for,ALDE,53187
6646,Becerra Basterrechea,for,ALDE,53187
6089,Bilbao Barandica,for,ALDE,53187
6708,Calvet Chambon,for,ALDE,53187
5328,Cavada,for,ALDE,53187
6339,Charanzová,for,ALDE,53187
6226,De Backer,for,ALDE,53187
1060,Deprez,for,ALDE,53187
4758,de Sarnez,for,ALDE,53187
6439,Diaconu,for,ALDE,53187
6340,Dlabajová,for,ALDE,53187
6679,Faria,for,ALDE,53187
6601,Federley,for,ALDE,53187
6098,Gerbrandy,for,ALDE,53187
6658,Girauta Vidal,for,ALDE,53187
1793,Goerens,for,ALDE,53187
6169,Goulard,for,ALDE,53187
5330,Griesbeck,for,ALDE,53187
6397,Guoga,for,ALDE,53187
5246,Harkin,for,ALDE,53187
5681,Hyusmenova,for,ALDE,53187
5385,in 't Veld,for,ALDE,53187
5433,Jäätteenmäki,for,ALDE,53187
6388,Jakovčić,for,ALDE,53187
6338,Ježek,for,ALDE,53187
6328,Kallas,for,ALDE,53187
6504,Kyuchyuk,for,ALDE,53187
5362,Lambsdorff,for,ALDE,53187
6376,Marinho e Pinto,for,ALDE,53187
6645,Maura Barandiarán,for,ALDE,53187
6041,Meissner,for,ALDE,53187
5857,Michel,for,ALDE,53187
6690,Mihaylova,for,ALDE,53187
6626,van Miltenburg,for,ALDE,53187
6631,Mlinar,for,ALDE,53187
6500,Müller,for,ALDE,53187
6614,Nart,for,ALDE,53187
5997,Nicolai,for,ALDE,53187
6705,Paet,for,ALDE,53187
6644,Pagazaurtundúa Ruiz,for,ALDE,53187
4693,Paulsen,for,ALDE,53187
6510,Petersen,for,ALDE,53187
6266,Radoš,for,ALDE,53187
4676,Ries,for,ALDE,53187
6056,Riquet,for,ALDE,53187
6154,Rochefort,for,ALDE,53187
5890,Rohde,for,ALDE,53187
6100,Schaake,for,ALDE,53187
5435,Takkula,for,ALDE,53187
6337,Telička,for,ALDE,53187
6042,Theurer,for,ALDE,53187
6331,Toom,for,ALDE,53187
6281,Torvalds,for,ALDE,53187
6181,Tremosa i Balcells,for,ALDE,53187
5879,Uspaskich,for,ALDE,53187
6151,Vajgl,for,ALDE,53187
6710,Vautmans,for,ALDE,53187
4550,Väyrynen,for,ALDE,53187
6159,Verhofstadt,for,ALDE,53187
5770,Weber Renate,for,ALDE,53187
5864,Wikström,for,ALDE,53187
5262,Ashworth,for,ECR,53187
6574,Bashir,for,ECR,53187
4911,Belder,for,ECR,53187
6081,Campbell Bannerman,for,ECR,53187
5490,Czarnecki,for,ECR,53187
5981,van Dalen,for,ECR,53187
6712,Dalton,for,ECR,53187
6291,Demesmaeker,for,ECR,53187
6516,Dohrmann,for,ECR,53187
6579,Duncan,for,ECR,53187
6511,Dzhambazki,for,ECR,53187
6104,Ford,for,ECR,53187
4957,Foster,for,ECR,53187
5472,Fotyga,for,ECR,53187
6112,Fox,for,ECR,53187
6452,Gericke,for,ECR,53187
6111,Girling,for,ECR,53187
6539,Gosiewska,for,ECR,53187
5963,Gróbarczyk,for,ECR,53187
6358,Halla-aho,for,ECR,53187
4959,Hannan,for,ECR,53187
6460,Henkel,for,ECR,53187
6520,Jackiewicz,for,ECR,53187
6531,Jurek,for,ECR,53187
5630,Kamall,for,ECR,53187
5563,Karim,for,ECR,53187
6514,Karlsson,for,ECR,53187
6525,Karski,for,ECR,53187
4946,Kirkhope,for,ECR,53187
6461,Kölmel,for,ECR,53187
6530,Krasnodębski,for,ECR,53187
5507,Kuźmiuk,for,ECR,53187
5969,Legutko,for,ECR,53187
6561,Lewer,for,ECR,53187
6704,Loones,for,ECR,53187
6457,Lucke,for,ECR,53187
6087,McClarkin,for,ECR,53187
6234,McIntyre,for,ECR,53187
5851,Messerschmidt,for,ECR,53187
6536,Ożóg,for,ECR,53187
5460,Piotrowski,for,ECR,53187
5974,Poręba,for,ECR,53187
6467,Pretzell,for,ECR,53187
6718,Ruohonen-Lerner,for,ECR,53187
6545,Škripek,for,ECR,53187
6464,Starbatty,for,ECR,53187
6682,Stevens,for,ECR,53187
6462,von Storch,for,ECR,53187
6088,Swinburne,for,ECR,53187
4925,Tannock,for,ECR,53187
5878,Tomaševski,for,ECR,53187
6300,Tomašić,for,ECR,53187
5892,Tošenovský,for,ECR,53187
5113,Ujazdowski,for,ECR,53187
6711,Van Bossuyt,for,ECR,53187
6513,Vistisen,for,ECR,53187
6515,Wiśniewska,for,ECR,53187
5052,Zahradil,for,ECR,53187
5598,Zīle,for,ECR,53187
6540,Žitňanská,for,ECR,53187
6522,Złotowski,for,ECR,53187
6431,Affronte,for,EFDD,53187
6445,Agea,for,EFDD,53187
6480,Aiuto,for,EFDD,53187
6411,Beghin,for,EFDD,53187
6374,Bergeron,for,EFDD,53187
6430,Borrelli,for,EFDD,53187
6446,Castaldo,for,EFDD,53187
6494,Corrao,for,EFDD,53187
6472,D'Amato,for,EFDD,53187
6413,Evi,for,EFDD,53187
