mepid,name,result,eugroup,identifier
6864,Bourgeois,for,ECR,117090
7151,Jurzyca,for,ECR,117090
6866,Kanko,for,ECR,117090
7157,Ruissen,for,ECR,117090
6683,Van Overtveldt,for,ECR,117090
7089,Arvanitis,for,GUE/NGL,117090
7072,Barrena Arza,for,GUE/NGL,117090
6865,Demirel,for,GUE/NGL,117090
6024,Ernst,for,GUE/NGL,117090
5886,Ferreira,for,GUE/NGL,117090
6597,Flanagan,for,GUE/NGL,117090
6815,Georgiou,for,GUE/NGL,117090
7204,Georgoulis,for,GUE/NGL,117090
7133,Gusmão,for,GUE/NGL,117090
6628,Hazekamp,for,GUE/NGL,117090
6814,Kizilyürek,for,GUE/NGL,117090
7126,Kokkalis,for,GUE/NGL,117090
6713,Kouloglou,for,GUE/NGL,117090
7087,Kountoura,for,GUE/NGL,117090
5992,Matias,for,GUE/NGL,117090
6310,Michels,for,GUE/NGL,117090
7190,Modig,for,GUE/NGL,117090
5596,Papadimoulis,for,GUE/NGL,117090
7138,Pereira Sandra,for,GUE/NGL,117090
7213,Pineda,for,GUE/NGL,117090
7069,Rego,for,GUE/NGL,117090
7169,Rodríguez Palop,for,GUE/NGL,117090
6758,Schirdewan,for,GUE/NGL,117090
5837,Scholz,for,GUE/NGL,117090
6715,Urbán Crespo,for,GUE/NGL,117090
7212,Villanueva Ruiz,for,GUE/NGL,117090
6960,Kofod,for,ID,117090
6832,Buschmann,for,NI,117090
7258,Comín i Oliveres,for,NI,117090
7243,Gyöngyösi,for,NI,117090
6836,Kolakušić,for,NI,117090
7123,Konstantinou,for,NI,117090
7276,Ponsatí Obiols,for,NI,117090
7257,Puigdemont i Casamajó,for,NI,117090
7242,Sinčić,for,NI,117090
6471,Sonneborn,for,NI,117090
6883,Adamowicz,for,PPE,117090
6755,Ademov,for,PPE,117090
7219,Alexandrov Yordanov,for,PPE,117090
7129,Amaro,for,PPE,117090
5980,Arias Echeverría,for,PPE,117090
6594,Arimont,for,PPE,117090
6885,Arłukowicz,for,PPE,117090
7083,Asimakopoulou,for,PPE,117090
7060,Băsescu,for,PPE,117090
6927,Bellamy,for,PPE,117090
7067,Benjumea Benjumea,for,PPE,117090
6807,Bentele,for,PPE,117090
7162,Berendsen,for,PPE,117090
6809,Berger,for,PPE,117090
7037,Bernhuber,for,PPE,117090
7026,Blaga,for,PPE,117090
7025,Bogdan,for,PPE,117090
6613,Bogovič,for,PPE,117090
6617,Buda,for,PPE,117090
5729,Buşoi,for,PPE,117090
5388,Buzek,for,PPE,117090
6039,Carvalho,for,PPE,117090
5252,Casa,for,PPE,117090
5341,Caspary,for,PPE,117090
5508,del Castillo Vera,for,PPE,117090
5236,Christoforou,for,PPE,117090
6600,Clune,for,PPE,117090
6929,Colin-Oesterlé,for,PPE,117090
5981,van Dalen,for,PPE,117090
5921,Danjean,for,PPE,117090
6762,Didier,for,PPE,117090
6870,Doleschal,for,PPE,117090
6903,Duda,for,PPE,117090
6810,Düpont,for,PPE,117090
5348,Ehler,for,PPE,117090
5983,Estaràs Ferragut,for,PPE,117090
6928,Evren,for,PPE,117090
7038,Falcă,for,PPE,117090
3833,Ferber,for,PPE,117090
6068,Fernandes,for,PPE,117090
7108,Fitzgerald,for,PPE,117090
6813,Fourlas,for,PPE,117090
6906,Frankowski,for,PPE,117090
6852,Franssen,for,PPE,117090
4659,Gahler,for,PPE,117090
3980,García-Margallo y Marfil,for,PPE,117090
7253,Glavak,for,PPE,117090
6632,González Pons,for,PPE,117090
6907,Halicki,for,PPE,117090
6777,Hansen,for,PPE,117090
7035,Hava,for,PPE,117090
6811,Herbst,for,PPE,117090
6534,Hetman,for,PPE,117090
5953,Hohlmeier,for,PPE,117090
4987,Hortefeux,for,PPE,117090
5952,Hübner,for,PPE,117090
5945,Jahr,for,PPE,117090
6910,Jarubas,for,PPE,117090
7223,Juknevičienė,for,PPE,117090
5944,Kalinowski,for,PPE,117090
6095,Kalniete,for,PPE,117090
7222,Kanev,for,PPE,117090
4669,Karas,for,PPE,117090
6666,Kefalogiannis,for,PPE,117090
5855,Kelly,for,PPE,117090
6805,Kokalari,for,PPE,117090
6918,Kopacz,for,PPE,117090
6196,Kovatchev,for,PPE,117090
7226,Kubilius,for,PPE,117090
7080,Kympouropoulos,for,PPE,117090
6662,Kyrtsos,for,PPE,117090
5727,de Lange,for,PPE,117090
6793,Lega,for,PPE,117090
6592,Lenaers,for,PPE,117090
5105,Lewandowski,for,PPE,117090
3855,Liese,for,PPE,117090
6442,Lins,for,PPE,117090
7161,López Gil,for,PPE,117090
5517,López-Istúriz White,for,PPE,117090
5964,Łukacijewska,for,PPE,117090
6855,Lutgen,for,PPE,117090
6440,McAllister,for,PPE,117090
5245,McGuinness,for,PPE,117090
7218,Maldeikienė,for,PPE,117090
4964,Manders,for,PPE,117090
6761,Mandl,for,PPE,117090
5646,Marinescu,for,PPE,117090
6096,Mato,for,PPE,117090
6483,Maydell,for,PPE,117090
7224,Mažylis,for,PPE,117090
7051,Meimarakis,for,PPE,117090
6121,Melo,for,PPE,117090
6297,Metsola,for,PPE,117090
5518,Millán Mon,for,PPE,117090
6366,Monteiro de Aguiar,for,PPE,117090
7099,Montserrat,for,PPE,117090
6368,Morano,for,PPE,117090
6825,Mortler,for,PPE,117090
7036,Motreanu,for,PPE,117090
6436,Mureşan,for,PPE,117090
4712,Niebler,for,PPE,117090
6332,Niedermayer,for,PPE,117090
5413,Novak,for,PPE,117090
6935,Ochojska,for,PPE,117090
5407,Olbrycht,for,PPE,117090
6819,Peeters,for,PPE,117090
7120,Pereira Lídia,for,PPE,117090
5346,Pieper,for,PPE,117090
5788,Pietikäinen,for,PPE,117090
6803,Polfjärd,for,PPE,117090
7149,Pollák,for,PPE,117090
6750,Radtke,for,PPE,117090
6072,Rangel,for,PPE,117090
6812,Ressler,for,PPE,117090
7266,Sagartz,for,PPE,117090
6370,Sander,for,PPE,117090
6259,Sarvamaa,for,PPE,117090
7045,Schmiedtbauer,for,PPE,117090
6821,Schneider,for,PPE,117090
6636,Schreijer-Pierik,for,PPE,117090
5345,Schwab,for,PPE,117090
6823,Seekatz,for,PPE,117090
6941,Sikorski,for,PPE,117090
6824,Simon,for,PPE,117090
6790,Skyttedal,for,PPE,117090
6816,Sokol,for,PPE,117090
6663,Spyraki,for,PPE,117090
7277,Terras,for,PPE,117090
7056,Thaler,for,PPE,117090
6801,Tobé,for,PPE,117090
7061,Tomac,for,PPE,117090
6681,Tomc,for,PPE,117090
5600,Vaidere,for,PPE,117090
5930,Verheyen,for,PPE,117090
7062,Vincze,for,PPE,117090
6356,Virkkunen,for,PPE,117090
5934,Voss,for,PPE,117090
6664,Vozemberg-Vrionidi,for,PPE,117090
7233,Walsh,for,PPE,117090
6827,Walsmann,for,PPE,117090
6804,Warborn,for,PPE,117090
5351,Weber,for,PPE,117090
6908,Weiss,for,PPE,117090
4643,Wieland,for,PPE,117090
7153,Wiezik,for,PPE,117090
5782,Winkler,for,PPE,117090
7041,Winzig,for,PPE,117090
