mepid,name,result,eugroup,identifier
4959,Hannan,for,ECR,111811
7192,Longworth,for,ECR,111811
6608,Lundgren,for,ECR,111811
6234,McIntyre,for,ECR,111811
7173,Melbārde,for,ECR,111811
6752,Mobarik,for,ECR,111811
7157,Ruissen,for,ECR,111811
6798,Stegrud,for,ECR,111811
4917,Van Orden,for,ECR,111811
6808,Weimers,for,ECR,111811
5598,Zīle,for,ECR,111811
5039,Konečná,for,GUE/NGL,111811
7079,Androuët,for,ID,111811
6988,Bardella,for,ID,111811
6394,Bay,for,ID,111811
7068,Beigneux,for,ID,111811
6405,Bilde,for,ID,111811
7076,Bruna,for,ID,111811
7071,Collard,for,ID,111811
7019,Griset,for,ID,111811
6989,Hakkarainen,for,ID,111811
6986,Huhtasaari,for,ID,111811
6404,Jalkh,for,ID,111811
6751,Jamet,for,ID,111811
7017,Joron,for,ID,111811
6990,Laporte,for,ID,111811
6372,Lebreton,for,ID,111811
7074,Lechanteux,for,ID,111811
7013,Mariani,for,ID,111811
6399,Mélin,for,ID,111811
7075,Olivier,for,ID,111811
7020,Pirbakas,for,ID,111811
7006,Rivière,for,ID,111811
7078,Rougé,for,ID,111811
6748,Bullock,for,NI,111811
7144,Daubney,for,NI,111811
7118,De Lucy,for,NI,111811
4929,Farage,for,NI,111811
7096,Fox,for,NI,111811
6584,Gill Nathan,for,NI,111811
7031,Habib,for,NI,111811
6993,Heaver,for,NI,111811
7136,Jordan,for,NI,111811
6836,Kolakušić,for,NI,111811
7143,Lowe,for,NI,111811
7092,Monteith,for,NI,111811
6995,Mummery,for,NI,111811
7100,Overgaard Nielsen,for,NI,111811
7011,Patten,for,NI,111811
7101,Phillips Alexandra Lesley,for,NI,111811
7198,Pugh,for,NI,111811
7115,Rowland,for,NI,111811
7093,Tennant,for,NI,111811
6991,Tice,for,NI,111811
7141,Wells,for,NI,111811
7127,Widdecombe,for,NI,111811
6755,Ademov,for,PPE,111811
7219,Alexandrov Yordanov,for,PPE,111811
7129,Amaro,for,PPE,111811
5980,Arias Echeverría,for,PPE,111811
6885,Arłukowicz,for,PPE,111811
7083,Asimakopoulou,for,PPE,111811
7060,Băsescu,for,PPE,111811
6927,Bellamy,for,PPE,111811
7067,Benjumea Benjumea,for,PPE,111811
6807,Bentele,for,PPE,111811
6809,Berger,for,PPE,111811
7037,Bernhuber,for,PPE,111811
7155,Bilčík,for,PPE,111811
7026,Blaga,for,PPE,111811
6343,Bocskor,for,PPE,111811
7025,Bogdan,for,PPE,111811
6613,Bogovič,for,PPE,111811
6617,Buda,for,PPE,111811
5729,Buşoi,for,PPE,111811
5388,Buzek,for,PPE,111811
6039,Carvalho,for,PPE,111811
5252,Casa,for,PPE,111811
5341,Caspary,for,PPE,111811
5508,del Castillo Vera,for,PPE,111811
5236,Christoforou,for,PPE,111811
6929,Colin-Oesterlé,for,PPE,111811
5921,Danjean,for,PPE,111811
6345,Deli,for,PPE,111811
5998,Deutsch,for,PPE,111811
6762,Didier,for,PPE,111811
6870,Doleschal,for,PPE,111811
5960,Dorfmann,for,PPE,111811
6903,Duda,for,PPE,111811
6810,Düpont,for,PPE,111811
5348,Ehler,for,PPE,111811
