mepid,mep,result,group,identifier
6110,Bearder,for,ALDE,2017-10-25_81.
6646,Becerra Basterrechea,for,ALDE,2017-10-25_81.
6089,Bilbao Barandica,for,ALDE,2017-10-25_81.
6098,Gerbrandy,for,ALDE,2017-10-25_81.
6724,Giménez Barbat,for,ALDE,2017-10-25_81.
5246,Harkin,for,ALDE,2017-10-25_81.
5385,in 't Veld,for,ALDE,2017-10-25_81.
6388,Jakovčić,for,ALDE,2017-10-25_81.
6376,Marinho e Pinto,for,ALDE,2017-10-25_81.
6626,van Miltenburg,for,ALDE,2017-10-25_81.
6631,Mlinar,for,ALDE,2017-10-25_81.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-10-25_81.
5435,Takkula,for,ALDE,2017-10-25_81.
6181,Tremosa i Balcells,for,ALDE,2017-10-25_81.
5490,Czarnecki,for,ECR,2017-10-25_81.
6719,Czesak,for,ECR,2017-10-25_81.
5981,van Dalen,for,ECR,2017-10-25_81.
6291,Demesmaeker,for,ECR,2017-10-25_81.
6516,Dohrmann,for,ECR,2017-10-25_81.
5472,Fotyga,for,ECR,2017-10-25_81.
6539,Gosiewska,for,ECR,2017-10-25_81.
6725,Hoc,for,ECR,2017-10-25_81.
6531,Jurek,for,ECR,2017-10-25_81.
6514,Karlsson,for,ECR,2017-10-25_81.
6525,Karski,for,ECR,2017-10-25_81.
6726,Kłosowski,for,ECR,2017-10-25_81.
6530,Krasnodębski,for,ECR,2017-10-25_81.
5453,Krupa,for,ECR,2017-10-25_81.
5507,Kuźmiuk,for,ECR,2017-10-25_81.
5969,Legutko,for,ECR,2017-10-25_81.
6704,Loones,for,ECR,2017-10-25_81.
6667,Marias,for,ECR,2017-10-25_81.
5851,Messerschmidt,for,ECR,2017-10-25_81.
6536,Ożóg,for,ECR,2017-10-25_81.
6512,Piecha,for,ECR,2017-10-25_81.
5460,Piotrowski,for,ECR,2017-10-25_81.
5974,Poręba,for,ECR,2017-10-25_81.
6718,Ruohonen-Lerner,for,ECR,2017-10-25_81.
6682,Stevens,for,ECR,2017-10-25_81.
5878,Tomaševski,for,ECR,2017-10-25_81.
5892,Tošenovský,for,ECR,2017-10-25_81.
6711,Van Bossuyt,for,ECR,2017-10-25_81.
6513,Vistisen,for,ECR,2017-10-25_81.
6515,Wiśniewska,for,ECR,2017-10-25_81.
5052,Zahradil,for,ECR,2017-10-25_81.
6522,Złotowski,for,ECR,2017-10-25_81.
6468,Adinolfi,for,EFDD,2017-10-25_81.
6066,Agnew,for,EFDD,2017-10-25_81.
6480,Aiuto,for,EFDD,2017-10-25_81.
6559,Aker,for,EFDD,2017-10-25_81.
6577,Arnott,for,EFDD,2017-10-25_81.
5567,Batten,for,EFDD,2017-10-25_81.
6374,Bergeron,for,EFDD,2017-10-25_81.
6430,Borrelli,for,EFDD,2017-10-25_81.
6748,Bullock,for,EFDD,2017-10-25_81.
6590,Carver,for,EFDD,2017-10-25_81.
6446,Castaldo,for,EFDD,2017-10-25_81.
6586,Coburn,for,EFDD,2017-10-25_81.
6573,Collins,for,EFDD,2017-10-25_81.
6494,Corrao,for,EFDD,2017-10-25_81.
6384,D'Ornano,for,EFDD,2017-10-25_81.
6569,Etheridge,for,EFDD,2017-10-25_81.
6413,Evi,for,EFDD,2017-10-25_81.
6470,Ferrara,for,EFDD,2017-10-25_81.
6558,Finch,for,EFDD,2017-10-25_81.
6584,Gill Nathan,for,EFDD,2017-10-25_81.
6575,Hookem,for,EFDD,2017-10-25_81.
6608,Lundgren,for,EFDD,2017-10-25_81.
6497,Moi,for,EFDD,2017-10-25_81.
6403,Montel,for,EFDD,2017-10-25_81.
5977,Nuttall,for,EFDD,2017-10-25_81.
6557,O'Flynn,for,EFDD,2017-10-25_81.
6563,Parker,for,EFDD,2017-10-25_81.
6482,Pedicini,for,EFDD,2017-10-25_81.
6474,Philippot,for,EFDD,2017-10-25_81.
6564,Reid,for,EFDD,2017-10-25_81.
6412,Valli,for,EFDD,2017-10-25_81.
6607,Winberg,for,EFDD,2017-10-25_81.
6593,Annemans,for,ENF,2017-10-25_81.
6382,Arnautu,for,ENF,2017-10-25_81.
6394,Bay,for,ENF,2017-10-25_81.
6405,Bilde,for,ENF,2017-10-25_81.
6179,Bizzotto,for,ENF,2017-10-25_81.
5010,Borghezio,for,ENF,2017-10-25_81.
6391,Briois,for,ENF,2017-10-25_81.
6731,Ciocca,for,ENF,2017-10-25_81.
6401,Ferrand,for,ENF,2017-10-25_81.
6132,Fontana,for,ENF,2017-10-25_81.
6450,Goddyn,for,ENF,2017-10-25_81.
6404,Jalkh,for,ENF,2017-10-25_81.
