mepid,name,result,eugroup,identifier
7150,Ďuriš Nicholsonová,for,ECR,117296
7151,Jurzyca,for,ECR,117296
7157,Ruissen,for,ECR,117296
7089,Arvanitis,for,GUE/NGL,117296
6926,Aubry,for,GUE/NGL,117296
7072,Barrena Arza,for,GUE/NGL,117296
6914,Bompard,for,GUE/NGL,117296
6873,Botenga,for,GUE/NGL,117296
6922,Chaibi,for,GUE/NGL,117296
7113,Daly,for,GUE/NGL,117296
6865,Demirel,for,GUE/NGL,117296
6024,Ernst,for,GUE/NGL,117296
5886,Ferreira,for,GUE/NGL,117296
6597,Flanagan,for,GUE/NGL,117296
6815,Georgiou,for,GUE/NGL,117296
7204,Georgoulis,for,GUE/NGL,117296
7133,Gusmão,for,GUE/NGL,117296
6628,Hazekamp,for,GUE/NGL,117296
6814,Kizilyürek,for,GUE/NGL,117296
7126,Kokkalis,for,GUE/NGL,117296
5039,Konečná,for,GUE/NGL,117296
6713,Kouloglou,for,GUE/NGL,117296
7087,Kountoura,for,GUE/NGL,117296
7279,MacManus,for,GUE/NGL,117296
5992,Matias,for,GUE/NGL,117296
6354,Maurel,for,GUE/NGL,117296
6310,Michels,for,GUE/NGL,117296
7190,Modig,for,GUE/NGL,117296
6250,Omarjee,for,GUE/NGL,117296
5596,Papadimoulis,for,GUE/NGL,117296
6920,Pelletier,for,GUE/NGL,117296
7138,Pereira Sandra,for,GUE/NGL,117296
7213,Pineda,for,GUE/NGL,117296
7069,Rego,for,GUE/NGL,117296
7169,Rodríguez Palop,for,GUE/NGL,117296
6758,Schirdewan,for,GUE/NGL,117296
5837,Scholz,for,GUE/NGL,117296
6715,Urbán Crespo,for,GUE/NGL,117296
7212,Villanueva Ruiz,for,GUE/NGL,117296
6961,Villumsen,for,GUE/NGL,117296
7246,Haider,for,ID,117296
6960,Kofod,for,ID,117296
6886,Madison,for,ID,117296
6627,Mayer,for,ID,117296
6610,Vilimsky,for,ID,117296
6468,Adinolfi Isabella,for,NI,117296
6411,Beghin,for,NI,117296
6832,Buschmann,for,NI,117296
6446,Castaldo,for,NI,117296
7258,Comín i Oliveres,for,NI,117296
6494,Corrao,for,Verts/ALE,117296
6472,D'Amato,for,Verts/ALE,117296
6413,Evi,for,Verts/ALE,117296
6470,Ferrara,for,NI,117296
7180,Furore,for,NI,117296
7179,Gemma,for,NI,117296
7189,Giarrusso,for,NI,117296
7243,Gyöngyösi,for,NI,117296
7123,Konstantinou,for,NI,117296
6482,Pedicini,for,Verts/ALE,117296
7010,Pignedoli,for,NI,117296
7276,Ponsatí Obiols,for,NI,117296
7257,Puigdemont i Casamajó,for,NI,117296
7177,Rondinelli,for,NI,117296
7278,Rookmaker,for,NI,117296
6471,Sonneborn,for,NI,117296
6695,Zullo,for,NI,117296
6883,Adamowicz,for,PPE,117296
6755,Ademov,for,PPE,117296
7219,Alexandrov Yordanov,for,PPE,117296
7129,Amaro,for,PPE,117296
5980,Arias Echeverría,for,PPE,117296
6594,Arimont,for,PPE,117296
6885,Arłukowicz,for,PPE,117296
7083,Asimakopoulou,for,PPE,117296
7060,Băsescu,for,PPE,117296
6927,Bellamy,for,PPE,117296
7067,Benjumea Benjumea,for,PPE,117296
6807,Bentele,for,PPE,117296
7162,Berendsen,for,PPE,117296
6809,Berger,for,PPE,117296
4806,Berlusconi,for,PPE,117296
7037,Bernhuber,for,PPE,117296
7155,Bilčík,for,PPE,117296
7026,Blaga,for,PPE,117296
6343,Bocskor,for,PPE,117296
7025,Bogdan,for,PPE,117296
6613,Bogovič,for,PPE,117296
6617,Buda,for,PPE,117296
5729,Buşoi,for,PPE,117296
5388,Buzek,for,PPE,117296
6039,Carvalho,for,PPE,117296
5252,Casa,for,PPE,117296
5341,Caspary,for,PPE,117296
5508,del Castillo Vera,for,PPE,117296
5236,Christoforou,for,PPE,117296
6600,Clune,for,PPE,117296
6929,Colin-Oesterlé,for,PPE,117296
5981,van Dalen,for,PPE,117296
5921,Danjean,for,PPE,117296
7261,De Meo,for,PPE,117296
6345,Deli,for,PPE,117296
5998,Deutsch,for,PPE,117296
6762,Didier,for,PPE,117296
6870,Doleschal,for,PPE,117296
5960,Dorfmann,for,PPE,117296
6903,Duda,for,PPE,117296
6810,Düpont,for,PPE,117296
5348,Ehler,for,PPE,117296
5983,Estaràs Ferragut,for,PPE,117296
6928,Evren,for,PPE,117296
7038,Falcă,for,PPE,117296
3833,Ferber,for,PPE,117296
6068,Fernandes,for,PPE,117296
7108,Fitzgerald,for,PPE,117296
6813,Fourlas,for,PPE,117296
6906,Frankowski,for,PPE,117296
6852,Franssen,for,PPE,117296
4659,Gahler,for,PPE,117296
5280,Gál,for,PPE,117296
3980,García-Margallo y Marfil,for,PPE,117296
6441,Gieseke,for,PPE,117296
7253,Glavak,for,PPE,117296
6632,González Pons,for,PPE,117296
6002,Győri,for,PPE,117296
5138,Gyürk,for,PPE,117296
6907,Halicki,for,PPE,117296
6777,Hansen,for,PPE,117296
7035,Hava,for,PPE,117296
6811,Herbst,for,PPE,117296
6534,Hetman,for,PPE,117296
6318,Hidvéghi,for,PPE,117296
5953,Hohlmeier,for,PPE,117296
6346,Hölvényi,for,PPE,117296
4987,Hortefeux,for,PPE,117296
5952,Hübner,for,PPE,117296
5945,Jahr,for,PPE,117296
5271,Járóka,for,PPE,117296
6910,Jarubas,for,PPE,117296
7223,Juknevičienė,for,PPE,117296
5944,Kalinowski,for,PPE,117296
6095,Kalniete,for,PPE,117296
7222,Kanev,for,PPE,117296
4669,Karas,for,PPE,117296
6666,Kefalogiannis,for,PPE,117296
5855,Kelly,for,PPE,117296
6805,Kokalari,for,PPE,117296
6918,Kopacz,for,PPE,117296
6001,Kósa,for,PPE,117296
6196,Kovatchev,for,PPE,117296
7226,Kubilius,for,PPE,117296
7080,Kympouropoulos,for,PPE,117296
6662,Kyrtsos,for,PPE,117296
5727,de Lange,for,PPE,117296
6793,Lega,for,PPE,117296
6592,Lenaers,for,PPE,117296
5105,Lewandowski,for,PPE,117296
7264,Lexmann,for,PPE,117296
3855,Liese,for,PPE,117296
6442,Lins,for,PPE,117296
7161,López Gil,for,PPE,117296
5517,López-Istúriz White,for,PPE,117296
5964,Łukacijewska,for,PPE,117296
6855,Lutgen,for,PPE,117296
6440,McAllister,for,PPE,117296
5245,McGuinness,for,PPE,117296
7218,Maldeikienė,for,PPE,117296
4964,Manders,for,PPE,117296
6761,Mandl,for,PPE,117296
5646,Marinescu,for,PPE,117296
6465,Martusciello,for,PPE,117296
6096,Mato,for,PPE,117296
6483,Maydell,for,PPE,117296
7224,Mažylis,for,PPE,117296
7051,Meimarakis,for,PPE,117296
6121,Melo,for,PPE,117296
6297,Metsola,for,PPE,117296
7209,Milazzo,for,PPE,117296
5518,Millán Mon,for,PPE,117296
6366,Monteiro de Aguiar,for,PPE,117296
7099,Montserrat,for,PPE,117296
6368,Morano,for,PPE,117296
6825,Mortler,for,PPE,117296
7036,Motreanu,for,PPE,117296
6436,Mureşan,for,PPE,117296
4712,Niebler,for,PPE,117296
6332,Niedermayer,for,PPE,117296
7255,Nistor,for,PPE,117296
5413,Novak,for,PPE,117296
6709,Novakov,for,PPE,117296
6935,Ochojska,for,PPE,117296
5407,Olbrycht,for,PPE,117296
5702,Patriciello,for,PPE,117296
6819,Peeters,for,PPE,117296
7120,Pereira Lídia,for,PPE,117296
5346,Pieper,for,PPE,117296
5788,Pietikäinen,for,PPE,117296
6335,Polčák,for,PPE,117296
