mepid,name,result,eugroup,identifier
7244,Aguilar,for,ECR,122293
4978,Berlato,for,ECR,122293
5112,Bielan,for,ECR,122293
6864,Bourgeois,for,ECR,122293
6895,Brudziński,for,ECR,122293
7214,Buxadé Villalba,for,ECR,122293
5490,Czarnecki,for,ECR,122293
7270,de la Pisa Carrión,for,ECR,122293
7150,Ďuriš Nicholsonová,for,ECR,122293
6511,Dzhambazki,for,ECR,122293
6167,Eppink,for,ECR,122293
5982,Fidanza,for,ECR,122293
6998,Fiocchi,for,ECR,122293
4880,Fitto,for,ECR,122293
5472,Fotyga,for,ECR,122293
7250,Fragkos,for,ECR,122293
6834,Geuking,for,ECR,122293
6909,Jaki,for,ECR,122293
6911,Jurgiel,for,ECR,122293
7151,Jurzyca,for,ECR,122293
6866,Kanko,for,ECR,122293
6525,Karski,for,ECR,122293
6912,Kempa,for,ECR,122293
6913,Kloc,for,ECR,122293
6923,Kopcińska,for,ECR,122293
6530,Krasnodębski,for,ECR,122293
6925,Kruk,for,ECR,122293
5507,Kuźmiuk,for,ECR,122293
5969,Legutko,for,ECR,122293
6931,Mazurek,for,ECR,122293
7173,Melbārde,for,ECR,122293
6934,Możdżanowska,for,ECR,122293
5974,Poręba,for,ECR,122293
7205,Procaccini,for,ECR,122293
6937,Rafalska,for,ECR,122293
7160,Rooken,for,ECR,122293
7097,Roos,for,ECR,122293
7157,Ruissen,for,ECR,122293
6938,Rzońca,for,ECR,122293
5416,Saryusz-Wolski,for,ECR,122293
7231,Slabakov,for,ECR,122293
7210,Stancanelli,for,ECR,122293
6946,Szydło,for,ECR,122293
7265,Tarczyński,for,ECR,122293
7044,Terheş,for,ECR,122293
7216,Tertsch,for,ECR,122293
6952,Tobiszowski,for,ECR,122293
5878,Tomaševski,for,ECR,122293
6300,Tomašić,for,ECR,122293
5892,Tošenovský,for,ECR,122293
6683,Van Overtveldt,for,ECR,122293
6930,Vondra,for,ECR,122293
6945,Vrecionová,for,ECR,122293
6956,Waszczykowski,for,ECR,122293
6515,Wiśniewska,for,ECR,122293
5052,Zahradil,for,ECR,122293
6962,Zalewska,for,ECR,122293
5598,Zīle,for,ECR,122293
6522,Złotowski,for,ECR,122293
7089,Arvanitis,for,GUE/NGL,122293
6926,Aubry,for,GUE/NGL,122293
7072,Barrena Arza,for,GUE/NGL,122293
6604,Björk,for,GUE/NGL,122293
6914,Bompard,for,GUE/NGL,122293
6873,Botenga,for,GUE/NGL,122293
6922,Chaibi,for,GUE/NGL,122293
7113,Daly,for,GUE/NGL,122293
6865,Demirel,for,GUE/NGL,122293
6024,Ernst,for,GUE/NGL,122293
