mepid,mep,result,group,identifier
5682,Ali,for,ALDE,79203
6400,Auštrevičius,for,ALDE,79203
6097,van Baalen,for,ALDE,79203
6110,Bearder,for,ALDE,79203
6646,Becerra Basterrechea,for,ALDE,79203
6089,Bilbao Barandica,for,ALDE,79203
6708,Calvet Chambon,for,ALDE,79203
5328,Cavada,for,ALDE,79203
6339,Charanzová,for,ALDE,79203
1060,Deprez,for,ALDE,79203
4758,de Sarnez,for,ALDE,79203
6439,Diaconu,for,ALDE,79203
6340,Dlabajová,for,ALDE,79203
6601,Federley,for,ALDE,79203
6098,Gerbrandy,for,ALDE,79203
6724,Giménez Barbat,for,ALDE,79203
1793,Goerens,for,ALDE,79203
6169,Goulard,for,ALDE,79203
5330,Griesbeck,for,ALDE,79203
6379,Grigule,for,ALDE,79203
5246,Harkin,for,ALDE,79203
6622,Huitema,for,ALDE,79203
5681,Hyusmenova,for,ALDE,79203
5385,in 't Veld,for,ALDE,79203
5433,Jäätteenmäki,for,ALDE,79203
6388,Jakovčić,for,ALDE,79203
6338,Ježek,for,ALDE,79203
6328,Kallas,for,ALDE,79203
5362,Lambsdorff,for,ALDE,79203
5889,Løkkegaard,for,ALDE,79203
6376,Marinho e Pinto,for,ALDE,79203
6402,Mazuronis,for,ALDE,79203
6041,Meissner,for,ALDE,79203
5857,Michel,for,ALDE,79203
6690,Mihaylova,for,ALDE,79203
6626,van Miltenburg,for,ALDE,79203
6631,Mlinar,for,ALDE,79203
6500,Müller,for,ALDE,79203
6614,Nart,for,ALDE,79203
5997,Nicolai,for,ALDE,79203
6621,van Nieuwenhuizen,for,ALDE,79203
6705,Paet,for,ALDE,79203
6644,Pagazaurtundúa Ruiz,for,ALDE,79203
6510,Petersen,for,ALDE,79203
6728,Punset,for,ALDE,79203
6266,Radoš,for,ALDE,79203
4676,Ries,for,ALDE,79203
6056,Riquet,for,ALDE,79203
6154,Rochefort,for,ALDE,79203
5890,Rohde,for,ALDE,79203
6100,Schaake,for,ALDE,79203
6722,Selimovic,for,ALDE,79203
5435,Takkula,for,ALDE,79203
6337,Telička,for,ALDE,79203
6042,Theurer,for,ALDE,79203
6331,Toom,for,ALDE,79203
6281,Torvalds,for,ALDE,79203
6181,Tremosa i Balcells,for,ALDE,79203
6151,Vajgl,for,ALDE,79203
6710,Vautmans,for,ALDE,79203
4550,Väyrynen,for,ALDE,79203
6159,Verhofstadt,for,ALDE,79203
5770,Weber Renate,for,ALDE,79203
6729,Wierinck,for,ALDE,79203
5864,Wikström,for,ALDE,79203
5490,Czarnecki,for,ECR,79203
6719,Czesak,for,ECR,79203
5472,Fotyga,for,ECR,79203
6539,Gosiewska,for,ECR,79203
6725,Hoc,for,ECR,79203
6531,Jurek,for,ECR,79203
6525,Karski,for,ECR,79203
6726,Kłosowski,for,ECR,79203
6530,Krasnodębski,for,ECR,79203
5453,Krupa,for,ECR,79203
5507,Kuźmiuk,for,ECR,79203
5969,Legutko,for,ECR,79203
5996,Macovei,for,ECR,79203
6536,Ożóg,for,ECR,79203
6512,Piecha,for,ECR,79203
5460,Piotrowski,for,ECR,79203
5974,Poręba,for,ECR,79203
5878,Tomaševski,for,ECR,79203
6300,Tomašić,for,ECR,79203
5113,Ujazdowski,for,ECR,79203
6515,Wiśniewska,for,ECR,79203
5598,Zīle,for,ECR,79203
6522,Złotowski,for,ECR,79203
5875,Paksas,for,EFDD,79203
5849,Morvai,for,NI,79203
5416,Saryusz-Wolski,for,NI,79203
6471,Sonneborn,for,NI,79203
6498,Soru,for,NI,79203
6602,Adaktusson,for,PPE,79203
1340,Alliot-Marie,for,PPE,79203
5395,Andrikienė,for,PPE,79203
6594,Arimont,for,PPE,79203
4742,Ayuso,for,PPE,79203
6191,Bach,for,PPE,79203
6135,Balz,for,PPE,79203
6216,Becker,for,PPE,79203
5377,Belet,for,PPE,79203
6343,Bocskor,for,PPE,79203
1507,Böge,for,PPE,79203
6613,Bogovič,for,PPE,79203
6535,Boni,for,PPE,79203
1278,Brok,for,PPE,79203
6617,Buda,for,PPE,79203
5729,Buşoi,for,PPE,79203
5388,Buzek,for,PPE,79203
6021,Cadec,for,PPE,79203
5928,van de Camp,for,PPE,79203
5252,Casa,for,PPE,79203
5341,Caspary,for,PPE,79203
5508,del Castillo Vera,for,PPE,79203
5554,Cesa,for,PPE,79203
5236,Christoforou,for,PPE,79203
6492,Cicu,for,PPE,79203
6406,Cirio,for,PPE,79203
6600,Clune,for,PPE,79203
3800,Coelho,for,PPE,79203
6273,Collin-Langen,for,PPE,79203
5948,Comi,for,PPE,79203
6587,Comodini Cachia,for,PPE,79203
5861,Corazza Bildt,for,PPE,79203
6548,Csáky,for,PPE,79203
5921,Danjean,for,PPE,79203
6194,Dantin,for,PPE,79203
6364,Delahaye,for,PPE,79203
6345,Deli,for,PPE,79203
5350,Deß,for,PPE,79203
5515,Díaz de Mera García Consuegra,for,PPE,79203
5960,Dorfmann,for,PPE,79203
5348,Ehler,for,PPE,79203
6047,Engel,for,PPE,79203
5983,Estaràs Ferragut,for,PPE,79203
6679,Faria,for,PPE,79203
3833,Ferber,for,PPE,79203
6068,Fernandes,for,PPE,79203
5903,Fisas Ayxelà,for,PPE,79203
5256,Fjellner,for,PPE,79203
1508,Florenz,for,PPE,79203
6020,Gabriel,for,PPE,79203
4659,Gahler,for,PPE,79203
5280,Gál,for,PPE,79203
6202,Gáll-Pelcz,for,PPE,79203
6615,Gambús,for,PPE,79203
5803,Gardini,for,PPE,79203
6441,Gieseke,for,PPE,79203
6632,González Pons,for,PPE,79203
5511,de Grandes Pascual,for,PPE,79203
5342,Gräßle,for,PPE,79203
4032,Grossetête,for,PPE,79203
5109,Grzyb,for,PPE,79203
6397,Guoga,for,PPE,79203
5138,Gyürk,for,PPE,79203
6596,Hayes,for,PPE,79203
5018,Herranz García,for,PPE,79203
6534,Hetman,for,PPE,79203
5953,Hohlmeier,for,PPE,79203
5254,Hökmark,for,PPE,79203
6346,Hölvényi,for,PPE,79203
4987,Hortefeux,for,PPE,79203
5952,Hübner,for,PPE,79203
5516,Iturgaiz,for,PPE,79203
5945,Jahr,for,PPE,79203
5954,Jazłowiecka,for,PPE,79203
5978,Jiménez-Becerril Barrio,for,PPE,79203
6360,Joulaud,for,PPE,79203
6055,Juvin,for,PPE,79203
5944,Kalinowski,for,PPE,79203
6095,Kalniete,for,PPE,79203
4669,Karas,for,PPE,79203
6070,Kariņš,for,PPE,79203
6666,Kefalogiannis,for,PPE,79203
5542,Kelam,for,PPE,79203
5855,Kelly,for,PPE,79203
3759,Koch,for,PPE,79203
6053,Köstinger,for,PPE,79203
6196,Kovatchev,for,PPE,79203
6527,Kozłowska-Rajewicz,for,PPE,79203
5403,Kudrycka,for,PPE,79203
5940,Kuhn,for,PPE,79203
5840,Kukan,for,PPE,79203
6662,Kyrtsos,for,PPE,79203
1350,Lamassoure,for,PPE,79203
5727,de Lange,for,PPE,79203
3856,Langen,for,PPE,79203
5988,La Via,for,PPE,79203
6363,Lavrilleux,for,PPE,79203
6200,Le Grip,for,PPE,79203
6592,Lenaers,for,PPE,79203
5105,Lewandowski,for,PPE,79203
3855,Liese,for,PPE,79203
6442,Lins,for,PPE,79203
5938,Lope Fontagné,for,PPE,79203
5517,López-Istúriz White,for,PPE,79203
5964,Łukacijewska,for,PPE,79203
6440,McAllister,for,PPE,79203
5245,McGuinness,for,PPE,79203
6303,Maletić,for,PPE,79203
6245,Malinov,for,PPE,79203
5774,Mănescu,for,PPE,79203
