mepid,mep,result,group,identifier
5682,Ali,for,ALDE,98869
6407,Arthuis,for,ALDE,98869
6400,Auštrevičius,for,ALDE,98869
6110,Bearder,for,ALDE,98869
6646,Becerra Basterrechea,for,ALDE,98869
6089,Bilbao Barandica,for,ALDE,98869
6708,Calvet Chambon,for,ALDE,98869
5328,Cavada,for,ALDE,98869
6339,Charanzová,for,ALDE,98869
6340,Dlabajová,for,ALDE,98869
6601,Federley,for,ALDE,98869
6724,Giménez Barbat,for,ALDE,98869
1793,Goerens,for,ALDE,98869
6779,Gräzin,for,ALDE,98869
5330,Griesbeck,for,ALDE,98869
6379,Grigule-Pēterse,for,ALDE,98869
5246,Harkin,for,ALDE,98869
6043,Hirsch,for,ALDE,98869
6622,Huitema,for,ALDE,98869
5681,Hyusmenova,for,ALDE,98869
5385,in 't Veld,for,ALDE,98869
5433,Jäätteenmäki,for,ALDE,98869
6338,Ježek,for,ALDE,98869
6766,Katainen,for,ALDE,98869
5364,Klinz,for,ALDE,98869
6504,Kyuchyuk,for,ALDE,98869
6376,Marinho e Pinto,for,ALDE,98869
6402,Mazuronis,for,ALDE,98869
6041,Meissner,for,ALDE,98869
5857,Michel,for,ALDE,98869
6690,Mihaylova,for,ALDE,98869
6626,van Miltenburg,for,ALDE,98869
6631,Mlinar,for,ALDE,98869
6500,Müller,for,ALDE,98869
6760,Nagtegaal,for,ALDE,98869
6614,Nart,for,ALDE,98869
5997,Nicolai,for,ALDE,98869
6705,Paet,for,ALDE,98869
6644,Pagazaurtundúa Ruiz,for,ALDE,98869
6510,Petersen,for,ALDE,98869
6728,Punset,for,ALDE,98869
6266,Radoš,for,ALDE,98869
4676,Ries,for,ALDE,98869
6056,Riquet,for,ALDE,98869
6154,Rochefort,for,ALDE,98869
5890,Rohde,for,ALDE,98869
6100,Schaake,for,ALDE,98869
6722,Selimovic,for,ALDE,98869
6337,Telička,for,ALDE,98869
6331,Toom,for,ALDE,98869
6281,Torvalds,for,ALDE,98869
6181,Tremosa i Balcells,for,ALDE,98869
5879,Uspaskich,for,ALDE,98869
6151,Vajgl,for,ALDE,98869
6710,Vautmans,for,ALDE,98869
6774,Vehkaperä,for,ALDE,98869
6159,Verhofstadt,for,ALDE,98869
5770,Weber Renate,for,ALDE,98869
6729,Wierinck,for,ALDE,98869
6574,Bashir,for,ECR,98869
4911,Belder,for,ECR,98869
6081,Campbell Bannerman,for,ECR,98869
5490,Czarnecki,for,ECR,98869
6719,Czesak,for,ECR,98869
5981,van Dalen,for,ECR,98869
6712,Dalton,for,ECR,98869
6291,Demesmaeker,for,ECR,98869
6516,Dohrmann,for,ECR,98869
6511,Dzhambazki,for,ECR,98869
4880,Fitto,for,ECR,98869
6743,Flack,for,ECR,98869
4957,Foster,for,ECR,98869
6452,Gericke,for,ECR,98869
6539,Gosiewska,for,ECR,98869
4959,Hannan,for,ECR,98869
6460,Henkel,for,ECR,98869
6725,Hoc,for,ECR,98869
6531,Jurek,for,ECR,98869
5630,Kamall,for,ECR,98869
5563,Karim,for,ECR,98869
6525,Karski,for,ECR,98869
6726,Kłosowski,for,ECR,98869
6461,Kölmel,for,ECR,98869
6530,Krasnodębski,for,ECR,98869
5453,Krupa,for,ECR,98869
5507,Kuźmiuk,for,ECR,98869
5969,Legutko,for,ECR,98869
6457,Lucke,for,ECR,98869
6608,Lundgren,for,ECR,98869
6087,McClarkin,for,ECR,98869
6234,McIntyre,for,ECR,98869
5996,Macovei,for,ECR,98869
6667,Marias,for,ECR,98869
6742,Matthews,for,ECR,98869
6721,Maullu,for,ECR,98869
5851,Messerschmidt,for,ECR,98869
6752,Mobarik,for,ECR,98869
1230,Nicholson,for,ECR,98869
6782,Packet,for,ECR,98869
6512,Piecha,for,ECR,98869
5460,Piotrowski,for,ECR,98869
5974,Poręba,for,ECR,98869
6736,Procter,for,ECR,98869
6426,Rebega,for,ECR,98869
6718,Ruohonen-Lerner,for,ECR,98869
6428,Sernagiotto,for,ECR,98869
6545,Škripek,for,ECR,98869
6464,Starbatty,for,ECR,98869
6682,Stevens,for,ECR,98869
6088,Swinburne,for,ECR,98869
4925,Tannock,for,ECR,98869
5207,Theocharous,for,ECR,98869
5878,Tomaševski,for,ECR,98869
6300,Tomašić,for,ECR,98869
5892,Tošenovský,for,ECR,98869
6466,Trebesius,for,ECR,98869
