mepid,name,result,eugroup,identifier
6167,Eppink,for,ECR,116533
6608,Lundgren,for,ECR,116533
7160,Rooken,for,ECR,116533
7097,Roos,for,ECR,116533
7157,Ruissen,for,ECR,116533
6798,Stegrud,for,ECR,116533
5892,Tošenovský,for,ECR,116533
6930,Vondra,for,ECR,116533
6945,Vrecionová,for,ECR,116533
6808,Weimers,for,ECR,116533
5052,Zahradil,for,ECR,116533
6628,Hazekamp,for,GUE/NGL,116533
7212,Villanueva Ruiz,for,GUE/NGL,116533
6872,Anderson,for,ID,116533
7079,Androuët,for,ID,116533
6593,Annemans,for,ID,116533
6988,Bardella,for,ID,116533
6394,Bay,for,ID,116533
6874,Beck,for,ID,116533
7068,Beigneux,for,ID,116533
6875,Berg,for,ID,116533
6405,Bilde,for,ID,116533
7076,Bruna,for,ID,116533
6876,Buchheit,for,ID,116533
7071,Collard,for,ID,116533
6949,David,for,ID,116533
6869,De Man,for,ID,116533
6877,Fest,for,ID,116533
7018,Garraud,for,ID,116533
6630,de Graaff,for,ID,116533
7019,Griset,for,ID,116533
7246,Haider,for,ID,116533
6989,Hakkarainen,for,ID,116533
6986,Huhtasaari,for,ID,116533
6404,Jalkh,for,ID,116533
6751,Jamet,for,ID,116533
7017,Joron,for,ID,116533
7016,Juvin,for,ID,116533
6960,Kofod,for,ID,116533
6878,Krah,for,ID,116533
6879,Kuhs,for,ID,116533
7275,Lacapelle,for,ID,116533
6990,Laporte,for,ID,116533
6372,Lebreton,for,ID,116533
7074,Lechanteux,for,ID,116533
6880,Limmer,for,ID,116533
6886,Madison,for,ID,116533
7013,Mariani,for,ID,116533
6627,Mayer,for,ID,116533
6399,Mélin,for,ID,116533
6759,Meuthen,for,ID,116533
7075,Olivier,for,ID,116533
7020,Pirbakas,for,ID,116533
6881,Reil,for,ID,116533
7006,Rivière,for,ID,116533
7078,Rougé,for,ID,116533
7234,Vandendriessche,for,ID,116533
6610,Vilimsky,for,ID,116533
6882,Zimniok,for,ID,116533
7123,Konstantinou,for,NI,116533
7116,Nikolaou-Alavanos,for,NI,116533
6676,Papadakis Kostas,for,NI,116533
7278,Rookmaker,for,NI,116533
7147,Uhrík,for,NI,116533
6793,Lega,for,PPE,116533
6790,Skyttedal,for,PPE,116533
6828,Eroglu,for,Renew,116533
6500,Müller,for,Renew,116533
7244,Aguilar,against,ECR,116533
4978,Berlato,against,ECR,116533
5112,Bielan,against,ECR,116533
6864,Bourgeois,against,ECR,116533
6895,Brudziński,against,ECR,116533
7214,Buxadé Villalba,against,ECR,116533
5490,Czarnecki,against,ECR,116533
7270,de la Pisa Carrión,against,ECR,116533
7150,Ďuriš Nicholsonová,against,ECR,116533
6511,Dzhambazki,against,ECR,116533
5982,Fidanza,against,ECR,116533
6998,Fiocchi,against,ECR,116533
4880,Fitto,against,ECR,116533
5472,Fotyga,against,ECR,116533
7250,Fragkos,against,ECR,116533
6834,Geuking,against,ECR,116533
6909,Jaki,against,ECR,116533
6911,Jurgiel,against,ECR,116533
7151,Jurzyca,against,ECR,116533
6866,Kanko,against,ECR,116533
6525,Karski,against,ECR,116533
6912,Kempa,against,ECR,116533
6913,Kloc,against,ECR,116533
6923,Kopcińska,against,ECR,116533
6530,Krasnodębski,against,ECR,116533
6925,Kruk,against,ECR,116533
5507,Kuźmiuk,against,ECR,116533
5969,Legutko,against,ECR,116533
6931,Mazurek,against,ECR,116533
7173,Melbārde,against,ECR,116533
6934,Możdżanowska,against,ECR,116533
5974,Poręba,against,ECR,116533
7205,Procaccini,against,ECR,116533
6937,Rafalska,against,ECR,116533
6938,Rzońca,against,ECR,116533
5416,Saryusz-Wolski,against,ECR,116533
7231,Slabakov,against,ECR,116533
7210,Stancanelli,against,ECR,116533
6946,Szydło,against,ECR,116533
7265,Tarczyński,against,ECR,116533
7216,Tertsch,against,ECR,116533
6952,Tobiszowski,against,ECR,116533
5878,Tomaševski,against,ECR,116533
6300,Tomašić,against,ECR,116533
