mepid,name,result,eugroup,identifier,vote_id
7244,Aguilar,for,ECR,111838,7244
5112,Bielan,for,ECR,111838,5112
6864,Bourgeois,for,ECR,111838,6864
6895,Brudziński,for,ECR,111838,6895
7214,Buxadé Villalba,for,ECR,111838,7214
5490,Czarnecki,for,ECR,111838,5490
7150,Ďuriš Nicholsonová,for,ECR,111838,7150
6511,Dzhambazki,for,ECR,111838,6511
6167,Eppink,for,ECR,111838,6167
5982,Fidanza,for,ECR,111838,5982
6998,Fiocchi,for,ECR,111838,6998
4880,Fitto,for,ECR,111838,4880
5472,Fotyga,for,ECR,111838,5472
7250,Fragkos,for,ECR,111838,7250
6834,Geuking,for,ECR,111838,6834
4959,Hannan,for,ECR,111838,4959
7194,Harris,for,ECR,111838,7194
6909,Jaki,for,ECR,111838,6909
6911,Jurgiel,for,ECR,111838,6911
7151,Jurzyca,for,ECR,111838,7151
6866,Kanko,for,ECR,111838,6866
6525,Karski,for,ECR,111838,6525
6912,Kempa,for,ECR,111838,6912
6913,Kloc,for,ECR,111838,6913
6923,Kopcińska,for,ECR,111838,6923
6530,Krasnodębski,for,ECR,111838,6530
6925,Kruk,for,ECR,111838,6925
5507,Kuźmiuk,for,ECR,111838,5507
5969,Legutko,for,ECR,111838,5969
7192,Longworth,for,ECR,111838,7192
6234,McIntyre,for,ECR,111838,6234
6931,Mazurek,for,ECR,111838,6931
7173,Melbārde,for,ECR,111838,7173
6752,Mobarik,for,ECR,111838,6752
6934,Możdżanowska,for,ECR,111838,6934
5974,Poręba,for,ECR,111838,5974
7205,Procaccini,for,ECR,111838,7205
6937,Rafalska,for,ECR,111838,6937
7160,Rooken,for,ECR,111838,7160
7097,Roos,for,ECR,111838,7097
7157,Ruissen,for,ECR,111838,7157
6938,Rzońca,for,ECR,111838,6938
7231,Slabakov,for,ECR,111838,7231
7210,Stancanelli,for,ECR,111838,7210
6946,Szydło,for,ECR,111838,6946
7216,Tertsch,for,ECR,111838,7216
6952,Tobiszowski,for,ECR,111838,6952
5878,Tomaševski,for,ECR,111838,5878
6300,Tomašić,for,ECR,111838,6300
5892,Tošenovský,for,ECR,111838,5892
4917,Van Orden,for,ECR,111838,4917
6683,Van Overtveldt,for,ECR,111838,6683
6930,Vondra,for,ECR,111838,6930
6945,Vrecionová,for,ECR,111838,6945
6956,Waszczykowski,for,ECR,111838,6956
6515,Wiśniewska,for,ECR,111838,6515
5052,Zahradil,for,ECR,111838,5052
6962,Zalewska,for,ECR,111838,6962
5598,Zīle,for,ECR,111838,5598
6522,Złotowski,for,ECR,111838,6522
6597,Flanagan,for,GUE/NGL,111838,6597
7246,Haider,for,ID,111838,7246
6960,Kofod,for,ID,111838,6960
6627,Mayer,for,ID,111838,6627
6610,Vilimsky,for,ID,111838,6610
6468,Adinolfi Isabella,for,NI,111838,6468
6411,Beghin,for,NI,111838,6411
6446,Castaldo,for,NI,111838,6446
7258,Comín i Oliveres,for,NI,111838,7258
6494,Corrao,for,Verts/ALE,111838,6494
6472,D'Amato,for,Verts/ALE,111838,6472
6413,Evi,for,Verts/ALE,111838,6413
6470,Ferrara,for,NI,111838,6470
7180,Furore,for,NI,111838,7180
7179,Gemma,for,NI,111838,7179
7189,Giarrusso,for,NI,111838,7189
6836,Kolakušić,for,NI,111838,6836
6482,Pedicini,for,Verts/ALE,111838,6482
7010,Pignedoli,for,NI,111838,7010
7257,Puigdemont i Casamajó,for,NI,111838,7257
7148,Radačovský,for,NI,111838,7148
7177,Rondinelli,for,NI,111838,7177
6695,Zullo,for,NI,111838,6695
6755,Ademov,for,PPE,111838,6755
7219,Alexandrov Yordanov,for,PPE,111838,7219
7129,Amaro,for,PPE,111838,7129
5980,Arias Echeverría,for,PPE,111838,5980
6594,Arimont,for,PPE,111838,6594
6885,Arłukowicz,for,PPE,111838,6885
7083,Asimakopoulou,for,PPE,111838,7083
7060,Băsescu,for,PPE,111838,7060
6927,Bellamy,for,PPE,111838,6927
7067,Benjumea Benjumea,for,PPE,111838,7067
6807,Bentele,for,PPE,111838,6807
7037,Bernhuber,for,PPE,111838,7037
7155,Bilčík,for,PPE,111838,7155
7026,Blaga,for,PPE,111838,7026
6343,Bocskor,for,PPE,111838,6343
7025,Bogdan,for,PPE,111838,7025
6613,Bogovič,for,PPE,111838,6613
6617,Buda,for,PPE,111838,6617
5729,Buşoi,for,PPE,111838,5729
5388,Buzek,for,PPE,111838,5388
6039,Carvalho,for,PPE,111838,6039
5252,Casa,for,PPE,111838,5252
5341,Caspary,for,PPE,111838,5341
5508,del Castillo Vera,for,PPE,111838,5508
5236,Christoforou,for,PPE,111838,5236
6929,Colin-Oesterlé,for,PPE,111838,6929
5981,van Dalen,for,PPE,111838,5981
5921,Danjean,for,PPE,111838,5921
6345,Deli,for,PPE,111838,6345
5998,Deutsch,for,PPE,111838,5998
6762,Didier,for,PPE,111838,6762
6870,Doleschal,for,PPE,111838,6870
5960,Dorfmann,for,PPE,111838,5960
6903,Duda,for,PPE,111838,6903
6810,Düpont,for,PPE,111838,6810
5348,Ehler,for,PPE,111838,5348
5983,Estaràs Ferragut,for,PPE,111838,5983
7038,Falcă,for,PPE,111838,7038
3833,Ferber,for,PPE,111838,3833
6068,Fernandes,for,PPE,111838,6068
7108,Fitzgerald,for,PPE,111838,7108
6813,Fourlas,for,PPE,111838,6813
6906,Frankowski,for,PPE,111838,6906
6852,Franssen,for,PPE,111838,6852
4659,Gahler,for,PPE,111838,4659
5280,Gál,for,PPE,111838,5280
3980,García-Margallo y Marfil,for,PPE,111838,3980
6441,Gieseke,for,PPE,111838,6441
7253,Glavak,for,PPE,111838,7253
6632,González Pons,for,PPE,111838,6632
6002,Győri,for,PPE,111838,6002
5138,Gyürk,for,PPE,111838,5138
6907,Halicki,for,PPE,111838,6907
6777,Hansen,for,PPE,111838,6777
7035,Hava,for,PPE,111838,7035
6811,Herbst,for,PPE,111838,6811
6534,Hetman,for,PPE,111838,6534
6318,Hidvéghi,for,PPE,111838,6318
5953,Hohlmeier,for,PPE,111838,5953
6346,Hölvényi,for,PPE,111838,6346
4987,Hortefeux,for,PPE,111838,4987
5952,Hübner,for,PPE,111838,5952
5945,Jahr,for,PPE,111838,5945
5271,Járóka,for,PPE,111838,5271
6910,Jarubas,for,PPE,111838,6910
7223,Juknevičienė,for,PPE,111838,7223
5944,Kalinowski,for,PPE,111838,5944
6095,Kalniete,for,PPE,111838,6095
7222,Kanev,for,PPE,111838,7222
4669,Karas,for,PPE,111838,4669
6666,Kefalogiannis,for,PPE,111838,6666
5855,Kelly,for,PPE,111838,5855
6805,Kokalari,for,PPE,111838,6805
6918,Kopacz,for,PPE,111838,6918
7226,Kubilius,for,PPE,111838,7226
7080,Kympouropoulos,for,PPE,111838,7080
6662,Kyrtsos,for,PPE,111838,6662
5727,de Lange,for,PPE,111838,5727
6793,Lega,for,PPE,111838,6793
6592,Lenaers,for,PPE,111838,6592
5105,Lewandowski,for,PPE,111838,5105
3855,Liese,for,PPE,111838,3855
6442,Lins,for,PPE,111838,6442
7161,López Gil,for,PPE,111838,7161
5517,López-Istúriz White,for,PPE,111838,5517
5964,Łukacijewska,for,PPE,111838,5964
6855,Lutgen,for,PPE,111838,6855
6440,McAllister,for,PPE,111838,6440
5245,McGuinness,for,PPE,111838,5245
7218,Maldeikienė,for,PPE,111838,7218
4964,Manders,for,PPE,111838,4964
6761,Mandl,for,PPE,111838,6761
5646,Marinescu,for,PPE,111838,5646
6465,Martusciello,for,PPE,111838,6465
6483,Maydell,for,PPE,111838,6483
7224,Mažylis,for,PPE,111838,7224
7051,Meimarakis,for,PPE,111838,7051
6121,Melo,for,PPE,111838,6121
6297,Metsola,for,PPE,111838,6297
7209,Milazzo,for,PPE,111838,7209
5518,Millán Mon,for,PPE,111838,5518
7099,Montserrat,for,PPE,111838,7099
6368,Morano,for,PPE,111838,6368
6825,Mortler,for,PPE,111838,6825
6436,Mureşan,for,PPE,111838,6436
4712,Niebler,for,PPE,111838,4712
6332,Niedermayer,for,PPE,111838,6332
7255,Nistor,for,PPE,111838,7255
5413,Novak,for,PPE,111838,5413
