mepid,name,result,eugroup,identifier,vote_id
5112,Bielan,for,ECR,116357,5112
6895,Brudziński,for,ECR,116357,6895
5490,Czarnecki,for,ECR,116357,5490
5472,Fotyga,for,ECR,116357,5472
6909,Jaki,for,ECR,116357,6909
6911,Jurgiel,for,ECR,116357,6911
6525,Karski,for,ECR,116357,6525
6912,Kempa,for,ECR,116357,6912
6913,Kloc,for,ECR,116357,6913
6923,Kopcińska,for,ECR,116357,6923
6530,Krasnodębski,for,ECR,116357,6530
6925,Kruk,for,ECR,116357,6925
5507,Kuźmiuk,for,ECR,116357,5507
5969,Legutko,for,ECR,116357,5969
6931,Mazurek,for,ECR,116357,6931
6934,Możdżanowska,for,ECR,116357,6934
5974,Poręba,for,ECR,116357,5974
6937,Rafalska,for,ECR,116357,6937
6938,Rzońca,for,ECR,116357,6938
5416,Saryusz-Wolski,for,ECR,116357,5416
6946,Szydło,for,ECR,116357,6946
7265,Tarczyński,for,ECR,116357,7265
7044,Terheş,for,ECR,116357,7044
6952,Tobiszowski,for,ECR,116357,6952
6956,Waszczykowski,for,ECR,116357,6956
6515,Wiśniewska,for,ECR,116357,6515
6962,Zalewska,for,ECR,116357,6962
6522,Złotowski,for,ECR,116357,6522
7089,Arvanitis,for,GUE/NGL,116357,7089
6926,Aubry,for,GUE/NGL,116357,6926
7072,Barrena Arza,for,GUE/NGL,116357,7072
6604,Björk,for,GUE/NGL,116357,6604
6914,Bompard,for,GUE/NGL,116357,6914
6873,Botenga,for,GUE/NGL,116357,6873
6922,Chaibi,for,GUE/NGL,116357,6922
7113,Daly,for,GUE/NGL,116357,7113
6865,Demirel,for,GUE/NGL,116357,6865
6024,Ernst,for,GUE/NGL,116357,6024
5886,Ferreira,for,GUE/NGL,116357,5886
6597,Flanagan,for,GUE/NGL,116357,6597
6815,Georgiou,for,GUE/NGL,116357,6815
7204,Georgoulis,for,GUE/NGL,116357,7204
7133,Gusmão,for,GUE/NGL,116357,7133
6628,Hazekamp,for,GUE/NGL,116357,6628
6814,Kizilyürek,for,GUE/NGL,116357,6814
7126,Kokkalis,for,GUE/NGL,116357,7126
5039,Konečná,for,GUE/NGL,116357,5039
6713,Kouloglou,for,GUE/NGL,116357,6713
7279,MacManus,for,GUE/NGL,116357,7279
5992,Matias,for,GUE/NGL,116357,5992
6354,Maurel,for,GUE/NGL,116357,6354
6310,Michels,for,GUE/NGL,116357,6310
7190,Modig,for,GUE/NGL,116357,7190
6250,Omarjee,for,GUE/NGL,116357,6250
5596,Papadimoulis,for,GUE/NGL,116357,5596
6920,Pelletier,for,GUE/NGL,116357,6920
7138,Pereira Sandra,for,GUE/NGL,116357,7138
7213,Pineda,for,GUE/NGL,116357,7213
7069,Rego,for,GUE/NGL,116357,7069
7169,Rodríguez Palop,for,GUE/NGL,116357,7169
6758,Schirdewan,for,GUE/NGL,116357,6758
5837,Scholz,for,GUE/NGL,116357,5837
6715,Urbán Crespo,for,GUE/NGL,116357,6715
7212,Villanueva Ruiz,for,GUE/NGL,116357,7212
6961,Villumsen,for,GUE/NGL,116357,6961
7202,Wallace,for,GUE/NGL,116357,7202
7211,Adinolfi Matteo,for,ID,116357,7211
7079,Androuët,for,ID,116357,7079
7174,Baldassarre,for,ID,116357,7174
6988,Bardella,for,ID,116357,6988
7001,Basso,for,ID,116357,7001
6394,Bay,for,ID,116357,6394
7068,Beigneux,for,ID,116357,7068
6405,Bilde,for,ID,116357,6405
6179,Bizzotto,for,ID,116357,6179
6954,Blaško,for,ID,116357,6954
7172,Bonfrisco,for,ID,116357,7172
7000,Borchia,for,ID,116357,7000
7076,Bruna,for,ID,116357,7076
6981,Campomenosi,for,ID,116357,6981
7182,Caroppo,for,NI,116357,7182
7181,Casanova,for,ID,116357,7181
7170,Ceccardi,for,ID,116357,7170
6731,Ciocca,for,ID,116357,6731
7071,Collard,for,ID,116357,7071
7007,Conte,for,ID,116357,7007
6999,Da Re,for,ID,116357,6999
7207,Donato,for,ID,116357,7207
7005,Dreosto,for,ID,116357,7005
7018,Garraud,for,ID,116357,7018
7184,Grant,for,ID,116357,7184
7019,Griset,for,ID,116357,7019
6404,Jalkh,for,ID,116357,6404
6751,Jamet,for,ID,116357,6751
7017,Joron,for,ID,116357,7017
7016,Juvin,for,ID,116357,7016
7275,Lacapelle,for,ID,116357,7275
6771,Lancini,for,ID,116357,6771
6990,Laporte,for,ID,116357,6990
6372,Lebreton,for,ID,116357,6372
7074,Lechanteux,for,ID,116357,7074
7002,Lizzi,for,ID,116357,7002
7013,Mariani,for,ID,116357,7013
6399,Mélin,for,ID,116357,6399
7075,Olivier,for,ID,116357,7075
6979,Panza,for,ID,116357,6979
7020,Pirbakas,for,ID,116357,7020
7175,Regimenti,for,ID,116357,7175
7171,Rinaldi,for,ID,116357,7171
7006,Rivière,for,ID,116357,7006
