mepid,name,result,eugroup,identifier
7089,Arvanitis,for,GUE/NGL,116534
6926,Aubry,for,GUE/NGL,116534
7072,Barrena Arza,for,GUE/NGL,116534
6914,Bompard,for,GUE/NGL,116534
6873,Botenga,for,GUE/NGL,116534
6922,Chaibi,for,GUE/NGL,116534
7113,Daly,for,GUE/NGL,116534
6865,Demirel,for,GUE/NGL,116534
6024,Ernst,for,GUE/NGL,116534
6815,Georgiou,for,GUE/NGL,116534
7204,Georgoulis,for,GUE/NGL,116534
7133,Gusmão,for,GUE/NGL,116534
6814,Kizilyürek,for,GUE/NGL,116534
7126,Kokkalis,for,GUE/NGL,116534
5039,Konečná,for,GUE/NGL,116534
6713,Kouloglou,for,GUE/NGL,116534
7087,Kountoura,for,GUE/NGL,116534
5992,Matias,for,GUE/NGL,116534
6354,Maurel,for,GUE/NGL,116534
6310,Michels,for,GUE/NGL,116534
7190,Modig,for,GUE/NGL,116534
6250,Omarjee,for,GUE/NGL,116534
5596,Papadimoulis,for,GUE/NGL,116534
6920,Pelletier,for,GUE/NGL,116534
7213,Pineda,for,GUE/NGL,116534
7069,Rego,for,GUE/NGL,116534
7169,Rodríguez Palop,for,GUE/NGL,116534
6758,Schirdewan,for,GUE/NGL,116534
5837,Scholz,for,GUE/NGL,116534
6715,Urbán Crespo,for,GUE/NGL,116534
7212,Villanueva Ruiz,for,GUE/NGL,116534
7202,Wallace,for,GUE/NGL,116534
6468,Adinolfi Isabella,for,NI,116534
6411,Beghin,for,NI,116534
6832,Buschmann,for,NI,116534
6446,Castaldo,for,NI,116534
7258,Comín i Oliveres,for,NI,116534
6494,Corrao,for,Verts/ALE,116534
6472,D'Amato,for,Verts/ALE,116534
6413,Evi,for,Verts/ALE,116534
6470,Ferrara,for,NI,116534
7180,Furore,for,NI,116534
7179,Gemma,for,NI,116534
7189,Giarrusso,for,NI,116534
7123,Konstantinou,for,NI,116534
6482,Pedicini,for,Verts/ALE,116534
7276,Ponsatí Obiols,for,NI,116534
7257,Puigdemont i Casamajó,for,NI,116534
7177,Rondinelli,for,NI,116534
6471,Sonneborn,for,NI,116534
6695,Zullo,for,NI,116534
6883,Adamowicz,for,PPE,116534
6755,Ademov,for,PPE,116534
7219,Alexandrov Yordanov,for,PPE,116534
7129,Amaro,for,PPE,116534
5980,Arias Echeverría,for,PPE,116534
6594,Arimont,for,PPE,116534
6885,Arłukowicz,for,PPE,116534
7083,Asimakopoulou,for,PPE,116534
7060,Băsescu,for,PPE,116534
7067,Benjumea Benjumea,for,PPE,116534
6807,Bentele,for,PPE,116534
7162,Berendsen,for,PPE,116534
6809,Berger,for,PPE,116534
7037,Bernhuber,for,PPE,116534
7155,Bilčík,for,PPE,116534
7026,Blaga,for,PPE,116534
7025,Bogdan,for,PPE,116534
6613,Bogovič,for,PPE,116534
6617,Buda,for,PPE,116534
5729,Buşoi,for,PPE,116534
5388,Buzek,for,PPE,116534
6039,Carvalho,for,PPE,116534
5252,Casa,for,PPE,116534
5341,Caspary,for,PPE,116534
5508,del Castillo Vera,for,PPE,116534
5236,Christoforou,for,PPE,116534
6600,Clune,for,PPE,116534
6929,Colin-Oesterlé,for,PPE,116534
7261,De Meo,for,PPE,116534
6870,Doleschal,for,PPE,116534
5960,Dorfmann,for,PPE,116534
6903,Duda,for,PPE,116534
6810,Düpont,for,PPE,116534
5348,Ehler,for,PPE,116534
5983,Estaràs Ferragut,for,PPE,116534
7038,Falcă,for,PPE,116534
3833,Ferber,for,PPE,116534
6068,Fernandes,for,PPE,116534
7108,Fitzgerald,for,PPE,116534
6813,Fourlas,for,PPE,116534
6906,Frankowski,for,PPE,116534
6852,Franssen,for,PPE,116534
4659,Gahler,for,PPE,116534
3980,García-Margallo y Marfil,for,PPE,116534
6441,Gieseke,for,PPE,116534
7253,Glavak,for,PPE,116534
6632,González Pons,for,PPE,116534
6907,Halicki,for,PPE,116534
6777,Hansen,for,PPE,116534
7035,Hava,for,PPE,116534
6811,Herbst,for,PPE,116534
6534,Hetman,for,PPE,116534
5953,Hohlmeier,for,PPE,116534
4987,Hortefeux,for,PPE,116534
5952,Hübner,for,PPE,116534
5945,Jahr,for,PPE,116534
6910,Jarubas,for,PPE,116534
7223,Juknevičienė,for,PPE,116534
5944,Kalinowski,for,PPE,116534
6095,Kalniete,for,PPE,116534
7222,Kanev,for,PPE,116534
4669,Karas,for,PPE,116534
6666,Kefalogiannis,for,PPE,116534
5855,Kelly,for,PPE,116534
6918,Kopacz,for,PPE,116534
6196,Kovatchev,for,PPE,116534
7226,Kubilius,for,PPE,116534
7080,Kympouropoulos,for,PPE,116534
6662,Kyrtsos,for,PPE,116534
5727,de Lange,for,PPE,116534
6592,Lenaers,for,PPE,116534
5105,Lewandowski,for,PPE,116534
7264,Lexmann,for,PPE,116534
3855,Liese,for,PPE,116534
6442,Lins,for,PPE,116534
7161,López Gil,for,PPE,116534
5517,López-Istúriz White,for,PPE,116534
5964,Łukacijewska,for,PPE,116534
6855,Lutgen,for,PPE,116534
6440,McAllister,for,PPE,116534
7218,Maldeikienė,for,PPE,116534
4964,Manders,for,PPE,116534
6761,Mandl,for,PPE,116534
5646,Marinescu,for,PPE,116534
6465,Martusciello,for,PPE,116534
6096,Mato,for,PPE,116534
6483,Maydell,for,PPE,116534
7224,Mažylis,for,PPE,116534
7051,Meimarakis,for,PPE,116534
6297,Metsola,for,PPE,116534
7209,Milazzo,for,PPE,116534
5518,Millán Mon,for,PPE,116534
6366,Monteiro de Aguiar,for,PPE,116534
7099,Montserrat,for,PPE,116534
6368,Morano,for,PPE,116534
6825,Mortler,for,PPE,116534
7036,Motreanu,for,PPE,116534
6436,Mureşan,for,PPE,116534
4712,Niebler,for,PPE,116534
6332,Niedermayer,for,PPE,116534
7255,Nistor,for,PPE,116534
5413,Novak,for,PPE,116534
6709,Novakov,for,PPE,116534
6935,Ochojska,for,PPE,116534
5407,Olbrycht,for,PPE,116534
5702,Patriciello,for,PPE,116534
6819,Peeters,for,PPE,116534
7120,Pereira Lídia,for,PPE,116534
5346,Pieper,for,PPE,116534
5788,Pietikäinen,for,PPE,116534
6335,Polčák,for,PPE,116534
6700,Pospíšil,for,PPE,116534
6488,Radev,for,PPE,116534
6750,Radtke,for,PPE,116534
6072,Rangel,for,PPE,116534
6812,Ressler,for,PPE,116534
7266,Sagartz,for,PPE,116534
6698,Salini,for,PPE,116534
6259,Sarvamaa,for,PPE,116534
7045,Schmiedtbauer,for,PPE,116534
6821,Schneider,for,PPE,116534
6636,Schreijer-Pierik,for,PPE,116534
6443,Schulze,for,PPE,116534
5345,Schwab,for,PPE,116534
6823,Seekatz,for,PPE,116534
6941,Sikorski,for,PPE,116534
6824,Simon,for,PPE,116534
6341,Šojdrová,for,PPE,116534
6816,Sokol,for,PPE,116534
6663,Spyraki,for,PPE,116534
6547,Štefanec,for,PPE,116534
4482,Tajani,for,PPE,116534
7056,Thaler,for,PPE,116534
7061,Tomac,for,PPE,116534
6681,Tomc,for,PPE,116534
5600,Vaidere,for,PPE,116534
5930,Verheyen,for,PPE,116534
7062,Vincze,for,PPE,116534
6356,Virkkunen,for,PPE,116534
5934,Voss,for,PPE,116534
6664,Vozemberg-Vrionidi,for,PPE,116534
7233,Walsh,for,PPE,116534
6827,Walsmann,for,PPE,116534
5351,Weber,for,PPE,116534
4643,Wieland,for,PPE,116534
7153,Wiezik,for,PPE,116534
5782,Winkler,for,PPE,116534
7041,Winzig,for,PPE,116534
6820,Wiseler-Lima,for,PPE,116534
6665,Zagorakis,for,PPE,116534
6997,Zarzalejos,for,PPE,116534
6344,Zdechovský,for,PPE,116534
7012,Zoido Álvarez,for,PPE,116534
6734,Zovko,for,PPE,116534
6094,Zver,for,PPE,116534
7230,Alieva-Veli,for,Renew,116534
6327,Ansip,for,Renew,116534
7053,Armand,for,Renew,116534
6400,Auštrevičius,for,Renew,116534
7163,Bauzá Díaz,for,Renew,116534
6835,Beer,for,Renew,116534
6944,Bijoux,for,Renew,116534
6089,Bilbao Barandica,for,Renew,116534
7057,Botoş,for,Renew,116534
6967,Boyer,for,Renew,116534
6966,Brunet,for,Renew,116534
6973,Cañas,for,Renew,116534
5891,Canfin,for,Renew,116534
6899,Chabaud,for,Renew,116534
6860,Chastel,for,Renew,116534
7271,Cicurel,for,Renew,116534
7021,Cioloş,for,Renew,116534
6978,Cseh,for,Renew,116534
6458,Danti,for,Renew,116534
6898,Decerle,for,Renew,116534
6987,Donáth,for,Renew,116534
6324,Durand,for,Renew,116534
6980,Farreng,for,Renew,116534
6818,Flego,for,Renew,116534
7022,Gamon,for,Renew,116534
6947,Garicano,for,Renew,116534
7050,Ghinea,for,Renew,116534
6840,Glück,for,Renew,116534
1793,Goerens,for,Renew,116534
7273,Gozi,for,Renew,116534
6849,Grošelj,for,Renew,116534
6950,Grudler,for,Renew,116534
6936,Guetta,for,Renew,116534
6841,Hahn Svenja,for,Renew,116534
6959,Hayer,for,Renew,116534
7154,Hojsík,for,Renew,116534
7014,Ijabs,for,Renew,116534
5385,in  't Veld,for,Renew,116534
6844,Joveva,for,Renew,116534
