mepid,name,result,eugroup,identifier
6280,Anderson Martina,for,GUE/NGL,111830
7089,Arvanitis,for,GUE/NGL,111830
6926,Aubry,for,GUE/NGL,111830
7072,Barrena Arza,for,GUE/NGL,111830
6604,Björk,for,GUE/NGL,111830
6914,Bompard,for,GUE/NGL,111830
6873,Botenga,for,GUE/NGL,111830
6832,Buschmann,for,NI,111830
6922,Chaibi,for,GUE/NGL,111830
7113,Daly,for,GUE/NGL,111830
6865,Demirel,for,GUE/NGL,111830
6024,Ernst,for,GUE/NGL,111830
5886,Ferreira,for,GUE/NGL,111830
6597,Flanagan,for,GUE/NGL,111830
6815,Georgiou,for,GUE/NGL,111830
7204,Georgoulis,for,GUE/NGL,111830
7133,Gusmão,for,GUE/NGL,111830
6628,Hazekamp,for,GUE/NGL,111830
6814,Kizilyürek,for,GUE/NGL,111830
7126,Kokkalis,for,GUE/NGL,111830
6713,Kouloglou,for,GUE/NGL,111830
7087,Kountoura,for,GUE/NGL,111830
5992,Matias,for,GUE/NGL,111830
6354,Maurel,for,GUE/NGL,111830
6310,Michels,for,GUE/NGL,111830
7190,Modig,for,GUE/NGL,111830
6250,Omarjee,for,GUE/NGL,111830
5596,Papadimoulis,for,GUE/NGL,111830
6920,Pelletier,for,GUE/NGL,111830
7138,Pereira Sandra,for,GUE/NGL,111830
7213,Pineda,for,GUE/NGL,111830
7069,Rego,for,GUE/NGL,111830
7169,Rodríguez Palop,for,GUE/NGL,111830
6758,Schirdewan,for,GUE/NGL,111830
5837,Scholz,for,GUE/NGL,111830
6715,Urbán Crespo,for,GUE/NGL,111830
7212,Villanueva Ruiz,for,GUE/NGL,111830
6961,Villumsen,for,GUE/NGL,111830
7202,Wallace,for,GUE/NGL,111830
7246,Haider,for,ID,111830
6627,Mayer,for,ID,111830
6610,Vilimsky,for,ID,111830
6468,Adinolfi Isabella,for,NI,111830
6411,Beghin,for,NI,111830
6494,Corrao,for,Verts/ALE,111830
6472,D'Amato,for,Verts/ALE,111830
6413,Evi,for,Verts/ALE,111830
6470,Ferrara,for,NI,111830
7180,Furore,for,NI,111830
7179,Gemma,for,NI,111830
7189,Giarrusso,for,NI,111830
6836,Kolakušić,for,NI,111830
6482,Pedicini,for,Verts/ALE,111830
7010,Pignedoli,for,NI,111830
7177,Rondinelli,for,NI,111830
6471,Sonneborn,for,NI,111830
6695,Zullo,for,NI,111830
7037,Bernhuber,for,PPE,111830
5236,Christoforou,for,PPE,111830
6813,Fourlas,for,PPE,111830
6777,Hansen,for,PPE,111830
4669,Karas,for,PPE,111830
6761,Mandl,for,PPE,111830
7045,Schmiedtbauer,for,PPE,111830
7056,Thaler,for,PPE,111830
7041,Winzig,for,PPE,111830
6820,Wiseler-Lima,for,PPE,111830
6828,Eroglu,for,Renew,111830
6992,Gibson,for,Renew,111830
1793,Goerens,for,Renew,111830
7139,Horwood,for,Renew,111830
7196,Mohammed,for,Renew,111830
6500,Müller,for,Renew,111830
7235,Rafaela,for,Renew,111830
6817,Semedo,for,Renew,111830
6687,Androulakis,for,S&D,111830
6977,Ara-Kovács,for,S&D,111830
6553,Arena,for,S&D,111830
6831,Barley,for,S&D,111830
7047,Benea,for,S&D,111830
5173,Beňová,for,S&D,111830
6833,Bischoff,for,S&D,111830
4690,Bullmann,for,S&D,111830
6838,Burkhardt,for,S&D,111830
7252,Carvalhais,for,S&D,111830
7030,Cerdas,for,S&D,111830
