mepid,mep,result,group,identifier
5682,Ali,for,ALDE,2017-06-14_2.
6407,Arthuis,for,ALDE,2017-06-14_2.
6400,Auštrevičius,for,ALDE,2017-06-14_2.
6097,van Baalen,for,ALDE,2017-06-14_2.
6110,Bearder,for,ALDE,2017-06-14_2.
6646,Becerra Basterrechea,for,ALDE,2017-06-14_2.
6089,Bilbao Barandica,for,ALDE,2017-06-14_2.
6708,Calvet Chambon,for,ALDE,2017-06-14_2.
5328,Cavada,for,ALDE,2017-06-14_2.
6339,Charanzová,for,ALDE,2017-06-14_2.
4761,Cornillet,for,ALDE,2017-06-14_2.
1060,Deprez,for,ALDE,2017-06-14_2.
6439,Diaconu,for,ALDE,2017-06-14_2.
6340,Dlabajová,for,ALDE,2017-06-14_2.
6601,Federley,for,ALDE,2017-06-14_2.
6724,Giménez Barbat,for,ALDE,2017-06-14_2.
1793,Goerens,for,ALDE,2017-06-14_2.
5330,Griesbeck,for,ALDE,2017-06-14_2.
UNDEFINE,Grigule,for,ALDE,2017-06-14_2.
5246,Harkin,for,ALDE,2017-06-14_2.
6622,Huitema,for,ALDE,2017-06-14_2.
5681,Hyusmenova,for,ALDE,2017-06-14_2.
5385,in 't Veld,for,ALDE,2017-06-14_2.
6388,Jakovčić,for,ALDE,2017-06-14_2.
6338,Ježek,for,ALDE,2017-06-14_2.
6328,Kallas,for,ALDE,2017-06-14_2.
6504,Kyuchyuk,for,ALDE,2017-06-14_2.
6740,Lalonde,for,ALDE,2017-06-14_2.
6376,Marinho e Pinto,for,ALDE,2017-06-14_2.
5857,Michel,for,ALDE,2017-06-14_2.
6690,Mihaylova,for,ALDE,2017-06-14_2.
6626,van Miltenburg,for,ALDE,2017-06-14_2.
6631,Mlinar,for,ALDE,2017-06-14_2.
6500,Müller,for,ALDE,2017-06-14_2.
6614,Nart,for,ALDE,2017-06-14_2.
5997,Nicolai,for,ALDE,2017-06-14_2.
6621,van Nieuwenhuizen,for,ALDE,2017-06-14_2.
6705,Paet,for,ALDE,2017-06-14_2.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-06-14_2.
6266,Radoš,for,ALDE,2017-06-14_2.
4676,Ries,for,ALDE,2017-06-14_2.
6056,Riquet,for,ALDE,2017-06-14_2.
6154,Rochefort,for,ALDE,2017-06-14_2.
5890,Rohde,for,ALDE,2017-06-14_2.
6100,Schaake,for,ALDE,2017-06-14_2.
6722,Selimovic,for,ALDE,2017-06-14_2.
5435,Takkula,for,ALDE,2017-06-14_2.
6337,Telička,for,ALDE,2017-06-14_2.
6042,Theurer,for,ALDE,2017-06-14_2.
6331,Toom,for,ALDE,2017-06-14_2.
