mepid,name,result,eugroup,identifier
6834,Geuking,for,ECR,126250
7089,Arvanitis,for,GUE/NGL,126250
6926,Aubry,for,GUE/NGL,126250
7072,Barrena Arza,for,GUE/NGL,126250
6604,Björk,for,GUE/NGL,126250
6914,Bompard,for,GUE/NGL,126250
6873,Botenga,for,GUE/NGL,126250
6922,Chaibi,for,GUE/NGL,126250
7113,Daly,for,GUE/NGL,126250
6865,Demirel,for,GUE/NGL,126250
6024,Ernst,for,GUE/NGL,126250
6597,Flanagan,for,GUE/NGL,126250
6815,Georgiou,for,GUE/NGL,126250
7204,Georgoulis,for,GUE/NGL,126250
7133,Gusmão,for,GUE/NGL,126250
6628,Hazekamp,for,GUE/NGL,126250
6814,Kizilyürek,for,GUE/NGL,126250
7126,Kokkalis,for,GUE/NGL,126250
5039,Konečná,for,GUE/NGL,126250
6713,Kouloglou,for,GUE/NGL,126250
7087,Kountoura,for,GUE/NGL,126250
7279,MacManus,for,GUE/NGL,126250
5992,Matias,for,GUE/NGL,126250
6354,Maurel,for,GUE/NGL,126250
6310,Michels,for,GUE/NGL,126250
7190,Modig,for,GUE/NGL,126250
6250,Omarjee,for,GUE/NGL,126250
5596,Papadimoulis,for,GUE/NGL,126250
6920,Pelletier,for,GUE/NGL,126250
7213,Pineda,for,GUE/NGL,126250
7069,Rego,for,GUE/NGL,126250
7169,Rodríguez Palop,for,GUE/NGL,126250
5837,Scholz,for,GUE/NGL,126250
6715,Urbán Crespo,for,GUE/NGL,126250
7212,Villanueva Ruiz,for,GUE/NGL,126250
6961,Villumsen,for,GUE/NGL,126250
7202,Wallace,for,GUE/NGL,126250
6960,Kofod,for,ID,126250
6468,Adinolfi Isabella,for,NI,126250
6411,Beghin,for,NI,126250
6832,Buschmann,for,NI,126250
6446,Castaldo,for,NI,126250
7258,Comín i Oliveres,for,NI,126250
7180,Furore,for,NI,126250
7179,Gemma,for,NI,126250
7189,Giarrusso,for,NI,126250
7010,Pignedoli,for,NI,126250
7276,Ponsatí Obiols,for,NI,126250
7257,Puigdemont i Casamajó,for,NI,126250
7148,Radačovský,for,NI,126250
7177,Rondinelli,for,NI,126250
6471,Sonneborn,for,NI,126250
6695,Zullo,for,NI,126250
7219,Alexandrov Yordanov,for,PPE,126250
6594,Arimont,for,PPE,126250
6600,Clune,for,PPE,126250
7108,Fitzgerald,for,PPE,126250
6852,Franssen,for,PPE,126250
6777,Hansen,for,PPE,126250
6855,Lutgen,for,PPE,126250
4964,Manders,for,PPE,126250
7284,Markey,for,PPE,126250
6709,Novakov,for,PPE,126250
6819,Peeters,for,PPE,126250
5788,Pietikäinen,for,PPE,126250
6488,Radev,for,PPE,126250
7233,Walsh,for,PPE,126250
7153,Wiezik,for,PPE,126250
6820,Wiseler-Lima,for,PPE,126250
7230,Alieva-Veli,for,Renew,126250
7260,Andrews,for,Renew,126250
6327,Ansip,for,Renew,126250
6400,Auštrevičius,for,Renew,126250
7163,Bauzá Díaz,for,Renew,126250
6944,Bijoux,for,Renew,126250
6089,Bilbao Barandica,for,Renew,126250
6967,Boyer,for,Renew,126250
6966,Brunet,for,Renew,126250
6973,Cañas,for,Renew,126250
5891,Canfin,for,Renew,126250
6899,Chabaud,for,Renew,126250
6860,Chastel,for,Renew,126250
7271,Cicurel,for,Renew,126250
7021,Cioloş,for,Renew,126250
6978,Cseh,for,Renew,126250
6458,Danti,for,Renew,126250
6898,Decerle,for,Renew,126250
6987,Donáth,for,Renew,126250
6324,Durand,for,Renew,126250
6980,Farreng,for,Renew,126250
6818,Flego,for,Renew,126250
6947,Garicano,for,Renew,126250
7283,Gheorghe,for,Renew,126250
7050,Ghinea,for,Renew,126250
1793,Goerens,for,Renew,126250
7273,Gozi,for,Renew,126250
6849,Grošelj,for,Renew,126250
6950,Grudler,for,Renew,126250
6936,Guetta,for,Renew,126250
6959,Hayer,for,Renew,126250
7154,Hojsík,for,Renew,126250
7014,Ijabs,for,Renew,126250
5385,in  't Veld,for,Renew,126250
6844,Joveva,for,Renew,126250
6975,Karleskind,for,Renew,126250
7203,Kelleher,for,Renew,126250
5021,Keller Fabienne,for,Renew,126250
6504,Kyuchyuk,for,Renew,126250
6887,Loiseau,for,Renew,126250
6957,Melchior,for,Renew,126250
6690,Mihaylova,for,Renew,126250
6614,Nart,for,Renew,126250
6705,Paet,for,Renew,126250
6644,Pagazaurtundúa,for,Renew,126250
7052,Pîslaru,for,Renew,126250
7235,Rafaela,for,Renew,126250
4676,Ries,for,Renew,126250
6056,Riquet,for,Renew,126250
4767,Rodríguez Ramos,for,Renew,126250
6902,Séjourné,for,Renew,126250
6817,Semedo,for,Renew,126250
7152,Šimečka,for,Renew,126250
7168,Solís Pérez,for,Renew,126250
7055,Ştefănuță,for,Renew,126250
7058,Strugariu,for,Renew,126250
6940,Tolleret,for,Renew,126250
6331,Toom,for,Renew,126250
6985,Trillet-Lenoir,for,Renew,126250
7054,Tudorache,for,Renew,126250
5879,Uspaskich,for,Renew,126250
6710,Vautmans,for,Renew,126250
