mepid,mep,result,group,identifier
5682,Ali,for,ALDE,2017-10-24_56.
6407,Arthuis,for,ALDE,2017-10-24_56.
6400,Auštrevičius,for,ALDE,2017-10-24_56.
6097,van Baalen,for,ALDE,2017-10-24_56.
6110,Bearder,for,ALDE,2017-10-24_56.
6089,Bilbao Barandica,for,ALDE,2017-10-24_56.
6708,Calvet Chambon,for,ALDE,2017-10-24_56.
5328,Cavada,for,ALDE,2017-10-24_56.
6339,Charanzová,for,ALDE,2017-10-24_56.
4761,Cornillet,for,ALDE,2017-10-24_56.
1060,Deprez,for,ALDE,2017-10-24_56.
6439,Diaconu,for,ALDE,2017-10-24_56.
6340,Dlabajová,for,ALDE,2017-10-24_56.
6601,Federley,for,ALDE,2017-10-24_56.
6098,Gerbrandy,for,ALDE,2017-10-24_56.
6724,Giménez Barbat,for,ALDE,2017-10-24_56.
1793,Goerens,for,ALDE,2017-10-24_56.
5330,Griesbeck,for,ALDE,2017-10-24_56.
6379,Grigule-Pēterse,for,ALDE,2017-10-24_56.
5246,Harkin,for,ALDE,2017-10-24_56.
6622,Huitema,for,ALDE,2017-10-24_56.
5681,Hyusmenova,for,ALDE,2017-10-24_56.
5385,in 't Veld,for,ALDE,2017-10-24_56.
5433,Jäätteenmäki,for,ALDE,2017-10-24_56.
6388,Jakovčić,for,ALDE,2017-10-24_56.
6338,Ježek,for,ALDE,2017-10-24_56.
6328,Kallas,for,ALDE,2017-10-24_56.
6504,Kyuchyuk,for,ALDE,2017-10-24_56.
6740,Lalonde,for,ALDE,2017-10-24_56.
5889,Løkkegaard,for,ALDE,2017-10-24_56.
6376,Marinho e Pinto,for,ALDE,2017-10-24_56.
6402,Mazuronis,for,ALDE,2017-10-24_56.
6041,Meissner,for,ALDE,2017-10-24_56.
5857,Michel,for,ALDE,2017-10-24_56.
6690,Mihaylova,for,ALDE,2017-10-24_56.
6626,van Miltenburg,for,ALDE,2017-10-24_56.
6631,Mlinar,for,ALDE,2017-10-24_56.
6500,Müller,for,ALDE,2017-10-24_56.
5997,Nicolai,for,ALDE,2017-10-24_56.
6705,Paet,for,ALDE,2017-10-24_56.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-10-24_56.
6510,Petersen,for,ALDE,2017-10-24_56.
6266,Radoš,for,ALDE,2017-10-24_56.
4676,Ries,for,ALDE,2017-10-24_56.
6056,Riquet,for,ALDE,2017-10-24_56.
6154,Rochefort,for,ALDE,2017-10-24_56.
6722,Selimovic,for,ALDE,2017-10-24_56.
5435,Takkula,for,ALDE,2017-10-24_56.
6337,Telička,for,ALDE,2017-10-24_56.
6281,Torvalds,for,ALDE,2017-10-24_56.
6181,Tremosa i Balcells,for,ALDE,2017-10-24_56.
6151,Vajgl,for,ALDE,2017-10-24_56.
6710,Vautmans,for,ALDE,2017-10-24_56.
4550,Väyrynen,for,ALDE,2017-10-24_56.
6159,Verhofstadt,for,ALDE,2017-10-24_56.
5770,Weber Renate,for,ALDE,2017-10-24_56.
6729,Wierinck,for,ALDE,2017-10-24_56.
5864,Wikström,for,ALDE,2017-10-24_56.
5262,Ashworth,for,ECR,2017-10-24_56.
6509,Barekov,for,ECR,2017-10-24_56.
6574,Bashir,for,ECR,2017-10-24_56.
4911,Belder,for,ECR,2017-10-24_56.
6081,Campbell Bannerman,for,ECR,2017-10-24_56.
5490,Czarnecki,for,ECR,2017-10-24_56.
6719,Czesak,for,ECR,2017-10-24_56.
5981,van Dalen,for,ECR,2017-10-24_56.
6712,Dalton,for,ECR,2017-10-24_56.
6291,Demesmaeker,for,ECR,2017-10-24_56.
4960,Deva,for,ECR,2017-10-24_56.
6516,Dohrmann,for,ECR,2017-10-24_56.
6511,Dzhambazki,for,ECR,2017-10-24_56.
4880,Fitto,for,ECR,2017-10-24_56.
6743,Flack,for,ECR,2017-10-24_56.
4957,Foster,for,ECR,2017-10-24_56.
5472,Fotyga,for,ECR,2017-10-24_56.
6112,Fox,for,ECR,2017-10-24_56.
6452,Gericke,for,ECR,2017-10-24_56.
6111,Girling,for,ECR,2017-10-24_56.
6358,Halla-aho,for,ECR,2017-10-24_56.
6460,Henkel,for,ECR,2017-10-24_56.
6725,Hoc,for,ECR,2017-10-24_56.
6531,Jurek,for,ECR,2017-10-24_56.
5630,Kamall,for,ECR,2017-10-24_56.
6525,Karski,for,ECR,2017-10-24_56.
6726,Kłosowski,for,ECR,2017-10-24_56.
6461,Kölmel,for,ECR,2017-10-24_56.
6530,Krasnodębski,for,ECR,2017-10-24_56.
5453,Krupa,for,ECR,2017-10-24_56.
5507,Kuźmiuk,for,ECR,2017-10-24_56.
5969,Legutko,for,ECR,2017-10-24_56.
6704,Loones,for,ECR,2017-10-24_56.
6457,Lucke,for,ECR,2017-10-24_56.
6087,McClarkin,for,ECR,2017-10-24_56.
6234,McIntyre,for,ECR,2017-10-24_56.
5996,Macovei,for,ECR,2017-10-24_56.
6667,Marias,for,ECR,2017-10-24_56.
6742,Matthews,for,ECR,2017-10-24_56.
5851,Messerschmidt,for,ECR,2017-10-24_56.
6752,Mobarik,for,ECR,2017-10-24_56.
1230,Nicholson,for,ECR,2017-10-24_56.
6536,Ożóg,for,ECR,2017-10-24_56.
6512,Piecha,for,ECR,2017-10-24_56.
5460,Piotrowski,for,ECR,2017-10-24_56.
5974,Poręba,for,ECR,2017-10-24_56.
6736,Procter,for,ECR,2017-10-24_56.
6718,Ruohonen-Lerner,for,ECR,2017-10-24_56.
6428,Sernagiotto,for,ECR,2017-10-24_56.
6464,Starbatty,for,ECR,2017-10-24_56.
6682,Stevens,for,ECR,2017-10-24_56.
6546,Sulík,for,ECR,2017-10-24_56.
6088,Swinburne,for,ECR,2017-10-24_56.
4925,Tannock,for,ECR,2017-10-24_56.
5878,Tomaševski,for,ECR,2017-10-24_56.
6300,Tomašić,for,ECR,2017-10-24_56.
6466,Trebesius,for,ECR,2017-10-24_56.
5113,Ujazdowski,for,ECR,2017-10-24_56.
6711,Van Bossuyt,for,ECR,2017-10-24_56.
4917,Van Orden,for,ECR,2017-10-24_56.
6513,Vistisen,for,ECR,2017-10-24_56.
6515,Wiśniewska,for,ECR,2017-10-24_56.
5598,Zīle,for,ECR,2017-10-24_56.
6540,Žitňanská,for,ECR,2017-10-24_56.
6522,Złotowski,for,ECR,2017-10-24_56.
5875,Paksas,for,EFDD,2017-10-24_56.
6389,Schaffhauser,for,ENF,2017-10-24_56.
6024,Ernst,for,GUE/NGL,2017-10-24_56.
5922,de Jong,for,GUE/NGL,2017-10-24_56.
5450,Kohlíček,for,GUE/NGL,2017-10-24_56.
5039,Konečná,for,GUE/NGL,2017-10-24_56.
6369,Kyllönen,for,GUE/NGL,2017-10-24_56.
6026,Lösing,for,GUE/NGL,2017-10-24_56.
5044,Maštálka,for,GUE/NGL,2017-10-24_56.
6310,Michels,for,GUE/NGL,2017-10-24_56.
6643,Mineur,for,GUE/NGL,2017-10-24_56.
5837,Scholz,for,GUE/NGL,2017-10-24_56.
6048,Balczó,for,NI,2017-10-24_56.
6386,Chauprade,for,NI,2017-10-24_56.
6106,Dodds,for,NI,2017-10-24_56.
5416,Saryusz-Wolski,for,NI,2017-10-24_56.
6471,Sonneborn,for,NI,2017-10-24_56.
6602,Adaktusson,for,PPE,2017-10-24_56.
6755,Ademov,for,PPE,2017-10-24_56.
1340,Alliot-Marie,for,PPE,2017-10-24_56.
6594,Arimont,for,PPE,2017-10-24_56.
4742,Ayuso,for,PPE,2017-10-24_56.
6191,Bach,for,PPE,2017-10-24_56.
6135,Balz,for,PPE,2017-10-24_56.
6216,Becker,for,PPE,2017-10-24_56.
5377,Belet,for,PPE,2017-10-24_56.
5885,Bendtsen,for,PPE,2017-10-24_56.
6343,Bocskor,for,PPE,2017-10-24_56.
1507,Böge,for,PPE,2017-10-24_56.
6535,Boni,for,PPE,2017-10-24_56.
1278,Brok,for,PPE,2017-10-24_56.
6617,Buda,for,PPE,2017-10-24_56.
5729,Buşoi,for,PPE,2017-10-24_56.
5388,Buzek,for,PPE,2017-10-24_56.
6021,Cadec,for,PPE,2017-10-24_56.
5928,van de Camp,for,PPE,2017-10-24_56.
5252,Casa,for,PPE,2017-10-24_56.
5341,Caspary,for,PPE,2017-10-24_56.
5508,del Castillo Vera,for,PPE,2017-10-24_56.
5236,Christoforou,for,PPE,2017-10-24_56.
6492,Cicu,for,PPE,2017-10-24_56.
6406,Cirio,for,PPE,2017-10-24_56.
6600,Clune,for,PPE,2017-10-24_56.
3800,Coelho,for,PPE,2017-10-24_56.
6273,Collin-Langen,for,PPE,2017-10-24_56.
5948,Comi,for,PPE,2017-10-24_56.
6548,Csáky,for,PPE,2017-10-24_56.
5921,Danjean,for,PPE,2017-10-24_56.
6194,Dantin,for,PPE,2017-10-24_56.
6172,Dati,for,PPE,2017-10-24_56.
6364,Delahaye,for,PPE,2017-10-24_56.
6345,Deli,for,PPE,2017-10-24_56.
5350,Deß,for,PPE,2017-10-24_56.
5998,Deutsch,for,PPE,2017-10-24_56.
5515,Díaz de Mera García Consuegra,for,PPE,2017-10-24_56.
5960,Dorfmann,for,PPE,2017-10-24_56.
5348,Ehler,for,PPE,2017-10-24_56.
6047,Engel,for,PPE,2017-10-24_56.
6342,Erdős,for,PPE,2017-10-24_56.
5983,Estaràs Ferragut,for,PPE,2017-10-24_56.
6679,Faria,for,PPE,2017-10-24_56.
3833,Ferber,for,PPE,2017-10-24_56.
6068,Fernandes,for,PPE,2017-10-24_56.
5256,Fjellner,for,PPE,2017-10-24_56.
1508,Florenz,for,PPE,2017-10-24_56.
4659,Gahler,for,PPE,2017-10-24_56.
5280,Gál,for,PPE,2017-10-24_56.
6615,Gambús,for,PPE,2017-10-24_56.
5803,Gardini,for,PPE,2017-10-24_56.
6441,Gieseke,for,PPE,2017-10-24_56.
6632,González Pons,for,PPE,2017-10-24_56.
5511,de Grandes Pascual,for,PPE,2017-10-24_56.
5342,Gräßle,for,PPE,2017-10-24_56.
4032,Grossetête,for,PPE,2017-10-24_56.
5109,Grzyb,for,PPE,2017-10-24_56.
5138,Gyürk,for,PPE,2017-10-24_56.
6596,Hayes,for,PPE,2017-10-24_56.
5018,Herranz García,for,PPE,2017-10-24_56.
6534,Hetman,for,PPE,2017-10-24_56.
5953,Hohlmeier,for,PPE,2017-10-24_56.
5254,Hökmark,for,PPE,2017-10-24_56.
6346,Hölvényi,for,PPE,2017-10-24_56.
5516,Iturgaiz,for,PPE,2017-10-24_56.
5945,Jahr,for,PPE,2017-10-24_56.
5271,Járóka,for,PPE,2017-10-24_56.
5954,Jazłowiecka,for,PPE,2017-10-24_56.
5978,Jiménez-Becerril Barrio,for,PPE,2017-10-24_56.
6360,Joulaud,for,PPE,2017-10-24_56.
6055,Juvin,for,PPE,2017-10-24_56.
5944,Kalinowski,for,PPE,2017-10-24_56.
6095,Kalniete,for,PPE,2017-10-24_56.
4669,Karas,for,PPE,2017-10-24_56.
6070,Kariņš,for,PPE,2017-10-24_56.
6666,Kefalogiannis,for,PPE,2017-10-24_56.
5542,Kelam,for,PPE,2017-10-24_56.
5855,Kelly,for,PPE,2017-10-24_56.
3759,Koch,for,PPE,2017-10-24_56.
6001,Kósa,for,PPE,2017-10-24_56.
6053,Köstinger,for,PPE,2017-10-24_56.
6196,Kovatchev,for,PPE,2017-10-24_56.
6527,Kozłowska-Rajewicz,for,PPE,2017-10-24_56.
5403,Kudrycka,for,PPE,2017-10-24_56.
5940,Kuhn,for,PPE,2017-10-24_56.
6662,Kyrtsos,for,PPE,2017-10-24_56.
1350,Lamassoure,for,PPE,2017-10-24_56.
5727,de Lange,for,PPE,2017-10-24_56.
3856,Langen,for,PPE,2017-10-24_56.
6363,Lavrilleux,for,PPE,2017-10-24_56.
6592,Lenaers,for,PPE,2017-10-24_56.
5105,Lewandowski,for,PPE,2017-10-24_56.
3855,Liese,for,PPE,2017-10-24_56.
6442,Lins,for,PPE,2017-10-24_56.
5938,Lope Fontagné,for,PPE,2017-10-24_56.
5517,López-Istúriz White,for,PPE,2017-10-24_56.
5964,Łukacijewska,for,PPE,2017-10-24_56.
6440,McAllister,for,PPE,2017-10-24_56.
5245,McGuinness,for,PPE,2017-10-24_56.
6303,Maletić,for,PPE,2017-10-24_56.
6245,Malinov,for,PPE,2017-10-24_56.
3845,Mann,for,PPE,2017-10-24_56.
5646,Marinescu,for,PPE,2017-10-24_56.
6465,Martusciello,for,PPE,2017-10-24_56.
5985,Matera,for,PPE,2017-10-24_56.
6096,Mato,for,PPE,2017-10-24_56.
6721,Maullu,for,PPE,2017-10-24_56.
6121,Melo,for,PPE,2017-10-24_56.
6297,Metsola,for,PPE,2017-10-24_56.
5308,Mikolášik,for,PPE,2017-10-24_56.
5518,Millán Mon,for,PPE,2017-10-24_56.
6366,Monteiro de Aguiar,for,PPE,2017-10-24_56.
6368,Morano,for,PPE,2017-10-24_56.
5732,Morin-Chartier,for,PPE,2017-10-24_56.
6436,Mureşan,for,PPE,2017-10-24_56.
6361,Muselier,for,PPE,2017-10-24_56.
5547,Mussolini,for,PPE,2017-10-24_56.
6544,Nagy,for,PPE,2017-10-24_56.
4712,Niebler,for,PPE,2017-10-24_56.
6332,Niedermayer,for,PPE,2017-10-24_56.
5295,van Nistelrooij,for,PPE,2017-10-24_56.
6709,Novakov,for,PPE,2017-10-24_56.
5407,Olbrycht,for,PPE,2017-10-24_56.
6377,Pabriks,for,PPE,2017-10-24_56.
5702,Patriciello,for,PPE,2017-10-24_56.
6383,Petir,for,PPE,2017-10-24_56.
5346,Pieper,for,PPE,2017-10-24_56.
6537,Pitera,for,PPE,2017-10-24_56.
6519,Plura,for,PPE,2017-10-24_56.
6491,Pogliese,for,PPE,2017-10-24_56.
6335,Polčák,for,PPE,2017-10-24_56.
6700,Pospíšil,for,PPE,2017-10-24_56.
6010,Preda,for,PPE,2017-10-24_56.
6224,Proust,for,PPE,2017-10-24_56.
1487,Quisthoudt-Rowohl,for,PPE,2017-10-24_56.
6488,Radev,for,PPE,2017-10-24_56.
6750,Radtke,for,PPE,2017-10-24_56.
6072,Rangel,for,PPE,2017-10-24_56.
1335,Reding,for,PPE,2017-10-24_56.
6365,Ribeiro,for,PPE,2017-10-24_56.
6684,Rolin,for,PPE,2017-10-24_56.
5512,Rosati,for,PPE,2017-10-24_56.
6362,Ruas,for,PPE,2017-10-24_56.
4596,Rübig,for,PPE,2017-10-24_56.
4768,Saïfi,for,PPE,2017-10-24_56.
3991,Salafranca Sánchez-Neyra,for,PPE,2017-10-24_56.
6698,Salini,for,PPE,2017-10-24_56.
6370,Sander,for,PPE,2017-10-24_56.
5877,Saudargas,for,PPE,2017-10-24_56.
6619,Schmidt,for,PPE,2017-10-24_56.
5265,Schöpflin,for,PPE,2017-10-24_56.
6636,Schreijer-Pierik,for,PPE,2017-10-24_56.
6443,Schulze,for,PPE,2017-10-24_56.
5345,Schwab,for,PPE,2017-10-24_56.
5111,Siekierski,for,PPE,2017-10-24_56.
5781,Sógor,for,PPE,2017-10-24_56.
6341,Šojdrová,for,PPE,2017-10-24_56.
