mepid,mep,result,group,identifier
5857,Michel,for,ALDE,2017-07-06_32.
6291,Demesmaeker,for,ECR,2017-07-06_32.
6704,Loones,for,ECR,2017-07-06_32.
6718,Ruohonen-Lerner,for,ECR,2017-07-06_32.
6682,Stevens,for,ECR,2017-07-06_32.
5598,Zīle,for,ECR,2017-07-06_32.
6468,Adinolfi,for,EFDD,2017-07-06_32.
6445,Agea,for,EFDD,2017-07-06_32.
6480,Aiuto,for,EFDD,2017-07-06_32.
6411,Beghin,for,EFDD,2017-07-06_32.
6446,Castaldo,for,EFDD,2017-07-06_32.
6494,Corrao,for,EFDD,2017-07-06_32.
6472,D'Amato,for,EFDD,2017-07-06_32.
6413,Evi,for,EFDD,2017-07-06_32.
6470,Ferrara,for,EFDD,2017-07-06_32.
6497,Moi,for,EFDD,2017-07-06_32.
6482,Pedicini,for,EFDD,2017-07-06_32.
6447,Tamburrano,for,EFDD,2017-07-06_32.
6412,Valli,for,EFDD,2017-07-06_32.
6382,Arnautu,for,ENF,2017-07-06_32.
6394,Bay,for,ENF,2017-07-06_32.
6405,Bilde,for,ENF,2017-07-06_32.
6387,Boutonnet,for,ENF,2017-07-06_32.
6391,Briois,for,ENF,2017-07-06_32.
6384,D'Ornano,for,ENF,2017-07-06_32.
6401,Ferrand,for,ENF,2017-07-06_32.
6450,Goddyn,for,ENF,2017-07-06_32.
6372,Lebreton,for,ENF,2017-07-06_32.
6699,Loiseau,for,ENF,2017-07-06_32.
6385,Martin Dominique,for,ENF,2017-07-06_32.
6399,Mélin,for,ENF,2017-07-06_32.
6395,Monot,for,ENF,2017-07-06_32.
6403,Montel,for,ENF,2017-07-06_32.
6426,Rebega,for,ENF,2017-07-06_32.
6389,Schaffhauser,for,ENF,2017-07-06_32.
6392,Troszczynski,for,ENF,2017-07-06_32.
6604,Björk,for,GUE/NGL,2017-07-06_32.
6660,Chrysogonos,for,GUE/NGL,2017-07-06_32.
6701,Couso Permuy,for,GUE/NGL,2017-07-06_32.
6496,De Masi,for,GUE/NGL,2017-07-06_32.
6501,Eck,for,GUE/NGL,2017-07-06_32.
6024,Ernst,for,GUE/NGL,2017-07-06_32.
6693,Forenza,for,GUE/NGL,2017-07-06_32.
6076,Hadjigeorgiou,for,GUE/NGL,2017-07-06_32.
6023,Händel,for,GUE/NGL,2017-07-06_32.
6628,Hazekamp,for,GUE/NGL,2017-07-06_32.
6713,Kouloglou,for,GUE/NGL,2017-07-06_32.
6675,Kuneva,for,GUE/NGL,2017-07-06_32.
5909,Le Hyaric,for,GUE/NGL,2017-07-06_32.
6653,López Bermejo,for,GUE/NGL,2017-07-06_32.
6026,Lösing,for,GUE/NGL,2017-07-06_32.
6692,Maltese,for,GUE/NGL,2017-07-06_32.
5992,Matias,for,GUE/NGL,2017-07-06_32.
6310,Michels,for,GUE/NGL,2017-07-06_32.
6643,Mineur,for,GUE/NGL,2017-07-06_32.
6250,Omarjee,for,GUE/NGL,2017-07-06_32.
5596,Papadimoulis,for,GUE/NGL,2017-07-06_32.
6674,Sakorafa,for,GUE/NGL,2017-07-06_32.
5837,Scholz,for,GUE/NGL,2017-07-06_32.
6655,Senra Rodríguez,for,GUE/NGL,2017-07-06_32.
6444,Spinelli,for,GUE/NGL,2017-07-06_32.
6321,Sylikiotis,for,GUE/NGL,2017-07-06_32.
6656,Vallina,for,GUE/NGL,2017-07-06_32.
6030,Vergiat,for,GUE/NGL,2017-07-06_32.
5368,Zimmer,for,GUE/NGL,2017-07-06_32.
6669,Epitideios,for,NI,2017-07-06_32.
6668,Fountoulis,for,NI,2017-07-06_32.
1380,Gollnisch,for,NI,2017-07-06_32.
6471,Sonneborn,for,NI,2017-07-06_32.
6670,Synadinos,for,NI,2017-07-06_32.
6469,Voigt,for,NI,2017-07-06_32.
5788,Pietikäinen,for,PPE,2017-07-06_32.
6700,Pospíšil,for,PPE,2017-07-06_32.
6356,Virkkunen,for,PPE,2017-07-06_32.
6620,Freund,for,S&D,2017-07-06_32.
6720,Graswander-Hainz,for,S&D,2017-07-06_32.
6603,Guteland,for,S&D,2017-07-06_32.
5261,Hedh,for,S&D,2017-07-06_32.
6146,Kadenbach,for,S&D,2017-07-06_32.
6739,Kohn,for,S&D,2017-07-06_32.
5860,Ludvigsson,for,S&D,2017-07-06_32.
5314,Maňka,for,S&D,2017-07-06_32.
6355,Manscour,for,S&D,2017-07-06_32.
6565,Martin Edouard,for,S&D,2017-07-06_32.
6322,Mavrides,for,S&D,2017-07-06_32.
6242,Nilsson,for,S&D,2017-07-06_32.
6473,Noichl,for,S&D,2017-07-06_32.
5894,Poc,for,S&D,2017-07-06_32.
6330,Poche,for,S&D,2017-07-06_32.
6609,Post,for,S&D,2017-07-06_32.
6136,Regner,for,S&D,2017-07-06_32.
6498,Soru,for,S&D,2017-07-06_32.
5859,Ulvskog,for,S&D,2017-07-06_32.
6235,Weidenholzer,for,S&D,2017-07-06_32.
6431,Affronte,for,Verts/ALE,2017-07-06_32.
6606,Andersson,for,Verts/ALE,2017-07-06_32.
5291,Auken,for,Verts/ALE,2017-07-06_32.
5918,Bové,for,Verts/ALE,2017-07-06_32.
6455,Buchner,for,Verts/ALE,2017-07-06_32.
5913,Bütikofer,for,Verts/ALE,2017-07-06_32.
5358,Cramer,for,Verts/ALE,2017-07-06_32.
6040,Delli,for,Verts/ALE,2017-07-06_32.
6324,Durand,for,Verts/ALE,2017-07-06_32.
5353,Harms,for,Verts/ALE,2017-07-06_32.
5926,Häusling,for,Verts/ALE,2017-07-06_32.
4535,Hautala,for,Verts/ALE,2017-07-06_32.
5914,Jadot,for,Verts/ALE,2017-07-06_32.
6350,Jávor,for,Verts/ALE,2017-07-06_32.
6054,Joly,for,Verts/ALE,2017-07-06_32.
5908,Keller Ska,for,Verts/ALE,2017-07-06_32.
4935,Lambert,for,Verts/ALE,2017-07-06_32.
5838,Lamberts,for,Verts/ALE,2017-07-06_32.
5902,Lochbihler,for,Verts/ALE,2017-07-06_32.
6149,Lunacek,for,Verts/ALE,2017-07-06_32.
6732,Marcellesi,for,Verts/ALE,2017-07-06_32.
6349,Meszerics,for,Verts/ALE,2017-07-06_32.
6552,Reimon,for,Verts/ALE,2017-07-06_32.
5917,Rivasi,for,Verts/ALE,2017-07-06_32.
6694,Ropė,for,Verts/ALE,2017-07-06_32.
5987,Sargentini,for,Verts/ALE,2017-07-06_32.
6560,Scott Cato,for,Verts/ALE,2017-07-06_32.
