mepid,mep,result,group,identifier
1060,Deprez,for,ALDE,2017-09-14_19.
5857,Michel,for,ALDE,2017-09-14_19.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-09-14_19.
6667,Marias,for,ECR,2017-09-14_19.
6540,Žitňanská,for,ECR,2017-09-14_19.
6468,Adinolfi,for,EFDD,2017-09-14_19.
6411,Beghin,for,EFDD,2017-09-14_19.
6374,Bergeron,for,EFDD,2017-09-14_19.
6430,Borrelli,for,EFDD,2017-09-14_19.
6446,Castaldo,for,EFDD,2017-09-14_19.
6494,Corrao,for,EFDD,2017-09-14_19.
6413,Evi,for,EFDD,2017-09-14_19.
6470,Ferrara,for,EFDD,2017-09-14_19.
6524,Iwaszkiewicz,for,EFDD,2017-09-14_19.
6497,Moi,for,EFDD,2017-09-14_19.
5875,Paksas,for,EFDD,2017-09-14_19.
6482,Pedicini,for,EFDD,2017-09-14_19.
6447,Tamburrano,for,EFDD,2017-09-14_19.
6412,Valli,for,EFDD,2017-09-14_19.
6695,Zullo,for,EFDD,2017-09-14_19.
6382,Arnautu,for,ENF,2017-09-14_19.
6394,Bay,for,ENF,2017-09-14_19.
6405,Bilde,for,ENF,2017-09-14_19.
6179,Bizzotto,for,ENF,2017-09-14_19.
5010,Borghezio,for,ENF,2017-09-14_19.
6387,Boutonnet,for,ENF,2017-09-14_19.
6391,Briois,for,ENF,2017-09-14_19.
6731,Ciocca,for,ENF,2017-09-14_19.
6384,D'Ornano,for,ENF,2017-09-14_19.
6401,Ferrand,for,ENF,2017-09-14_19.
6132,Fontana,for,ENF,2017-09-14_19.
6450,Goddyn,for,ENF,2017-09-14_19.
6404,Jalkh,for,ENF,2017-09-14_19.
6751,Jamet,for,ENF,2017-09-14_19.
6746,Lechevalier,for,ENF,2017-09-14_19.
6699,Loiseau,for,ENF,2017-09-14_19.
6385,Martin Dominique,for,ENF,2017-09-14_19.
6533,Marusik,for,ENF,2017-09-14_19.
6399,Mélin,for,ENF,2017-09-14_19.
6395,Monot,for,ENF,2017-09-14_19.
6403,Montel,for,ENF,2017-09-14_19.
6474,Philippot,for,ENF,2017-09-14_19.
5522,Salvini,for,ENF,2017-09-14_19.
6389,Schaffhauser,for,ENF,2017-09-14_19.
6392,Troszczynski,for,ENF,2017-09-14_19.
6414,Zanni,for,ENF,2017-09-14_19.
6541,Żółtek,for,ENF,2017-09-14_19.
6654,Albiol Guzmán,for,GUE/NGL,2017-09-14_19.
6280,Anderson Martina,for,GUE/NGL,2017-09-14_19.
6723,Benito Ziluaga,for,GUE/NGL,2017-09-14_19.
6604,Björk,for,GUE/NGL,2017-09-14_19.
6598,Carthy,for,GUE/NGL,2017-09-14_19.
5237,Chountis,for,GUE/NGL,2017-09-14_19.
6660,Chrysogonos,for,GUE/NGL,2017-09-14_19.
6701,Couso Permuy,for,GUE/NGL,2017-09-14_19.
6501,Eck,for,GUE/NGL,2017-09-14_19.
6024,Ernst,for,GUE/NGL,2017-09-14_19.
6597,Flanagan,for,GUE/NGL,2017-09-14_19.
6693,Forenza,for,GUE/NGL,2017-09-14_19.
6702,González Peñas,for,GUE/NGL,2017-09-14_19.
6628,Hazekamp,for,GUE/NGL,2017-09-14_19.
5922,de Jong,for,GUE/NGL,2017-09-14_19.
6657,Juaristi Abaunz,for,GUE/NGL,2017-09-14_19.
6313,Kari,for,GUE/NGL,2017-09-14_19.
5039,Konečná,for,GUE/NGL,2017-09-14_19.
6713,Kouloglou,for,GUE/NGL,2017-09-14_19.
6675,Kuneva,for,GUE/NGL,2017-09-14_19.
6369,Kyllönen,for,GUE/NGL,2017-09-14_19.
6653,López Bermejo,for,GUE/NGL,2017-09-14_19.
6026,Lösing,for,GUE/NGL,2017-09-14_19.
6692,Maltese,for,GUE/NGL,2017-09-14_19.
5044,Maštálka,for,GUE/NGL,2017-09-14_19.
5992,Matias,for,GUE/NGL,2017-09-14_19.
6643,Mineur,for,GUE/NGL,2017-09-14_19.
6599,Ní Riada,for,GUE/NGL,2017-09-14_19.
6250,Omarjee,for,GUE/NGL,2017-09-14_19.
5596,Papadimoulis,for,GUE/NGL,2017-09-14_19.
6727,Pimenta Lopes,for,GUE/NGL,2017-09-14_19.
6674,Sakorafa,for,GUE/NGL,2017-09-14_19.
6641,Sánchez Caldentey,for,GUE/NGL,2017-09-14_19.
5837,Scholz,for,GUE/NGL,2017-09-14_19.
6655,Senra Rodríguez,for,GUE/NGL,2017-09-14_19.
6444,Spinelli,for,GUE/NGL,2017-09-14_19.
6321,Sylikiotis,for,GUE/NGL,2017-09-14_19.
6716,Torres Martínez,for,GUE/NGL,2017-09-14_19.
6715,Urbán Crespo,for,GUE/NGL,2017-09-14_19.
6656,Vallina,for,GUE/NGL,2017-09-14_19.
6030,Vergiat,for,GUE/NGL,2017-09-14_19.
6747,Vieu,for,GUE/NGL,2017-09-14_19.
6669,Epitideios,for,NI,2017-09-14_19.
6668,Fountoulis,for,NI,2017-09-14_19.
1380,Gollnisch,for,NI,2017-09-14_19.
6517,Korwin-Mikke,for,NI,2017-09-14_19.
6471,Sonneborn,for,NI,2017-09-14_19.
6670,Synadinos,for,NI,2017-09-14_19.
6469,Voigt,for,NI,2017-09-14_19.
5508,del Castillo Vera,for,PPE,2017-09-14_19.
5515,Díaz de Mera García Consuegra,for,PPE,2017-09-14_19.
5983,Estaràs Ferragut,for,PPE,2017-09-14_19.
6679,Faria,for,PPE,2017-09-14_19.
5903,Fisas Ayxelà,for,PPE,2017-09-14_19.
6615,Gambús,for,PPE,2017-09-14_19.
6632,González Pons,for,PPE,2017-09-14_19.
5511,de Grandes Pascual,for,PPE,2017-09-14_19.
4987,Hortefeux,for,PPE,2017-09-14_19.
5516,Iturgaiz,for,PPE,2017-09-14_19.
5978,Jiménez-Becerril Barrio,for,PPE,2017-09-14_19.
6055,Juvin,for,PPE,2017-09-14_19.
6096,Mato,for,PPE,2017-09-14_19.
5518,Millán Mon,for,PPE,2017-09-14_19.
6366,Monteiro de Aguiar,for,PPE,2017-09-14_19.
5788,Pietikäinen,for,PPE,2017-09-14_19.
6684,Rolin,for,PPE,2017-09-14_19.
3991,Salafranca Sánchez-Neyra,for,PPE,2017-09-14_19.
6681,Tomc,for,PPE,2017-09-14_19.
6638,Valcárcel Siso,for,PPE,2017-09-14_19.
5189,Záborská,for,PPE,2017-09-14_19.
6651,Aguilera García,for,S&D,2017-09-14_19.
6567,Anderson Lucy,for,S&D,2017-09-14_19.
6279,Andrieu,for,S&D,2017-09-14_19.
6687,Androulakis,for,S&D,2017-09-14_19.
6553,Arena,for,S&D,2017-09-14_19.
5426,Assis,for,S&D,2017-09-14_19.
6378,Balas,for,S&D,2017-09-14_19.
5866,Balčytis,for,S&D,2017-09-14_19.
6611,Bayet,for,S&D,2017-09-14_19.
6505,Benifei,for,S&D,2017-09-14_19.
6456,Bettini,for,S&D,2017-09-14_19.
6650,Blanco López,for,S&D,2017-09-14_19.
5867,Blinkevičiūtė,for,S&D,2017-09-14_19.
6449,Bonafè,for,S&D,2017-09-14_19.
6264,Borzan,for,S&D,2017-09-14_19.
5768,Boştinaru,for,S&D,2017-09-14_19.
6572,Brannen,for,S&D,2017-09-14_19.
5465,Bresso,for,S&D,2017-09-14_19.
6421,Briano,for,S&D,2017-09-14_19.
4690,Bullmann,for,S&D,2017-09-14_19.
6647,Cabezón Ruiz,for,S&D,2017-09-14_19.
6489,Caputo,for,S&D,2017-09-14_19.
5835,Childers,for,S&D,2017-09-14_19.
6499,Chinnici,for,S&D,2017-09-14_19.
5284,Christensen,for,S&D,2017-09-14_19.
6083,Cofferati,for,S&D,2017-09-14_19.
4628,Corbett,for,S&D,2017-09-14_19.
6085,Costa,for,S&D,2017-09-14_19.
