mepid,mep,result,group,identifier
6066,Agnew,for,EFDD,2017-10-25_23.
6559,Aker,for,EFDD,2017-10-25_23.
6577,Arnott,for,EFDD,2017-10-25_23.
5567,Batten,for,EFDD,2017-10-25_23.
6748,Bullock,for,EFDD,2017-10-25_23.
6590,Carver,for,EFDD,2017-10-25_23.
6586,Coburn,for,EFDD,2017-10-25_23.
6573,Collins,for,EFDD,2017-10-25_23.
6569,Etheridge,for,EFDD,2017-10-25_23.
6558,Finch,for,EFDD,2017-10-25_23.
6584,Gill Nathan,for,EFDD,2017-10-25_23.
6575,Hookem,for,EFDD,2017-10-25_23.
6524,Iwaszkiewicz,for,EFDD,2017-10-25_23.
5977,Nuttall,for,EFDD,2017-10-25_23.
6557,O'Flynn,for,EFDD,2017-10-25_23.
6563,Parker,for,EFDD,2017-10-25_23.
6754,Payne,for,EFDD,2017-10-25_23.
6564,Reid,for,EFDD,2017-10-25_23.
6382,Arnautu,for,ENF,2017-10-25_23.
6394,Bay,for,ENF,2017-10-25_23.
6405,Bilde,for,ENF,2017-10-25_23.
6391,Briois,for,ENF,2017-10-25_23.
6401,Ferrand,for,ENF,2017-10-25_23.
6450,Goddyn,for,ENF,2017-10-25_23.
6404,Jalkh,for,ENF,2017-10-25_23.
6751,Jamet,for,ENF,2017-10-25_23.
6372,Lebreton,for,ENF,2017-10-25_23.
6746,Lechevalier,for,ENF,2017-10-25_23.
6699,Loiseau,for,ENF,2017-10-25_23.
6385,Martin Dominique,for,ENF,2017-10-25_23.
6533,Marusik,for,ENF,2017-10-25_23.
6399,Mélin,for,ENF,2017-10-25_23.
6395,Monot,for,ENF,2017-10-25_23.
6389,Schaffhauser,for,ENF,2017-10-25_23.
6392,Troszczynski,for,ENF,2017-10-25_23.
6654,Albiol Guzmán,for,GUE/NGL,2017-10-25_23.
6723,Benito Ziluaga,for,GUE/NGL,2017-10-25_23.
6604,Björk,for,GUE/NGL,2017-10-25_23.
6595,Boylan,for,GUE/NGL,2017-10-25_23.
6598,Carthy,for,GUE/NGL,2017-10-25_23.
5237,Chountis,for,GUE/NGL,2017-10-25_23.
6660,Chrysogonos,for,GUE/NGL,2017-10-25_23.
6701,Couso Permuy,for,GUE/NGL,2017-10-25_23.
6501,Eck,for,GUE/NGL,2017-10-25_23.
6024,Ernst,for,GUE/NGL,2017-10-25_23.
5886,Ferreira,for,GUE/NGL,2017-10-25_23.
6693,Forenza,for,GUE/NGL,2017-10-25_23.
6702,González Peñas,for,GUE/NGL,2017-10-25_23.
6076,Hadjigeorgiou,for,GUE/NGL,2017-10-25_23.
6657,Juaristi Abaunz,for,GUE/NGL,2017-10-25_23.
6313,Kari,for,GUE/NGL,2017-10-25_23.
6369,Kyllönen,for,GUE/NGL,2017-10-25_23.
5909,Le Hyaric,for,GUE/NGL,2017-10-25_23.
6653,López Bermejo,for,GUE/NGL,2017-10-25_23.
6026,Lösing,for,GUE/NGL,2017-10-25_23.
6310,Michels,for,GUE/NGL,2017-10-25_23.
6599,Ní Riada,for,GUE/NGL,2017-10-25_23.
6727,Pimenta Lopes,for,GUE/NGL,2017-10-25_23.
6674,Sakorafa,for,GUE/NGL,2017-10-25_23.
6641,Sánchez Caldentey,for,GUE/NGL,2017-10-25_23.
5837,Scholz,for,GUE/NGL,2017-10-25_23.
6655,Senra Rodríguez,for,GUE/NGL,2017-10-25_23.
6444,Spinelli,for,GUE/NGL,2017-10-25_23.
6321,Sylikiotis,for,GUE/NGL,2017-10-25_23.
6716,Torres Martínez,for,GUE/NGL,2017-10-25_23.
