mepid,mep,result,group,identifier
5682,Ali,for,ALDE,2017-12-13_55.
6407,Arthuis,for,ALDE,2017-12-13_55.
6400,Auštrevičius,for,ALDE,2017-12-13_55.
6110,Bearder,for,ALDE,2017-12-13_55.
6646,Becerra Basterrechea,for,ALDE,2017-12-13_55.
6089,Bilbao Barandica,for,ALDE,2017-12-13_55.
6708,Calvet Chambon,for,ALDE,2017-12-13_55.
5328,Cavada,for,ALDE,2017-12-13_55.
6339,Charanzová,for,ALDE,2017-12-13_55.
4761,Cornillet,for,ALDE,2017-12-13_55.
1060,Deprez,for,ALDE,2017-12-13_55.
6439,Diaconu,for,ALDE,2017-12-13_55.
6340,Dlabajová,for,ALDE,2017-12-13_55.
6098,Gerbrandy,for,ALDE,2017-12-13_55.
6724,Giménez Barbat,for,ALDE,2017-12-13_55.
1793,Goerens,for,ALDE,2017-12-13_55.
5330,Griesbeck,for,ALDE,2017-12-13_55.
6379,Grigule-Pēterse,for,ALDE,2017-12-13_55.
5246,Harkin,for,ALDE,2017-12-13_55.
6043,Hirsch,for,ALDE,2017-12-13_55.
5681,Hyusmenova,for,ALDE,2017-12-13_55.
5385,in 't Veld,for,ALDE,2017-12-13_55.
5433,Jäätteenmäki,for,ALDE,2017-12-13_55.
6388,Jakovčić,for,ALDE,2017-12-13_55.
6338,Ježek,for,ALDE,2017-12-13_55.
6328,Kallas,for,ALDE,2017-12-13_55.
5364,Klinz,for,ALDE,2017-12-13_55.
6504,Kyuchyuk,for,ALDE,2017-12-13_55.
6740,Lalonde,for,ALDE,2017-12-13_55.
6376,Marinho e Pinto,for,ALDE,2017-12-13_55.
6402,Mazuronis,for,ALDE,2017-12-13_55.
6041,Meissner,for,ALDE,2017-12-13_55.
5857,Michel,for,ALDE,2017-12-13_55.
6690,Mihaylova,for,ALDE,2017-12-13_55.
6626,van Miltenburg,for,ALDE,2017-12-13_55.
6631,Mlinar,for,ALDE,2017-12-13_55.
6500,Müller,for,ALDE,2017-12-13_55.
6614,Nart,for,ALDE,2017-12-13_55.
6705,Paet,for,ALDE,2017-12-13_55.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-12-13_55.
6266,Radoš,for,ALDE,2017-12-13_55.
4676,Ries,for,ALDE,2017-12-13_55.
6056,Riquet,for,ALDE,2017-12-13_55.
6154,Rochefort,for,ALDE,2017-12-13_55.
5890,Rohde,for,ALDE,2017-12-13_55.
6100,Schaake,for,ALDE,2017-12-13_55.
6337,Telička,for,ALDE,2017-12-13_55.
6331,Toom,for,ALDE,2017-12-13_55.
6181,Tremosa i Balcells,for,ALDE,2017-12-13_55.
5879,Uspaskich,for,ALDE,2017-12-13_55.
6151,Vajgl,for,ALDE,2017-12-13_55.
6710,Vautmans,for,ALDE,2017-12-13_55.
6159,Verhofstadt,for,ALDE,2017-12-13_55.
5770,Weber Renate,for,ALDE,2017-12-13_55.
6729,Wierinck,for,ALDE,2017-12-13_55.
5864,Wikström,for,ALDE,2017-12-13_55.
5262,Ashworth,for,ECR,2017-12-13_55.
6574,Bashir,for,ECR,2017-12-13_55.
4911,Belder,for,ECR,2017-12-13_55.
5490,Czarnecki,for,ECR,2017-12-13_55.
6719,Czesak,for,ECR,2017-12-13_55.
5981,van Dalen,for,ECR,2017-12-13_55.
6712,Dalton,for,ECR,2017-12-13_55.
4960,Deva,for,ECR,2017-12-13_55.
6516,Dohrmann,for,ECR,2017-12-13_55.
6511,Dzhambazki,for,ECR,2017-12-13_55.
6743,Flack,for,ECR,2017-12-13_55.
