mepid,mep,result,group,identifier
6708,Calvet Chambon,for,ALDE,2017-12-13_73.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-12-13_73.
5890,Rohde,for,ALDE,2017-12-13_73.
6181,Tremosa i Balcells,for,ALDE,2017-12-13_73.
5996,Macovei,for,ECR,2017-12-13_73.
6667,Marias,for,ECR,2017-12-13_73.
6718,Ruohonen-Lerner,for,ECR,2017-12-13_73.
6468,Adinolfi,for,EFDD,2017-12-13_73.
6445,Agea,for,EFDD,2017-12-13_73.
6480,Aiuto,for,EFDD,2017-12-13_73.
6411,Beghin,for,EFDD,2017-12-13_73.
6430,Borrelli,for,EFDD,2017-12-13_73.
6446,Castaldo,for,EFDD,2017-12-13_73.
6494,Corrao,for,EFDD,2017-12-13_73.
6472,D'Amato,for,EFDD,2017-12-13_73.
6384,D'Ornano,for,EFDD,2017-12-13_73.
6413,Evi,for,EFDD,2017-12-13_73.
6470,Ferrara,for,EFDD,2017-12-13_73.
6497,Moi,for,EFDD,2017-12-13_73.
6403,Montel,for,EFDD,2017-12-13_73.
5875,Paksas,for,EFDD,2017-12-13_73.
6482,Pedicini,for,EFDD,2017-12-13_73.
6474,Philippot,for,EFDD,2017-12-13_73.
6447,Tamburrano,for,EFDD,2017-12-13_73.
6412,Valli,for,EFDD,2017-12-13_73.
6695,Zullo,for,EFDD,2017-12-13_73.
6382,Arnautu,for,ENF,2017-12-13_73.
6394,Bay,for,ENF,2017-12-13_73.
6405,Bilde,for,ENF,2017-12-13_73.
6391,Briois,for,ENF,2017-12-13_73.
6401,Ferrand,for,ENF,2017-12-13_73.
6450,Goddyn,for,ENF,2017-12-13_73.
6404,Jalkh,for,ENF,2017-12-13_73.
6751,Jamet,for,ENF,2017-12-13_73.
6372,Lebreton,for,ENF,2017-12-13_73.
6746,Lechevalier,for,ENF,2017-12-13_73.
6699,Loiseau,for,ENF,2017-12-13_73.
6385,Martin Dominique,for,ENF,2017-12-13_73.
6395,Monot,for,ENF,2017-12-13_73.
6389,Schaffhauser,for,ENF,2017-12-13_73.
6392,Troszczynski,for,ENF,2017-12-13_73.
6654,Albiol Guzmán,for,GUE/NGL,2017-12-13_73.
6280,Anderson Martina,for,GUE/NGL,2017-12-13_73.
6723,Benito Ziluaga,for,GUE/NGL,2017-12-13_73.
6604,Björk,for,GUE/NGL,2017-12-13_73.
6595,Boylan,for,GUE/NGL,2017-12-13_73.
6598,Carthy,for,GUE/NGL,2017-12-13_73.
5237,Chountis,for,GUE/NGL,2017-12-13_73.
6660,Chrysogonos,for,GUE/NGL,2017-12-13_73.
6701,Couso Permuy,for,GUE/NGL,2017-12-13_73.
6501,Eck,for,GUE/NGL,2017-12-13_73.
6024,Ernst,for,GUE/NGL,2017-12-13_73.
5886,Ferreira,for,GUE/NGL,2017-12-13_73.
