mepid,mep,result,group,identifier
5682,Ali,for,ALDE,2017-06-01_1.
6407,Arthuis,for,ALDE,2017-06-01_1.
6400,Auštrevičius,for,ALDE,2017-06-01_1.
6097,van Baalen,for,ALDE,2017-06-01_1.
6110,Bearder,for,ALDE,2017-06-01_1.
6646,Becerra Basterrechea,for,ALDE,2017-06-01_1.
6089,Bilbao Barandica,for,ALDE,2017-06-01_1.
6708,Calvet Chambon,for,ALDE,2017-06-01_1.
5328,Cavada,for,ALDE,2017-06-01_1.
6339,Charanzová,for,ALDE,2017-06-01_1.
6439,Diaconu,for,ALDE,2017-06-01_1.
6340,Dlabajová,for,ALDE,2017-06-01_1.
6601,Federley,for,ALDE,2017-06-01_1.
6098,Gerbrandy,for,ALDE,2017-06-01_1.
6724,Giménez Barbat,for,ALDE,2017-06-01_1.
1793,Goerens,for,ALDE,2017-06-01_1.
6379,Grigule,for,ALDE,2017-06-01_1.
5246,Harkin,for,ALDE,2017-06-01_1.
6622,Huitema,for,ALDE,2017-06-01_1.
5681,Hyusmenova,for,ALDE,2017-06-01_1.
5385,in 't Veld,for,ALDE,2017-06-01_1.
5433,Jäätteenmäki,for,ALDE,2017-06-01_1.
6388,Jakovčić,for,ALDE,2017-06-01_1.
6338,Ježek,for,ALDE,2017-06-01_1.
6328,Kallas,for,ALDE,2017-06-01_1.
6504,Kyuchyuk,for,ALDE,2017-06-01_1.
6740,Lalonde,for,ALDE,2017-06-01_1.
5889,Løkkegaard,for,ALDE,2017-06-01_1.
6376,Marinho e Pinto,for,ALDE,2017-06-01_1.
6402,Mazuronis,for,ALDE,2017-06-01_1.
5857,Michel,for,ALDE,2017-06-01_1.
6690,Mihaylova,for,ALDE,2017-06-01_1.
6626,van Miltenburg,for,ALDE,2017-06-01_1.
6631,Mlinar,for,ALDE,2017-06-01_1.
5997,Nicolai,for,ALDE,2017-06-01_1.
6621,van Nieuwenhuizen,for,ALDE,2017-06-01_1.
6705,Paet,for,ALDE,2017-06-01_1.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-06-01_1.
6510,Petersen,for,ALDE,2017-06-01_1.
6266,Radoš,for,ALDE,2017-06-01_1.
4676,Ries,for,ALDE,2017-06-01_1.
6056,Riquet,for,ALDE,2017-06-01_1.
6154,Rochefort,for,ALDE,2017-06-01_1.
6100,Schaake,for,ALDE,2017-06-01_1.
6722,Selimovic,for,ALDE,2017-06-01_1.
5435,Takkula,for,ALDE,2017-06-01_1.
6337,Telička,for,ALDE,2017-06-01_1.
6042,Theurer,for,ALDE,2017-06-01_1.
6281,Torvalds,for,ALDE,2017-06-01_1.
6181,Tremosa i Balcells,for,ALDE,2017-06-01_1.
6151,Vajgl,for,ALDE,2017-06-01_1.
6710,Vautmans,for,ALDE,2017-06-01_1.
4550,Väyrynen,for,ALDE,2017-06-01_1.
6159,Verhofstadt,for,ALDE,2017-06-01_1.
6729,Wierinck,for,ALDE,2017-06-01_1.
5864,Wikström,for,ALDE,2017-06-01_1.
5262,Ashworth,for,ECR,2017-06-01_1.
6509,Barekov,for,ECR,2017-06-01_1.
4911,Belder,for,ECR,2017-06-01_1.
6081,Campbell Bannerman,for,ECR,2017-06-01_1.
