mepid,mep,result,group,identifier
6646,Becerra Basterrechea,for,ALDE,2017-10-25_31.
6089,Bilbao Barandica,for,ALDE,2017-10-25_31.
6644,Pagazaurtundúa Ruiz,for,ALDE,2017-10-25_31.
6722,Selimovic,for,ALDE,2017-10-25_31.
6151,Vajgl,for,ALDE,2017-10-25_31.
5864,Wikström,for,ALDE,2017-10-25_31.
6514,Karlsson,for,ECR,2017-10-25_31.
6718,Ruohonen-Lerner,for,ECR,2017-10-25_31.
6654,Albiol Guzmán,for,GUE/NGL,2017-10-25_31.
6723,Benito Ziluaga,for,GUE/NGL,2017-10-25_31.
6604,Björk,for,GUE/NGL,2017-10-25_31.
6595,Boylan,for,GUE/NGL,2017-10-25_31.
6598,Carthy,for,GUE/NGL,2017-10-25_31.
5237,Chountis,for,GUE/NGL,2017-10-25_31.
6660,Chrysogonos,for,GUE/NGL,2017-10-25_31.
6701,Couso Permuy,for,GUE/NGL,2017-10-25_31.
6501,Eck,for,GUE/NGL,2017-10-25_31.
6024,Ernst,for,GUE/NGL,2017-10-25_31.
5886,Ferreira,for,GUE/NGL,2017-10-25_31.
6693,Forenza,for,GUE/NGL,2017-10-25_31.
6702,González Peñas,for,GUE/NGL,2017-10-25_31.
6076,Hadjigeorgiou,for,GUE/NGL,2017-10-25_31.
6628,Hazekamp,for,GUE/NGL,2017-10-25_31.
5922,de Jong,for,GUE/NGL,2017-10-25_31.
6657,Juaristi Abaunz,for,GUE/NGL,2017-10-25_31.
6313,Kari,for,GUE/NGL,2017-10-25_31.
5450,Kohlíček,for,GUE/NGL,2017-10-25_31.
5039,Konečná,for,GUE/NGL,2017-10-25_31.
6713,Kouloglou,for,GUE/NGL,2017-10-25_31.
6675,Kuneva,for,GUE/NGL,2017-10-25_31.
6369,Kyllönen,for,GUE/NGL,2017-10-25_31.
5909,Le Hyaric,for,GUE/NGL,2017-10-25_31.
6653,López Bermejo,for,GUE/NGL,2017-10-25_31.
6026,Lösing,for,GUE/NGL,2017-10-25_31.
5044,Maštálka,for,GUE/NGL,2017-10-25_31.
6310,Michels,for,GUE/NGL,2017-10-25_31.
6643,Mineur,for,GUE/NGL,2017-10-25_31.
6599,Ní Riada,for,GUE/NGL,2017-10-25_31.
5596,Papadimoulis,for,GUE/NGL,2017-10-25_31.
6727,Pimenta Lopes,for,GUE/NGL,2017-10-25_31.
6674,Sakorafa,for,GUE/NGL,2017-10-25_31.
6641,Sánchez Caldentey,for,GUE/NGL,2017-10-25_31.
5837,Scholz,for,GUE/NGL,2017-10-25_31.
6655,Senra Rodríguez,for,GUE/NGL,2017-10-25_31.
6444,Spinelli,for,GUE/NGL,2017-10-25_31.
6321,Sylikiotis,for,GUE/NGL,2017-10-25_31.
6716,Torres Martínez,for,GUE/NGL,2017-10-25_31.
6715,Urbán Crespo,for,GUE/NGL,2017-10-25_31.
6656,Vallina,for,GUE/NGL,2017-10-25_31.
6030,Vergiat,for,GUE/NGL,2017-10-25_31.
6678,Viegas,for,GUE/NGL,2017-10-25_31.
6747,Vieu,for,GUE/NGL,2017-10-25_31.
5368,Zimmer,for,GUE/NGL,2017-10-25_31.
6471,Sonneborn,for,NI,2017-10-25_31.
5254,Hökmark,for,PPE,2017-10-25_31.
6259,Sarvamaa,for,PPE,2017-10-25_31.
6651,Aguilera García,for,S&D,2017-10-25_31.
6567,Anderson Lucy,for,S&D,2017-10-25_31.
6279,Andrieu,for,S&D,2017-10-25_31.
6553,Arena,for,S&D,2017-10-25_31.
5426,Assis,for,S&D,2017-10-25_31.
5411,Ayala Sender,for,S&D,2017-10-25_31.
6378,Balas,for,S&D,2017-10-25_31.
5866,Balčytis,for,S&D,2017-10-25_31.
6611,Bayet,for,S&D,2017-10-25_31.
6505,Benifei,for,S&D,2017-10-25_31.
5173,Beňová,for,S&D,2017-10-25_31.
3972,Berès,for,S&D,2017-10-25_31.
6456,Bettini,for,S&D,2017-10-25_31.
6650,Blanco López,for,S&D,2017-10-25_31.
5867,Blinkevičiūtė,for,S&D,2017-10-25_31.
6449,Bonafè,for,S&D,2017-10-25_31.
6264,Borzan,for,S&D,2017-10-25_31.
5768,Boştinaru,for,S&D,2017-10-25_31.
6572,Brannen,for,S&D,2017-10-25_31.
5465,Bresso,for,S&D,2017-10-25_31.
6421,Briano,for,S&D,2017-10-25_31.
4690,Bullmann,for,S&D,2017-10-25_31.
6647,Cabezón Ruiz,for,S&D,2017-10-25_31.
6489,Caputo,for,S&D,2017-10-25_31.
5835,Childers,for,S&D,2017-10-25_31.
6499,Chinnici,for,S&D,2017-10-25_31.
5284,Christensen,for,S&D,2017-10-25_31.
6083,Cofferati,for,S&D,2017-10-25_31.
4628,Corbett,for,S&D,2017-10-25_31.
6051,Cozzolino,for,S&D,2017-10-25_31.
6616,Cristea,for,S&D,2017-10-25_31.
6589,Dalli,for,S&D,2017-10-25_31.
6570,Dance,for,S&D,2017-10-25_31.
5829,Dăncilă,for,S&D,2017-10-25_31.
6458,Danti,for,S&D,2017-10-25_31.
6062,De Castro,for,S&D,2017-10-25_31.
6410,Delvaux,for,S&D,2017-10-25_31.
6437,De Monte,for,S&D,2017-10-25_31.
5816,Denanot,for,S&D,2017-10-25_31.
6014,Ertug,for,S&D,2017-10-25_31.
6080,Fajon,for,S&D,2017-10-25_31.
6652,Fernández,for,S&D,2017-10-25_31.
6012,Fleckenstein,for,S&D,2017-10-25_31.
6620,Freund,for,S&D,2017-10-25_31.
6424,Frunzulică,for,S&D,2017-10-25_31.
5417,García Pérez,for,S&D,2017-10-25_31.
3827,Gebhardt,for,S&D,2017-10-25_31.
6005,Geier,for,S&D,2017-10-25_31.
6485,Gentile,for,S&D,2017-10-25_31.
5495,Geringer de Oedenberg,for,S&D,2017-10-25_31.
5497,Gierek,for,S&D,2017-10-25_31.
4937,Gill Neena,for,S&D,2017-10-25_31.
6502,Giuffrida,for,S&D,2017-10-25_31.
5425,Gomes,for,S&D,2017-10-25_31.
6419,Grapini,for,S&D,2017-10-25_31.
6720,Graswander-Hainz,for,S&D,2017-10-25_31.
6580,Griffin,for,S&D,2017-10-25_31.
6063,Gualtieri,for,S&D,2017-10-25_31.
5941,Guerrero Salom,for,S&D,2017-10-25_31.
6107,Guillaume,for,S&D,2017-10-25_31.
6603,Guteland,for,S&D,2017-10-25_31.
6212,Gutiérrez Prieto,for,S&D,2017-10-25_31.
5261,Hedh,for,S&D,2017-10-25_31.
4994,Honeyball,for,S&D,2017-10-25_31.
6745,Howarth,for,S&D,2017-10-25_31.
6029,Ivan,for,S&D,2017-10-25_31.
5870,Jaakonsaari,for,S&D,2017-10-25_31.
6161,Jáuregui Atondo,for,S&D,2017-10-25_31.
6624,Jongerius,for,S&D,2017-10-25_31.
6146,Kadenbach,for,S&D,2017-10-25_31.
6686,Kaili,for,S&D,2017-10-25_31.
6009,Kammerevert,for,S&D,2017-10-25_31.
3756,Kaufmann,for,S&D,2017-10-25_31.
6326,Keller Jan,for,S&D,2017-10-25_31.
DUPLICATE,Khan,for,S&D,2017-10-25_31.
6571,Kirton-Darling,for,S&D,2017-10-25_31.
6508,Kofod,for,S&D,2017-10-25_31.
6739,Kohn,for,S&D,2017-10-25_31.
6459,Köster,for,S&D,2017-10-25_31.
6495,Kouroumbashev,for,S&D,2017-10-25_31.
3761,Krehl,for,S&D,2017-10-25_31.
6367,Kumpula-Natri,for,S&D,2017-10-25_31.
6435,Kyenge,for,S&D,2017-10-25_31.
6689,Kyrkos,for,S&D,2017-10-25_31.
3823,Lange,for,S&D,2017-10-25_31.
6329,Lauristin,for,S&D,2017-10-25_31.
4685,Leinen,for,S&D,2017-10-25_31.
6477,Lietz,for,S&D,2017-10-25_31.
6648,López,for,S&D,2017-10-25_31.
5860,Ludvigsson,for,S&D,2017-10-25_31.
6521,Łybacka,for,S&D,2017-10-25_31.
4646,McAvan,for,S&D,2017-10-25_31.
6380,Mamikins,for,S&D,2017-10-25_31.
5314,Maňka,for,S&D,2017-10-25_31.
1133,Martin David,for,S&D,2017-10-25_31.
6565,Martin Edouard,for,S&D,2017-10-25_31.
6354,Maurel,for,S&D,2017-10-25_31.
6322,Mavrides,for,S&D,2017-10-25_31.
6737,Mayer Alex,for,S&D,2017-10-25_31.
6476,Melior,for,S&D,2017-10-25_31.
6423,Moisă,for,S&D,2017-10-25_31.
6351,Molnár,for,S&D,2017-10-25_31.
6562,Moody,for,S&D,2017-10-25_31.
4923,Moraes,for,S&D,2017-10-25_31.
6618,Nekov,for,S&D,2017-10-25_31.
6016,Neuser,for,S&D,2017-10-25_31.
6418,Nica,for,S&D,2017-10-25_31.
6352,Niedermüller,for,S&D,2017-10-25_31.
6242,Nilsson,for,S&D,2017-10-25_31.
6473,Noichl,for,S&D,2017-10-25_31.
6756,Palmer,for,S&D,2017-10-25_31.
5483,Panzeri,for,S&D,2017-10-25_31.
6487,Paolucci,for,S&D,2017-10-25_31.
6323,Papadakis Demetris,for,S&D,2017-10-25_31.
6103,Pargneaux,for,S&D,2017-10-25_31.
5648,Paşcu,for,S&D,2017-10-25_31.
6707,Pavel,for,S&D,2017-10-25_31.
5296,Peillon,for,S&D,2017-10-25_31.
6484,Picierno,for,S&D,2017-10-25_31.
6261,Picula,for,S&D,2017-10-25_31.
6625,Piri,for,S&D,2017-10-25_31.
6493,Pirinski,for,S&D,2017-10-25_31.
