mepid,mep,result,group,identifier
5682,Ali,for,ALDE,94056
6407,Arthuis,for,ALDE,94056
6400,Auštrevičius,for,ALDE,94056
6097,van Baalen,for,ALDE,94056
6110,Bearder,for,ALDE,94056
6646,Becerra Basterrechea,for,ALDE,94056
6089,Bilbao Barandica,for,ALDE,94056
6708,Calvet Chambon,for,ALDE,94056
5328,Cavada,for,ALDE,94056
6339,Charanzová,for,ALDE,94056
4761,Cornillet,for,ALDE,94056
1060,Deprez,for,ALDE,94056
6439,Diaconu,for,ALDE,94056
6340,Dlabajová,for,ALDE,94056
6601,Federley,for,ALDE,94056
6098,Gerbrandy,for,ALDE,94056
6724,Giménez Barbat,for,ALDE,94056
1793,Goerens,for,ALDE,94056
5330,Griesbeck,for,ALDE,94056
6379,Grigule-Pēterse,for,ALDE,94056
5246,Harkin,for,ALDE,94056
6043,Hirsch,for,ALDE,94056
6622,Huitema,for,ALDE,94056
5681,Hyusmenova,for,ALDE,94056
5385,in 't Veld,for,ALDE,94056
5433,Jäätteenmäki,for,ALDE,94056
6388,Jakovčić,for,ALDE,94056
6338,Ježek,for,ALDE,94056
6766,Katainen,for,ALDE,94056
6504,Kyuchyuk,for,ALDE,94056
5889,Løkkegaard,for,ALDE,94056
6376,Marinho e Pinto,for,ALDE,94056
6402,Mazuronis,for,ALDE,94056
6041,Meissner,for,ALDE,94056
5857,Michel,for,ALDE,94056
6690,Mihaylova,for,ALDE,94056
6626,van Miltenburg,for,ALDE,94056
6631,Mlinar,for,ALDE,94056
6760,Nagtegaal,for,ALDE,94056
6614,Nart,for,ALDE,94056
5997,Nicolai,for,ALDE,94056
6705,Paet,for,ALDE,94056
6644,Pagazaurtundúa Ruiz,for,ALDE,94056
6510,Petersen,for,ALDE,94056
6728,Punset,for,ALDE,94056
6266,Radoš,for,ALDE,94056
4676,Ries,for,ALDE,94056
6056,Riquet,for,ALDE,94056
6154,Rochefort,for,ALDE,94056
5890,Rohde,for,ALDE,94056
6100,Schaake,for,ALDE,94056
6722,Selimovic,for,ALDE,94056
6337,Telička,for,ALDE,94056
6281,Torvalds,for,ALDE,94056
6181,Tremosa i Balcells,for,ALDE,94056
5879,Uspaskich,for,ALDE,94056
6151,Vajgl,for,ALDE,94056
6710,Vautmans,for,ALDE,94056
6774,Vehkaperä,for,ALDE,94056
6159,Verhofstadt,for,ALDE,94056
5770,Weber Renate,for,ALDE,94056
6729,Wierinck,for,ALDE,94056
5864,Wikström,for,ALDE,94056
6509,Barekov,for,ECR,94056
6574,Bashir,for,ECR,94056
4911,Belder,for,ECR,94056
5490,Czarnecki,for,ECR,94056
6719,Czesak,for,ECR,94056
5981,van Dalen,for,ECR,94056
6712,Dalton,for,ECR,94056
6291,Demesmaeker,for,ECR,94056
6516,Dohrmann,for,ECR,94056
4880,Fitto,for,ECR,94056
6743,Flack,for,ECR,94056
6112,Fox,for,ECR,94056
6452,Gericke,for,ECR,94056
6539,Gosiewska,for,ECR,94056
6358,Halla-aho,for,ECR,94056
6725,Hoc,for,ECR,94056
6531,Jurek,for,ECR,94056
5563,Karim,for,ECR,94056
6525,Karski,for,ECR,94056
6726,Kłosowski,for,ECR,94056
6461,Kölmel,for,ECR,94056
6530,Krasnodębski,for,ECR,94056
5453,Krupa,for,ECR,94056
5507,Kuźmiuk,for,ECR,94056
5969,Legutko,for,ECR,94056
6457,Lucke,for,ECR,94056
6608,Lundgren,for,ECR,94056
6087,McClarkin,for,ECR,94056
6234,McIntyre,for,ECR,94056
5996,Macovei,for,ECR,94056
6742,Matthews,for,ECR,94056
5851,Messerschmidt,for,ECR,94056
1230,Nicholson,for,ECR,94056
6536,Ożóg,for,ECR,94056
6512,Piecha,for,ECR,94056
5460,Piotrowski,for,ECR,94056
5974,Poręba,for,ECR,94056
6736,Procter,for,ECR,94056
6718,Ruohonen-Lerner,for,ECR,94056
6428,Sernagiotto,for,ECR,94056
6545,Škripek,for,ECR,94056
6464,Starbatty,for,ECR,94056
6682,Stevens,for,ECR,94056
6546,Sulík,for,ECR,94056
6088,Swinburne,for,ECR,94056
4925,Tannock,for,ECR,94056
5207,Theocharous,for,ECR,94056
5878,Tomaševski,for,ECR,94056
6300,Tomašić,for,ECR,94056
6466,Trebesius,for,ECR,94056
6513,Vistisen,for,ECR,94056
6607,Winberg,for,ECR,94056
6515,Wiśniewska,for,ECR,94056
6522,Złotowski,for,ECR,94056
6374,Bergeron,for,EFDD,94056
6759,Meuthen,for,EFDD,94056
6395,Monot,for,EFDD,94056
6660,Chrysogonos,for,GUE/NGL,94056
6369,Kyllönen,for,GUE/NGL,94056
6514,Karlsson,for,NI,94056
5416,Saryusz-Wolski,for,NI,94056
6471,Sonneborn,for,NI,94056
5113,Ujazdowski,for,NI,94056
6469,Voigt,for,NI,94056
6755,Ademov,for,PPE,94056
1340,Alliot-Marie,for,PPE,94056
5395,Andrikienė,for,PPE,94056
