mepid,mep,result,group,identifier
6468,Adinolfi,for,EFDD,2017-07-05_14.
6445,Agea,for,EFDD,2017-07-05_14.
6480,Aiuto,for,EFDD,2017-07-05_14.
6411,Beghin,for,EFDD,2017-07-05_14.
6374,Bergeron,for,EFDD,2017-07-05_14.
6430,Borrelli,for,EFDD,2017-07-05_14.
6446,Castaldo,for,EFDD,2017-07-05_14.
6494,Corrao,for,EFDD,2017-07-05_14.
6472,D'Amato,for,EFDD,2017-07-05_14.
6413,Evi,for,EFDD,2017-07-05_14.
6470,Ferrara,for,EFDD,2017-07-05_14.
6497,Moi,for,EFDD,2017-07-05_14.
6482,Pedicini,for,EFDD,2017-07-05_14.
6447,Tamburrano,for,EFDD,2017-07-05_14.
6412,Valli,for,EFDD,2017-07-05_14.
6695,Zullo,for,EFDD,2017-07-05_14.
6723,Benito Ziluaga,for,GUE/NGL,2017-07-05_14.
6604,Björk,for,GUE/NGL,2017-07-05_14.
6595,Boylan,for,GUE/NGL,2017-07-05_14.
6598,Carthy,for,GUE/NGL,2017-07-05_14.
5237,Chountis,for,GUE/NGL,2017-07-05_14.
6660,Chrysogonos,for,GUE/NGL,2017-07-05_14.
6701,Couso Permuy,for,GUE/NGL,2017-07-05_14.
6496,De Masi,for,GUE/NGL,2017-07-05_14.
6501,Eck,for,GUE/NGL,2017-07-05_14.
6024,Ernst,for,GUE/NGL,2017-07-05_14.
5886,Ferreira,for,GUE/NGL,2017-07-05_14.
6597,Flanagan,for,GUE/NGL,2017-07-05_14.
6693,Forenza,for,GUE/NGL,2017-07-05_14.
6702,González Peñas,for,GUE/NGL,2017-07-05_14.
6076,Hadjigeorgiou,for,GUE/NGL,2017-07-05_14.
6023,Händel,for,GUE/NGL,2017-07-05_14.
6628,Hazekamp,for,GUE/NGL,2017-07-05_14.
6657,Juaristi Abaunz,for,GUE/NGL,2017-07-05_14.
6313,Kari,for,GUE/NGL,2017-07-05_14.
5450,Kohlíček,for,GUE/NGL,2017-07-05_14.
5039,Konečná,for,GUE/NGL,2017-07-05_14.
6713,Kouloglou,for,GUE/NGL,2017-07-05_14.
6675,Kuneva,for,GUE/NGL,2017-07-05_14.
